Announce Date,Reference_Year,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Acquirer_GHG_Emissions,Annual_Sales,Carbon_Intensity,Target_Classification,Acquirer_Classification,Announce_Date_DT,status,ticker,T_minus_3_Date,T_minus_3_Price,T_plus_3_Date,T_plus_3_Price,Percent_Return
2022-02-25,2021,NVAX,NOV Inc,Advanced Drilling Solutions business/AFG Holdings Inc,AFG Holdings Inc,,,Completed,6696.684,1146.29,22.11,Neutral,Green,2022-02-25,Success,NVAX,2022-02-18,81.89,2022-02-28,83.37,1.81
2022-02-23,2021,BEEM,Beam Global,AllCell Technologies LLC,,13.67,,Completed,290.072,9.002,32.2231,Neutral,Brown,2022-02-23,Success,BEEM,2022-02-18,13.47,2022-02-28,14.51,7.72
2022-02-22,2021,MTDR,Matador Resources Co,Producing & non-producing properties,,242.0,,Completed,774427.0,1641.97,471.645,Neutral,Brown,2022-02-22,Success,MTDR,2022-02-18,43.04,2022-02-25,43.99,2.22
2022-02-16,2021,HNRG,Hallador Energy Co,Merom generating station/Indiana,Hoosier Energy Rural Electric Cooperative Inc,,,Completed,650443.262,247.666,2626.2921,Neutral,Brown,2022-02-16,Success,HNRG,2022-02-11,2.89,2022-02-22,3.44,19.2
2022-02-01,2021,CIVI,Civitas Resources Inc,Bison Oil & Gas II LLC,,345.42,,Completed,1278400.0,930.614,354.6455,Brown,Brown,2022-02-01,Success,CIVI,2022-01-28,38.87,2022-02-04,42.13,8.38
2022-01-25,2021,EXE,Expand Energy Corp,Chief E&D Holdings LP,"Tug Hill Inc/Texas,Rees-Jones Foundation/The,Unknown Seller,Rees-Jones Family Holdings LP,Chief E&D GP LLC,Chief E&D Participants LP",2634.47,,Completed,927084.6285,5809.0,178.5706,Neutral,Brown,2022-01-25,Success,EXE,2022-01-21,52.48,2022-01-28,56.93,8.49
2022-01-20,2021,HUT,Hut 8 Corp,Cloud & colocation data center business,TeraGo Inc,24.07,,Completed,474.186,138.6492,3.42,Neutral,Green,2022-01-20,Success,HUT,2022-01-14,33.1,2022-01-24,27.0,-18.43
2022-01-19,2021,PLUG,Plug Power Inc,Joule Processing LLC,,30.0,,Completed,15963.06,502.342,44.3565,Neutral,Brown,2022-01-19,Success,PLUG,2022-01-14,23.44,2022-01-24,20.7,-11.69
2022-01-18,2021,ALTO,Alto Ingredients Inc,Eagle Alcohol Co LLC,,14.0,,Completed,220296.783,1207.892,184.8723,Neutral,Brown,2022-01-18,Success,ALTO,2022-01-14,5.17,2022-01-21,4.65,-10.06
2022-01-13,2021,DUK,Duke Energy Corp,3211 Shannon Rd/Durham,,,,Completed,78000000.0,24621.0,5571.7764,Neutral,Brown,2022-01-13,Success,DUK,2022-01-07,91.69,2022-01-18,89.38,-2.52
2022-01-04,2021,FELE,Franklin Electric Co Inc,Blake Group Holdings Inc,,27.1,,Completed,23119.603,1661.865,14.7948,Brown,Green,2022-01-04,Success,FELE,2021-12-31,91.61,2022-01-07,88.7,-3.17
2021-12-23,2020,FCPT,Four Corners Property Trust Inc,2 Express Oil Change/Mississippi,,4.6,,Completed,2298.444,170.944,13.4456,Brown,Green,2021-12-23,Success,FCPT,2021-12-17,23.75,2021-12-27,24.64,3.73
2021-12-21,2020,ENPH,Enphase Energy Inc,365 Pronto Inc,,,,Completed,26385.255,774.4249999999998,35.4719,Neutral,Brown,2021-12-21,Success,ENPH,2021-12-17,189.11,2021-12-27,188.69,-0.22
2021-12-17,2020,BOOM,DMC Global Inc,Arcadia Inc,,282.5,,Completed,1390.458489,229.161,6.0676,Neutral,Green,2021-12-17,Success,BOOM,2021-12-13,37.42,2021-12-20,36.34,-2.89
2021-12-16,2020,ULBI,Ultralife Corp,Excell Battery Canada ULC,,16.45,,Completed,4135.837,107.712,39.8598,Neutral,Brown,2021-12-16,Success,ULBI,2021-12-10,5.22,2021-12-20,5.98,14.56
2021-12-16,2020,ULBI,Ultralife Corp,656700 BC Ltd,,7.05,,Completed,4135.837,107.712,39.8598,Neutral,Brown,2021-12-16,Success,ULBI,2021-12-10,5.22,2021-12-20,5.98,14.56
2021-12-16,2020,CPK,Chesapeake Utilities Corp,Operating Assets/Diversified Energy Co,Diversified Energy Co PLC,,,Completed,266679.0,488.198,199.8142,Neutral,Brown,2021-12-16,Success,CPK,2021-12-10,126.35,2021-12-20,132.3,4.71
2021-12-14,2020,GTLS,Chart Industries Inc,Earthly Labs Inc,,62.0,,Completed,17380.0,1177.1,35.5866,Green,Brown,2021-12-14,Success,GTLS,2021-12-10,165.19,2021-12-17,156.87,-5.04
2021-12-14,2020,ULBI,Ultralife Corp,Excell Battery Group,,23.5,,Completed,4135.837,107.712,39.8598,Neutral,Brown,2021-12-14,Success,ULBI,2021-12-10,5.22,2021-12-17,6.05,15.9
2021-12-14,2020,SHEL,Shell PLC,MS Europe BV,Multi Service Technology Solutions Inc,,,Completed,31526463.37,180543.0,271.7385,Neutral,Brown,2021-12-14,Success,SHEL,2021-12-10,39.26,2021-12-17,37.44,-4.62
2021-12-13,2020,WTTR,Select Water Solutions Inc,Nuverra Environmental Solutions Inc,,56.34,,Completed,33176.646,605.105,93.8009,Green,Brown,2021-12-13,Success,WTTR,2021-12-09,6.02,2021-12-16,5.59,-7.17
2021-12-13,2020,TXNM,TXNM Energy Inc,Western Spirit transmission line,,,,Completed,5602062.229,1523.012,4989.812,Green,Brown,2021-12-13,Success,TXNM,2021-12-09,40.27,2021-12-16,40.4,0.33
2021-12-09,2020,CHX,ChampionX Corp,"Tomson Technologies LLC,Group 2 Technologies LLC",,,,Completed,24884.581,1899.996,13.4338,Neutral,Green,2021-12-09,Success,CHX,2021-12-03,19.96,2021-12-13,21.07,5.56
2021-12-07,2020,AMRC,Ameresco Inc,Juice Technologies Inc,,,,Completed,315545.0,1032.275,23.7158,Neutral,Green,2021-12-07,Success,AMRC,2021-12-03,81.34,2021-12-10,81.46,0.15
2021-12-07,2020,XOM,Exxon Mobil Corp,Materia Inc,,,,Completed,108000000.0,178574.0,598.3284,Brown,Brown,2021-12-07,Success,XOM,2021-12-03,54.28,2021-12-10,56.17,3.48
2021-12-06,2020,GIFI,Gulf Island Fabrication Inc,Dynamic Industries Inc,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,Completed,6908.99,250.959,27.5304,Brown,Brown,2021-12-06,Success,GIFI,2021-12-02,4.02,2021-12-09,4.04,0.5
2021-12-02,2020,GIFI,Gulf Island Fabrication Inc,Services & industrial staffing businesses/Dynamic Industries Inc,Dynamic Group Holdings LLC,8.0,,Completed,6908.99,250.959,27.5304,Neutral,Brown,2021-12-02,Success,GIFI,2021-11-26,4.04,2021-12-06,4.04,0.0
2021-11-30,2020,GCMG,GCM Grosvenor Inc,Resource Waste Services LLC,ReEnergy Holdings LLC,,,Completed,173.881,422.395,0.4117,Green,Green,2021-11-30,Success,GCMG,2021-11-26,9.71,2021-12-03,9.34,-3.8
2021-11-23,2020,IEX,IDEX Corp,Nexsight LLC,,112.5,,Completed,30795.677,2351.646,13.0954,Neutral,Green,2021-11-23,Success,IEX,2021-11-19,225.31,2021-11-26,221.97,-1.48
2021-11-17,2020,NOG,Northern Oil and Gas Inc,non-operated Permian Basin assets,Veritas Energy LLC,406.5,,Completed,155885.1295,552.209,863.4427,Neutral,Brown,2021-11-17,Success,NOG,2021-11-12,21.1,2021-11-22,18.28,-13.37
2021-11-16,2020,ENPH,Enphase Energy Inc,ClipperCreek Inc,,,,Completed,26385.255,774.4249999999998,35.4719,Green,Brown,2021-11-16,Success,ENPH,2021-11-12,251.62,2021-11-19,267.74,6.41
2021-11-09,2020,ADT,ADT Inc,Marc Jones Construction LLC,Compass Group Equity Partners LLC,824.49,,Completed,35816.075,5314.787,6.7389,Green,Green,2021-11-09,Success,ADT,2021-11-05,8.32,2021-11-12,8.38,0.66
2021-11-05,2020,SHEL,Shell PLC,"MSTS Payments LLC,Multi Service Fuel Card business",Multi Service Technology Solutions Inc,,,Completed,31526463.37,180543.0,271.7385,Neutral,Brown,2021-11-05,Success,SHEL,2021-11-01,40.62,2021-11-08,40.29,-0.8
2021-11-03,2020,OBE,Obsidian Energy Ltd,Peace River Oil Partnership,,35.04,,Completed,85831.814,272.8,314.6327,Brown,Brown,2021-11-03,Success,OBE,2021-10-29,3.89,2021-11-08,4.11,5.66
2021-11-02,2020,GNRC,Generac Holdings Inc,ecobee Inc,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,Completed,75778.454,2485.2,31.4087,Neutral,Brown,2021-11-02,Success,GNRC,2021-10-29,498.56,2021-11-05,442.88,-11.17
2021-10-29,2020,WKC,World Kinect Corp,Flyers Energy LLC,Dwelle Family Foundation Inc,725.0,,Completed,41600.0,20358.3,20.1849,Neutral,Green,2021-10-29,Success,WKC,2021-10-25,30.78,2021-11-01,26.99,-12.32
2021-10-27,2020,PSX,Phillips 66,Phillips 66 Partners LP,,2333.84,29.83,Completed,25490000.0,64129.0,137.7066,Brown,Brown,2021-10-27,Success,PSX,2021-10-22,72.57,2021-11-01,68.41,-5.73
2021-10-27,2020,LBRT,Liberty Energy Inc,PropX/Denver,,90.0,,Completed,16570.243,965.787,17.1572,Neutral,Green,2021-10-27,Success,LBRT,2021-10-22,14.48,2021-11-01,12.62,-12.86
2021-10-26,2020,WFG,West Fraser Timber Co Ltd,Oriented strand board mill/South Carolina,,280.0,,Completed,727714.0,5850.0,124.3956,Neutral,Brown,2021-10-26,Success,WFG,2021-10-22,81.19,2021-10-29,76.62,-5.64
2021-10-22,2020,XIFR,XPLR Infrastructure LP,Portfolio of 2520 MW renewables projects,NextEra Energy Inc,849.0,,Completed,48471.849,917.0,5.287,Green,Green,2021-10-22,Success,XIFR,2021-10-18,60.09,2021-10-25,64.38,7.14
2021-10-07,2020,HRI,Herc Holdings Inc,Rapid Equipment Rental Ltd,,,,Completed,102469.0,1781.3,57.5248,Neutral,Brown,2021-10-07,Success,HRI,2021-10-01,160.77,2021-10-11,160.7,-0.05
2021-10-06,2020,SWX,Southwest Gas Holdings Inc,Dominion Energy Questar Pipeline LLC,Dominion Energy Inc,1975.0,,Completed,360785.4,3298.873,109.3663,Brown,Brown,2021-10-06,Success,SWX,2021-10-01,59.72,2021-10-11,56.58,-5.26
2021-10-06,2020,ARES,Ares Management Corp,Apex Clean Energy Inc,,,,Completed,714.715,2235.769,0.4453,Green,Green,2021-10-06,Success,ARES,2021-10-01,66.87,2021-10-11,68.72,2.77
2021-10-01,2020,CVX,Chevron Corp,American Natural Gas LLC,Mercuria Energy Trading SA,,,Completed,28078295.01,94471.0,478.9338,Brown,Brown,2021-10-01,Success,CVX,2021-09-27,89.64,2021-10-04,91.16,1.7
2021-09-20,2020,MTRN,Materion Corp,HCS-Electronic Materials,HC Starck Inc,380.0,,Completed,39393.068,1176.274,33.4897,Neutral,Brown,2021-09-20,Success,MTRN,2021-09-16,68.96,2021-09-23,68.29,-0.97
2021-09-07,2020,ENB,Enbridge Inc,Moda Midstream Operating LLC,Encap Flatrock Midstream,3000.0,,Completed,6852670.0,39087.0,82.1969,Brown,Brown,2021-09-07,Success,ENB,2021-09-03,32.82,2021-09-10,32.63,-0.57
2021-09-02,2020,PWR,Quanta Services Inc,Blattner Holding Co,,2700.0,,Completed,233082.175,11202.672,25.6389,Green,Brown,2021-09-02,Success,PWR,2021-08-27,102.69,2021-09-07,114.52,11.52
2021-08-18,2020,BLK,BlackRock Inc,National Renewable Solutions LLC,,,,Completed,4090.0,16205.0,0.5499,Green,Green,2021-08-18,Success,BLK,2021-08-13,834.18,2021-08-23,844.19,1.2
2021-08-17,2020,WTTR,Select Water Solutions Inc,Agua Libre Midstream LLC,Basic Energy Services Inc,19.54,,Completed,33176.646,605.105,93.8009,Brown,Brown,2021-08-17,Success,WTTR,2021-08-13,5.02,2021-08-20,5.02,-0.19
2021-08-17,2020,BRY,Berry Corp,C&J Well Services Inc,Basic Energy Services Inc,,,Completed,805281.7146,523.833,1537.2871,Brown,Brown,2021-08-17,Success,BRY,2021-08-13,3.48,2021-08-20,3.29,-5.34
2021-08-11,2020,EXE,Expand Energy Corp,Vine Energy Inc,,1459.77,,Completed,935709.7725,5240.0,178.5706,Neutral,Brown,2021-08-11,Success,EXE,2021-08-06,45.2,2021-08-16,45.84,1.44
2021-08-03,2020,DINO,HF Sinclair Corp,"Marketing & diesel business,2 refineries/Rocky Mountain",Sinclair Cos/The,1783.29,,Completed,5479000.0,11183.643,489.9119,Neutral,Brown,2021-08-03,Success,DINO,2021-07-30,26.21,2021-08-06,25.87,-1.29
2021-08-02,2020,SUN,Sunoco LP,Portfolio of 8 terminal locations/NuStar Energy LP,NuStar Energy LP,250.0,,Completed,21545.0,10710.0,5.8905,Brown,Green,2021-08-02,Success,SUN,2021-07-29,29.12,2021-08-05,29.27,0.52
2021-07-27,2020,SHEL,Shell PLC,Inspire Energy Capital LLC,,,,Completed,31526463.37,180543.0,271.7385,Green,Brown,2021-07-27,Success,SHEL,2021-07-23,32.94,2021-07-30,35.33,7.26
2021-07-23,2020,DUK,Duke Energy Corp,CNG fueling station/South Carolina,Spire Inc,,,Completed,74985884.11,23868.0,5571.7764,Brown,Brown,2021-07-23,Success,DUK,2021-07-19,89.44,2021-07-26,90.04,0.66
2021-07-16,2020,KMI,Kinder Morgan Inc,Kinetrex Energy,Parallel49 Equity,310.0,,Completed,15600000.0,11700.0,169.5854,Brown,Brown,2021-07-16,Success,KMI,2021-07-12,14.79,2021-07-19,13.72,-7.24
2021-07-14,2020,ORA,Ormat Technologies Inc,TG Geothermal Portfolio LLC,,171.0,,Completed,140128.081,705.342,256.4417,Green,Brown,2021-07-14,Success,ORA,2021-07-09,68.05,2021-07-19,64.2,-5.66
2021-07-12,2020,WTTR,Select Water Solutions Inc,Complete Energy Services LLC,Superior Energy Services Inc,36.44,,Completed,33176.646,605.105,93.8009,Neutral,Brown,2021-07-12,Success,WTTR,2021-07-08,5.16,2021-07-15,5.31,2.91
2021-07-09,2020,KMI,Kinder Morgan Inc,Twin Tier Pipeline LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",30.0,,Completed,15600000.0,11700.0,169.5854,Neutral,Brown,2021-07-09,Success,KMI,2021-07-02,14.83,2021-07-12,14.79,-0.27
2021-07-06,2020,PTEN,Patterson-UTI Energy Inc,Pioneer Energy Services Corp,,425.8,21.42,Completed,134439.391,1124.249,105.9872,Neutral,Brown,2021-07-06,Success,PTEN,2021-07-02,9.31,2021-07-09,8.59,-7.69
2021-07-05,2020,CHX,ChampionX Corp,Scientific Aviation Inc,,,,Completed,24884.581,1899.996,13.4338,Green,Green,2021-07-05,Success,CHX,2021-07-01,25.25,2021-07-08,22.88,-9.36
2021-07-01,2020,CDZI,Cadiz Inc,220 mile Northern Pipeline,Kinder Morgan Inc,19.0,,Completed,6.843,0.541,12.6488,Brown,Green,2021-07-01,Success,CDZI,2021-06-25,13.22,2021-07-06,14.33,8.4
2021-06-30,2020,CE,Celanese Corp,Santoprene synthetic rubber business/ExxonMobil,Exxon Mobil Corp,1150.0,,Completed,1139252.19,5655.0,126.9003,Brown,Brown,2021-06-30,Success,CE,2021-06-25,139.23,2021-07-06,139.22,-0.01
2021-06-08,2020,RF,Regions Financial Corp,EnerBank USA,CMS Energy Corp,960.0,,Completed,291136.0,6655.0,43.747,Neutral,Brown,2021-06-08,Success,RF,2021-06-04,19.39,2021-06-11,18.44,-4.9
2021-06-08,2020,APO,Apollo Global Management Inc,Total Operations & Production Services LLC,Black Bay Energy Capital LLC,,,Completed,211.0,2110.9,0.1,Neutral,Green,2021-06-08,Success,APO,2021-06-04,52.9,2021-06-11,53.25,0.66
2021-06-01,2020,KMI,Kinder Morgan Inc,Stagecoach Gas Services LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",1225.0,,Completed,15600000.0,11700.0,169.5854,Brown,Brown,2021-06-01,Success,KMI,2021-05-28,14.65,2021-06-04,15.0,2.4
2021-05-27,2020,MS,Morgan Stanley,Produced water infrastructure assets/Hibernia Energy III LLC,Hibernia Energy LLC,,,Completed,17170.69892,52606.0,0.3264,Neutral,Green,2021-05-27,Success,MS,2021-05-21,77.63,2021-06-01,80.95,4.27
2021-05-27,2020,MS,Morgan Stanley,Produced water infrastructure assets,Hibernia Energy LLC,,,Completed,17170.69892,52606.0,0.3264,Neutral,Green,2021-05-27,Success,MS,2021-05-21,77.63,2021-06-01,80.95,4.27
2021-05-24,2020,CTRA,Coterra Energy Inc,Cimarex Energy Co,,8815.27,,Completed,302393.901,1466.0,274.3338,Brown,Brown,2021-05-24,Success,CTRA,2021-05-20,14.24,2021-05-27,13.14,-7.72
2021-05-17,2020,SPRU,Spruce Power Holding Corp,World Energy Efficiency Services LLC,,15.0,,Completed,242.983,20.338,11.9472,Green,Green,2021-05-17,Success,SPRU,2021-05-13,44.8,2021-05-20,54.08,20.71
2021-05-12,2020,D,Dominion Energy Inc,Birdseye Renewable Energy LLC,BRE Holdings LLC,28.0,,Completed,14575889.35,14172.0,2673.0816,Green,Brown,2021-05-12,Success,D,2021-05-07,65.79,2021-05-17,65.13,-0.99
2021-05-12,2020,DTE,DTE Energy Co,Isabella Wind I and II projects/Isabella County,Greenlight Energy Resources Inc,,,Completed,20962000.49,11423.0,1907.4766,Green,Brown,2021-05-12,Success,DTE,2021-05-07,105.8,2021-05-17,105.11,-0.65
2021-05-10,2020,CIVI,Civitas Resources Inc,Extraction Oil & Gas Inc,,1382.69,,Completed,1200551.0,218.09,354.6455,Brown,Brown,2021-05-10,Success,CIVI,2021-05-06,27.26,2021-05-13,28.27,3.72
2021-05-06,2020,EQT,EQT Corp,"Eqt Amd LLC,EQT ARO LLC",,2925.0,,Completed,338799.56,3557.449,258.5549,Neutral,Brown,2021-05-06,Success,EQT,2021-04-30,18.1,2021-05-10,19.86,9.69
2021-05-06,2020,AMSC,American Superconductor Corp,Neeltran Inc,,8.8,,Completed,101860.588,63.838,1152.5556,Neutral,Brown,2021-05-06,Success,AMSC,2021-04-30,16.47,2021-05-10,13.92,-15.48
2021-05-03,2020,CHRD,Chord Energy Corp,Williston Basin assets/Diamondback Energy Inc,Diamondback Energy Inc,745.0,,Completed,537377.29,1307.674,154.7814,Brown,Brown,2021-05-03,Success,CHRD,2021-04-29,51.21,2021-05-06,51.06,-0.29
2021-04-22,2020,AEP,American Electric Power Co Inc,100 MW Dry Lake Solar Project,,114.0,,Completed,25012316.5,14918.5,3035.829,Green,Brown,2021-04-22,Success,AEP,2021-04-16,76.3,2021-04-26,75.48,-1.07
2021-04-19,2020,XIFR,XPLR Infrastructure LP,Portfolio of 4 operating wind assets/US,Brookfield Renewable Partners LP,733.0,,Completed,48471.849,917.0,5.287,Green,Green,2021-04-19,Success,XIFR,2021-04-15,55.75,2021-04-22,54.88,-1.56
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,Holtec International Corp,0.03,,Completed,6.282,0.219,28.6849,Neutral,Brown,2021-04-14,Success,EOSE,2021-04-09,17.15,2021-04-19,13.39,-21.92
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,,,,Completed,6.282,0.219,28.6849,Neutral,Brown,2021-04-14,Success,EOSE,2021-04-09,17.15,2021-04-19,13.39,-21.92
2021-04-05,2020,DNOW,DNOW Inc,Flex Flow Services LLC,GR Energy Services LLC,90.0,,Completed,24600.0,1619.0,23.8097,Neutral,Green,2021-04-05,Success,DNOW,2021-04-01,10.47,2021-04-08,9.7,-7.35
2021-03-18,2020,PPL,PPL Corp,Narragansett Electric Co/The,National Grid PLC,3770.0,,Completed,6895908.316,5474.0,1951.0449,Neutral,Brown,2021-03-18,Success,PPL,2021-03-12,23.76,2021-03-22,24.92,4.91
2021-03-09,2020,EFX,Equifax Inc,HireTechs.com,Green Day Technologies Inc,,,Completed,6751.474,4127.5,1.6357,Neutral,Green,2021-03-09,Success,EFX,2021-03-05,165.18,2021-03-12,165.93,0.46
2021-03-05,2020,CVX,Chevron Corp,Noble Midstream Partners LP,,454.5,4.62,Completed,28078295.01,94471.0,478.9338,Neutral,Brown,2021-03-05,Success,CVX,2021-03-01,86.6,2021-03-08,93.13,7.55
2021-02-22,2020,BIPC,Brookfield Infrastructure Corp,Inter Pipeline Ltd,,10949.35,15.14,Completed,299516.816,1430.0,209.4523,Brown,Brown,2021-02-22,Success,BIPC,2021-02-18,34.43,2021-02-25,37.65,9.35
2021-02-18,2020,VRN,Veren Inc,Kaybob Duvernay assets/Shell Canada Energy,Shell PLC,854.19,,Completed,1126052.5,1733.7,502.3677,Brown,Brown,2021-02-18,Success,VRN,2021-02-12,2.87,2021-02-22,3.43,19.5
2021-02-17,2020,NOVA,Sunnova Energy International Inc,SunStreet Energy Group LLC,Lennar Corp,162.73,,Completed,3516.263,160.82,21.8646,Neutral,Green,2021-02-17,Success,NOVA,2021-02-12,50.97,2021-02-22,41.6,-18.38
2021-02-04,2020,NOG,Northern Oil and Gas Inc,Certain non operated natural gas assets,Reliance Industries Ltd,120.9,,Completed,155885.1295,552.209,863.4427,Brown,Brown,2021-02-04,Success,NOG,2021-01-29,8.99,2021-02-08,10.2,13.53
2021-01-26,2020,ENPH,Enphase Energy Inc,Sofdesk Inc,Wave Media Group LLC,,,Completed,26385.255,774.4249999999998,35.4719,Neutral,Brown,2021-01-26,Success,ENPH,2021-01-22,212.07,2021-01-29,182.35,-14.01
2021-01-13,2020,NFE,New Fortress Energy Inc,Hygo Energy Transition Ltd,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,Completed,967889.0,451.65,2143.0068,Brown,Brown,2021-01-13,Success,NFE,2021-01-08,49.83,2021-01-19,43.76,-12.18
2021-01-13,2020,NFE,New Fortress Energy Inc,CH4 Energia Ltda,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,Completed,967889.0,451.65,2143.0068,Neutral,Brown,2021-01-13,Success,NFE,2021-01-08,49.83,2021-01-19,43.76,-12.18
2020-12-23,2019,AEE,Ameren Corp,400 MW project/Missouri,,,,Completed,24413650.5,5910.0,4130.9053,Neutral,Brown,2020-12-23,Success,AEE,2020-12-18,69.6,2020-12-28,67.74,-2.68
2020-12-23,2019,BLK,BlackRock Inc,945 MW natural gas fired power plant/Heard County,TCT Generation Holdings LLC,,,Completed,6386.0,14539.0,0.5499,Brown,Green,2020-12-23,Success,BLK,2020-12-18,629.1,2020-12-28,639.34,1.63
2020-12-21,2019,FANG,Diamondback Energy Inc,QEP Resources Inc,,2183.83,3.71,Completed,1389998.61,4031.0,284.1958,Brown,Brown,2020-12-21,Success,FANG,2020-12-17,39.18,2020-12-24,39.89,1.81
2020-12-21,2019,FANG,Diamondback Energy Inc,Guidon Operating LLC,,858.26,,Completed,1389998.61,4031.0,284.1958,Brown,Brown,2020-12-21,Success,FANG,2020-12-17,39.18,2020-12-24,39.89,1.81
2020-12-21,2019,ENB,Enbridge Inc,Crude oil terminalling segment,Blueknight Energy Partners LP,132.0,,Completed,7619166.547,50069.0,82.1969,Brown,Brown,2020-12-21,Success,ENB,2020-12-17,25.78,2020-12-24,25.04,-2.87
2020-12-16,2019,ORA,Ormat Technologies Inc,Shovel Ready Project/Texas,Consolidated Edison Inc,,,Completed,380838.1505,746.044,256.4417,Neutral,Brown,2020-12-16,Success,ORA,2020-12-11,74.45,2020-12-21,80.26,7.81
2020-12-15,2019,TRP,TC Energy Corp,TC PipeLines LP,,3771.13,13.77,Completed,14427861.0,13255.0,1386.3467,Brown,Brown,2020-12-15,Success,TRP,2020-12-11,35.23,2020-12-18,33.32,-5.44
2020-12-15,2019,GTLS,Chart Industries Inc,Sustainable Energy Solutions Inc,,20.0,,Completed,43255.51916,1215.5,35.5866,Green,Brown,2020-12-15,Success,GTLS,2020-12-11,114.24,2020-12-18,111.98,-1.98
2020-12-14,2019,MUSA,Murphy USA Inc,Quick Chek Corp,,645.0,,Completed,108593.0777,12101.3,8.9737,Neutral,Green,2020-12-14,Success,MUSA,2020-12-10,124.0,2020-12-17,130.61,5.32
2020-12-08,2019,LGO,Largo Inc,Certain assets/Vionx Energy Corp,Vionx Energy Corp,,,Completed,12749.309,105.5258,120.817,Green,Brown,2020-12-08,Success,LGO,2020-12-04,9.4,2020-12-11,12.4,31.91
2020-12-04,2019,PEG,Public Service Enterprise Group Inc,Ocean Wind Project/NJ,Orsted AS,,,Completed,13378211.19,10076.0,1500.3621,Green,Brown,2020-12-04,Success,PEG,2020-11-30,50.04,2020-12-07,49.4,-1.29
2020-11-16,2019,TRP,TC Energy Corp,TransCanada Turbines Ltd,John Wood Group PLC,67.0,,Completed,14427861.0,13255.0,1386.3467,Brown,Brown,2020-11-16,Success,TRP,2020-11-12,31.73,2020-11-19,32.96,3.86
2020-11-09,2019,CIVI,Civitas Resources Inc,HighPoint Resources Corp,,9.45,,Completed,111082.0582,313.22,354.6455,Brown,Brown,2020-11-09,Success,CIVI,2020-11-05,12.49,2020-11-12,14.74,18.0
2020-11-02,2019,POR,General Electric Co,North American Land Rod Lift business,Schlumberger NV,,,Completed,12954658.54,2123.0,6102.053,Brown,Brown,2020-11-02,Success,POR,2020-10-29,33.47,2020-11-05,34.8,3.96
2020-10-19,2019,COP,ConocoPhillips,Concho Resources Inc,,13290.68,,Completed,9752666.384,32567.0,332.2106,Brown,Brown,2020-10-19,Success,COP,2020-10-15,29.98,2020-10-22,27.35,-8.75
2020-10-15,2019,HON,Honeywell International Inc,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Ballard Power Systems Inc,,,Completed,1090292.652,36709.0,91.2639,Green,Brown,2020-10-15,Success,HON,2020-10-09,159.31,2020-10-19,156.76,-1.6
2020-10-09,2019,GNRC,Generac Holdings Inc,Enbala Power Networks Inc/Canada,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,Completed,68034.07116,2204.336,31.4087,Neutral,Brown,2020-10-09,Success,GNRC,2020-10-05,207.86,2020-10-12,203.99,-1.86
2020-10-07,2019,HON,Honeywell International Inc,Rocky Research,,,,Completed,1090292.652,36709.0,91.2639,Neutral,Brown,2020-10-07,Success,HON,2020-10-02,151.3,2020-10-12,160.2,5.89
2020-10-05,2019,AMSC,American Superconductor Corp,Northeast Power Systems Inc,,37.15,,Completed,102867.1589,56.207,1152.5556,Brown,Brown,2020-10-05,Success,AMSC,2020-10-01,14.23,2020-10-08,16.32,14.69
2020-09-29,2019,NEE,NextEra Energy Inc,"GridLiance GP LLC,GridLiance Holdco LP",Blackstone Inc,660.0,,Completed,45652569.37,19204.0,2805.4869,Neutral,Brown,2020-09-29,Success,NEE,2020-09-25,63.11,2020-10-02,62.97,-0.23
2020-09-28,2019,DVN,Devon Energy Corp,WPX Energy Inc,,5951.7,14.07,Completed,2610322.68,6220.0,708.9498,Brown,Brown,2020-09-28,Success,DVN,2020-09-24,7.01,2020-10-01,7.12,1.56
2020-09-18,2019,SND,Smart Sand Inc,Oil & Gas Proppants Segment/Eagle Materials Inc,Eagle Materials Inc,2.0,,Completed,39479.703,233.073,93.8443,Brown,Brown,2020-09-18,Success,SND,2020-09-14,1.16,2020-09-21,1.2,3.28
