Announce Date,Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status,Company Name
12-09-2024,APO,Apollo Global Management Inc,Freedom CNG Management LLC,,,,Completed,Apollo Global Management Inc
11-09-2024,VNOM,Viper Energy Inc,"TWR IV SellCo LLC,TWR IV LLC","Tumbleweed Royalty IV LLC,TWR IV SellCo Parent LLC",461,,Completed,Viper Energy Inc
10-09-2024,BEPC,Brookfield Renewable Corp,12.18 MW Wheeler Gulch Solar Project/Colorado,Caerus Piceance LLC,,,Completed,Brookfield Renewable Corp
03-09-2024,VNOM,Viper Energy Inc,Tumbleweed-Q Royalties LLC,,113.4,,Completed,Viper Energy Inc
03-09-2024,VNOM,Viper Energy Inc,"MC TWR Royalties LP,MC TWR Intermediate LLC",,75.6,,Completed,Viper Energy Inc
03-09-2024,BMW.DE,Bayerische Motoren Werke AG,Wind energy unit/Aeromine Technologies Inc,Aeromine Technologies Inc,,,Completed,Bayerische Motoren Werke AG
03-09-2024,WFRD,Weatherford International PLC,Datagration LLC,,,,Completed,Weatherford International PLC
30-08-2024,FAIR.V,Fairchild Gold Corp,Goodsprings Exploration LLC,,0.5,,Completed,Fairchild Gold Corp
29-08-2024,OKE,ONEOK Inc,Medallion Midstream LLC,Global Infrastructure Management LLC,2600,,Completed,ONEOK Inc
27-08-2024,TPL,Texas Pacific Land Corp,2 oil & gas mineral interests/Permian Basin,,169,,Completed,Texas Pacific Land Corp
22-08-2024,LHA.DE,Deutsche Lufthansa AG,ETP Thermal Dynamics LLC,Campbell Holdings Group LLC,,,Completed,Deutsche Lufthansa AG
21-08-2024,EPD,Enterprise Products Partners LP,Pinon Midstream LLC,Black Bay Energy Capital LLC,950,,Completed,Enterprise Products Partners LP
20-08-2024,DEC,Diversified Energy Co PLC,Operated natural gas properties/Eastern Texas,,68,,Completed,Diversified Energy Co PLC
13-08-2024,NAHD,New Asia Holdings Inc,162 miles of Texas pipeline/Taylor Consulting,Taylor Consulting,,,Completed,New Asia Holdings Inc
13-08-2024,PGHN.SW,Partners Group Holding AG,Grid edge distributed energy resource management system/Sunverge Energy Inc,Sunverge Energy Inc,,,Completed,Partners Group Holding AG
12-08-2024,TOU.TO,Tourmaline Oil Corp,Crew Energy Inc,,881.67,5.25,Completed,Tourmaline Oil Corp
07-08-2024,DKL,Delek Logistics Partners LP,H2O Midstream LLC,EIV Capital Management Co LLC,230,,Completed,Delek Logistics Partners LP
07-08-2024,EMPPF,EMP Metals Corp,Hub City Lithium Corp,ROK Resources Inc,4.05,,Completed,EMP Metals Corp
06-08-2024,CEG,Constellation Energy Corp,Constellation South Texas LLC,,,,Completed,Constellation Energy Corp
06-08-2024,MPLX,MPLX LP,BANGL NGL pipeline/Permian,,,,Completed,MPLX LP
06-08-2024,ZEFI.NE,Zefiro Methane Corp,Plants & Goodwin Inc,,,,Completed,Zefiro Methane Corp
05-08-2024,CSLRW,Complete Solaria Inc,Blue Raven Solar LLC,SunPower Corp,45,,Completed,Complete Solaria Inc
01-08-2024,FOMA.SG,Fomento Economico Mexicano SAB de CV,Unnamed Target,Delek US Holdings Inc,385,,Completed,Fomento Economico Mexicano SAB de CV
01-08-2024,O9B.F,Enrg Elements Ltd,Lamont Lake Uranium Project/North Saskatchewan,,0.07,,Completed,Enrg Elements Ltd
30-07-2024,TTGXF,Trans Canada Gold Corp,4 additional multilateral wells/Canada,Canyon Park Owner LLC,,,Completed,Trans Canada Gold Corp
29-07-2024,PR,Permian Resources Corp,Certain Basin assets/Texas,Occidental Petroleum Corp,818,,Completed,Permian Resources Corp
29-07-2024,SD,SandRidge Energy Inc,Certain Assets,,144,,Completed,SandRidge Energy Inc
23-07-2024,FLS,Flowserve Corp,Intellectual Property & LNG Pumping Technology/NexGen Cryogenic Solutions Inc,Nexgen Cryogenic Solutions Inc,,,Completed,Flowserve Corp
22-07-2024,AROC,Archrock Inc,Total Operations & Production Services LLC,Apollo Global Management Inc,969.63,,Completed,Archrock Inc
22-07-2024,DOV,Dover Corp,Marshall Excelsior Co,Harbour Group Industries Inc,395,,Completed,Dover Corp
21-07-2024,WDS,Woodside Energy Group Ltd,Tellurian Inc,,1261.4,,Completed,Woodside Energy Group Ltd
17-07-2024,TBABY,Trelleborg AB,Baron Group Inc,,,,Completed,Trelleborg AB
15-07-2024,CSLRW,Complete Solaria Inc,Selected assets/Core Energy,Solgen Construction LLC,,,Completed,Complete Solaria Inc
11-07-2024,SPRQF,Sparq Systems Inc,Amplify Consulting Partners Inc,,,,Completed,Sparq Systems Inc
10-07-2024,HON,Honeywell International Inc,Liquefied natural gas process technology and equipment business/Allentown,Air Products and Chemicals Inc,1810,,Completed,Honeywell International Inc
10-07-2024,DEC,Diversified Energy Co PLC,Operated natural gas properties & related facilities/Texas,Crescent Pass Energy LLC,106,,Completed,Diversified Energy Co PLC
09-07-2024,SEI,Solaris Energy Infrastructure,Mobile Energy Rentals LLC,,198.63,,Completed,Solaris Energy Infrastructure
09-07-2024,UTL,Unitil Corp,Bangor Natural Gas Co,Hearthstone Utilities Inc,70.9,,Completed,Unitil Corp
08-07-2024,DVN,Devon Energy Corp,Williston Basin business/Grayson Mill Energy LLC,Grayson Mill Energy LLC,5000,,Completed,Devon Energy Corp
05-07-2024,301158.SZ,Dezhou United Petroleum Technology Co Ltd,IAE International Inc,,4.9,,Completed,Dezhou United Petroleum Technology Co Ltd
02-07-2024,CA89055A2039.SG,Topaz Energy Corp,Natural gas & condensate facility/Musreau,Whitecap Resources Inc,73.02,,Completed,Topaz Energy Corp
02-07-2024,PBA,Pembina Pipeline Corp,Kaybob complex/Whitecap Resources Inc,Whitecap Resources Inc,,,Completed,Pembina Pipeline Corp
30-06-2024,AMPS,Altus Power Inc,9.8 MW solar energy facilities/Massachusetts,,9.8,,Completed,Altus Power Inc
27-06-2024,GNRC,Generac Holdings Inc,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Sungrid Solutions Inc,,,Completed,Generac Holdings Inc
24-06-2024,AMPS,Altus Power Inc,8.5 MW solar array/New Jersey,,,,Completed,Altus Power Inc
20-06-2024,NXT,NEXTracker Inc,Ojjo Inc,"NGP Energy Capital Management LLC,Ajax Strategies LLC",119,,Completed,NEXTracker Inc
20-06-2024,HEX.L,Helix Exploration PLC,5600 acres helium deposits/Hill County,,0.24,,Completed,Helix Exploration PLC
12-06-2024,MTDR,Matador Resources Co,Ameredev Stateline II LLC,"Ameredev II Parent LLC,Ameredev Intermediate II LLC",1905,,Completed,Matador Resources Co
11-06-2024,CA00791P1071.SG,Advantage Energy Ltd,synergistic Charlie Lake & Montney assets/Canada,,323.38,,Completed,Advantage Energy Ltd
11-06-2024,1UJ0.F,Union Jack Oil PLC,Rogers Enhanced Oil Recovery Project & associated leases/Seminole,Reach Oil & Gas Co Inc,0.1,,Completed,Union Jack Oil PLC
10-06-2024,NE,Noble Corp PLC,Diamond Offshore Drilling Inc,,2171.27,12.19,Completed,Noble Corp PLC
05-06-2024,ANNAW,AleAnna Inc,AleAnna Energy LLC,,,,Completed,AleAnna Inc
03-06-2024,PUMP,ProPetro Holding Corp,Aqua Prop LLC,,24.88,,Completed,ProPetro Holding Corp
30-05-2024,KLTO,Klotho Neurosciences Inc,Strategic Asset Leasing Inc,,0,,Completed,Klotho Neurosciences Inc
28-05-2024,COP,ConocoPhillips,Marathon Oil Corp,,22921.61,5.22,Completed,ConocoPhillips
28-05-2024,ET,Energy Transfer LP,WTG Midstream LLC,Diamondback Energy Inc,3250,,Completed,Energy Transfer LP
22-05-2024,KMI,Kinder Morgan Inc,Oil & gas producing assets/US,,100,,Completed,Kinder Morgan Inc
21-05-2024,DFCO,Dalrada Financial Corp,IV Services LLC,,,,Completed,Dalrada Financial Corp
20-05-2024,PSX,Phillips 66,Pinnacle Midstream II LLC,Energy Spectrum Capital LP,566,,Completed,Phillips 66
19-05-2024,KEGX,Key Energy Services Inc,Well servicing division/Endeavor Energy Resources LP,Endeavor Energy Resources LP,,,Completed,Key Energy Services Inc
17-05-2024,IBE.VI,Iberdrola SA,Avangrid Inc,,2543.69,6.57,Completed,Iberdrola SA
16-05-2024,CRGY,Crescent Energy Co,SilverBow Resources Inc,,2025.54,4.52,Completed,Crescent Energy Co
15-05-2024,LEGY.V,Legacy Gold Mines Ltd,Baner gold project/Idaho,Champion Electric Metals Inc,0.95,,Completed,Legacy Gold Mines Ltd
13-05-2024,OKE,ONEOK Inc,Certain pipeline systems/Gulf Coast,Easton Energy LLC,280,,Completed,ONEOK Inc
09-05-2024,KNTK,Kinetik Holdings Inc,Durango Permian LLC,Morgan Stanley Energy Partners,315,,Completed,Kinetik Holdings Inc
07-05-2024,4YJ0.MU,Spartan Delta Corp,West shale basin/Alberta,,38.72,,Completed,Spartan Delta Corp
07-05-2024,MONI,Moon Equity Holdings Corp,Wikolo Inc,,,,Completed,Moon Equity Holdings Corp
03-05-2024,FDN.BE,EnerSys,Bren-Tronics Inc,,208,,Completed,EnerSys
30-04-2024,PWR,Quanta Services Inc,Sherman + Reilly Inc,Greenlee Textron Inc,,,Completed,Quanta Services Inc
29-04-2024,TMHC,Taylor Morrison Home Corp,Pyatt Builders LLC,,,,Completed,Taylor Morrison Home Corp
29-04-2024,MUSLF,Promino Nutritional Sciences I,Helios Helium Corp,,,,Completed,Promino Nutritional Sciences I
27-04-2024,STR,Sitio Royalties Corp,DJ Basin Partners LLC,,150,,Completed,Sitio Royalties Corp
26-04-2024,APO,Apollo Global Management Inc,US Silica Holdings Inc,,1850,4.32,Completed,Apollo Global Management Inc
18-04-2024,6E0.BE,Patria Investments Ltd,Certain Assets,Raizen SA,132.86,,Completed,Patria Investments Ltd
15-04-2024,EQNR,Equinor ASA,Non-operated natural gas assets/EQT Corp,EQT Corp,500,,Completed,Equinor ASA
09-04-2024,ROXIF,Caspian Sunrise PLC,CS Energy LLC,American Securities LLC,22.64,,Completed,Caspian Sunrise PLC
08-04-2024,ELEC.V,Electric Royalties Ltd,Barbara Li Project/Ontario,"1544230 Ontario Inc,Gravel Ridge Resources Ltd,MK Exploration Services Inc",1.75,,Completed,Electric Royalties Ltd
06-04-2024,WTRV,White River Energy Corp,Truuli Environmental Inc,,22.66,,Completed,White River Energy Corp
01-04-2024,AM,Antero Midstream Corp,Gathering & compression assets/Summit Midstream Partners LP,Summit Midstream Partners LP,70,,Completed,Antero Midstream Corp
01-04-2024,WTTR,Select Water Solutions Inc,Trinity Environmental Services LLC,,,,Completed,Select Water Solutions Inc
29-03-2024,LUV,Southwest Airlines Co,SAFFiRE Renewables LLC,,,,Completed,Southwest Airlines Co
22-03-2024,MPLX,MPLX LP,Summit Midstream Utica LLC,Summit Midstream Partners LP,625,,Completed,MPLX LP
22-03-2024,REPX,Riley Exploration Permian Inc,Upstream oil & gas assets/Eddy County,Contango Oil & Gas Co,20.5,,Completed,Riley Exploration Permian Inc
21-03-2024,5E8.F,Prospect Resources Ltd,Richwing Exploration Pty Ltd,Osino Resources Corp,0.75,,Completed,Prospect Resources Ltd
20-03-2024,SUUN,SolarBank Corp,Solar Flow-Through Funds Ltd,,17.24,,Completed,SolarBank Corp
20-03-2024,ENSV,Enservco Corp,Buckshot Trucking LLC,,5,,Completed,Enservco Corp
19-03-2024,DEC,Diversified Energy Co PLC,Certain assets/Oaktree Capital Management LP,Oaktree Capital Management LP,410,,Completed,Diversified Energy Co PLC
18-03-2024,INVX,Innovex International Inc,Innovex Downhole Solutions Inc,,739.4,7.13,Completed,Innovex International Inc
15-03-2024,CWEN,Clearway Energy Inc,200 MW solar facility/Kent County,Clearway Renew LLC,112,,Completed,Clearway Energy Inc
15-03-2024,UHAL,U-Haul Holding Co,"469 E. Spaulding Ave/Pueblo West,827 Village Circle/Pueblo",,,,Completed,U-Haul Holding Co
14-03-2024,S4O0.F,Source Energy Services Ltd,Sand Trucking Assets/RWR Trucking Inc,RWR Trucking Inc,,,Completed,Source Energy Services Ltd
12-03-2024,BLK,BlackRock Inc,38 solar energy & solar plus storage projects/Excelsior Energy Capital LP,Excelsior Energy Capital LP,,,Completed,BlackRock Inc
11-03-2024,EQT,EQT Corp,Equitrans Midstream Corp,,12880.88,12.38,Completed,EQT Corp
11-03-2024,ACA,Arcosa Inc,Ameron Pole Products LLC,NOV Inc,180,,Completed,Arcosa Inc
07-03-2024,DTI,Drilling Tools International Corp,Superior Drilling Products Inc,,32.2,9.02,Completed,Drilling Tools International Corp
05-03-2024,TALO,Talos Energy Inc,Quarternorth Energy Holding Inc,,,,Completed,Talos Energy Inc
01-03-2024,HA4.DU,HAL Trust,ALP Maritime Group BV,Altera Infrastructure LP,,,Completed,HAL Trust
29-02-2024,LUV,Southwest Airlines Co,LanzaJet Inc,,30,,Completed,Southwest Airlines Co
29-02-2024,7701.T,Shimadzu Corp,Microreactor business/Activated Research Co LLC,Activated Research Co LLC,,,Completed,Shimadzu Corp
27-02-2024,AESI,Atlas Energy Solutions Inc,"Permian Basin proppant production assets/Hi-Crush Inc,North American logistics operations/Hi-Crush Inc",Hi-Crush Inc,450,,Completed,Atlas Energy Solutions Inc
26-02-2024,DNN,Denison Mines Corp,MaxPERF Tool Systems/Penetrators Canada Inc,Tios AS,,,Completed,Denison Mines Corp
22-02-2024,EPD,Enterprise Products Partners LP,"Enterprise EF78 LLC,Whitethorn Pipeline Co LLC",Western Midstream Partners LP,375,,Completed,Enterprise Products Partners LP
21-02-2024,CHRD,Chord Energy Corp,Enerplus Corp,,3801.53,2.45,Completed,Chord Energy Corp
21-02-2024,WEC,WEC Energy Group Inc,Samson I solar energy center/Wisconsin,,28.1,,Completed,WEC Energy Group Inc
12-02-2024,FANG,Diamondback Energy Inc,Endeavor Energy Resources LP,,24997.05,,Completed,Diamondback Energy Inc
12-02-2024,BEPC,Brookfield Renewable Corp,Portfolio of 84 MW solar project/Illinois,,,,Completed,Brookfield Renewable Corp
10-02-2024,SHEL,Shell PLC,45 fuel & convenience store sites/New Mexico,Brewer Oil Co,,,Completed,Shell PLC
09-02-2024,VTLE,Vital Energy Inc,2nd producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",78,,Completed,Vital Energy Inc
09-02-2024,MGEE,MGE Energy Inc,723.2 mw natural gas project/Wisconsin,Alliant Energy Corp,,,Completed,MGE Energy Inc
06-02-2024,DNOW,DNOW Inc,Whitco Supply LLC,,185,,Completed,DNOW Inc
06-02-2024,NWN,Northwest Natural Holding Co,Truxton Canyon Water Co Inc,,,,Completed,Northwest Natural Holding Co
05-02-2024,AWK,American Water Works Co Inc,Appliance Service Plan/Consumers Energy,CMS Energy Corp,,,Completed,American Water Works Co Inc
02-02-2024,MGEE,MGE Energy Inc,4 MW solar hybrid project west riverside energy center/Wisconsin,Alliant Energy Corp,,,Completed,MGE Energy Inc
01-02-2024,BKH,Black Hills Corp,Renewable natural gas production facility/Dubuque,,,,Completed,Black Hills Corp
01-02-2024,WFRD,Weatherford International PLC,"Probe Technology Services Inc,Impact Selector International LLC",Turnbridge Capital LLC,,,Completed,Weatherford International PLC
31-01-2024,AMPS,Altus Power Inc,84 MWs of commercial scale solar arrays/US,Vitol Holding BV,118,,Completed,Altus Power Inc
30-01-2024,WTTR,Select Water Solutions Inc,"Tri-State Water Logistics LLC,Iron Mountain Energy LLC,Facilities & recycling capacity/Rockies Region",,90,,Completed,Select Water Solutions Inc
30-01-2024,NVAX,NOV Inc,Extract Production Services LLC,"White Deer Management LLC,Riata Capital Group (Fund: RCG Equity Fund II LP)",,,Completed,NOV Inc
25-01-2024,BP,BP PLC,Beacon Wind Holdings LLC,Equinor ASA,,,Completed,BP PLC
24-01-2024,ORSTED.CO,Orsted AS,"South Fork Wind/US,Revolution Wind/US,Sunrise Wind/US",Eversource Energy,625,,Completed,Orsted AS
24-01-2024,IHAI,Innovative Holdings Alliance Inc,Premergy Inc,,11.41,,Completed,Innovative Holdings Alliance Inc
22-01-2024,SUN,Sunoco LP,NuStar Energy LP,,6481.94,9.53,Completed,Sunoco LP
20-01-2024,FSLR,First Solar Inc,1.2 mln sq ft facility/Troy Township,,,,Completed,First Solar Inc
16-01-2024,TALO,Talos Energy Inc,QuarterNorth Energy Inc,,1312.46,,Completed,Talos Energy Inc
12-01-2024,PROP,Prairie Operating Co,Julesberg Basin/Denver,Nickel Road Operating LLC,84.5,,Completed,Prairie Operating Co
11-01-2024,EXE,Expand Energy Corp,Southwestern Energy Co,,11597.17,1.35,Completed,Expand Energy Corp
11-01-2024,SUN,Sunoco LP,Zenith Energy Netherlands BV,Zenith Energy Ltd,186.17,,Completed,Sunoco LP
11-01-2024,PROP,Prairie Operating Co,Denver Julesberg basin/Nickel Road Operating LLC,Nickel Road Operating LLC,84.5,,Completed,Prairie Operating Co
11-01-2024,NVAE.MU,Electricity Generating PCL,1304 MW power plants/US,,,,Completed,Electricity Generating PCL
07-01-2024,BRK-B,Berkshire Hathaway Inc,Pilot Travel Centers LLC,Pilot Corp,,,Completed,Berkshire Hathaway Inc
04-01-2024,APA,APA Corp,Callon Petroleum Co,,4454.48,2.04,Completed,APA Corp
03-01-2024,PPP.V,Prospector Metals Corp,Mike Lake properties/Troilus Gold Corp,Troilus Gold Corp,0.29,,Completed,Prospector Metals Corp
01-01-2024,CRC,California Resources Corp,Aera Energy LLC,"Canada Pension Plan Investment Board,IKAV Invest Sarl",1109.92,,Completed,California Resources Corp
28-12-2023,HGHAF,High Arctic Energy Services Inc,Delta Rental Services Ltd,,7,,Completed,High Arctic Energy Services Inc
28-12-2023,NFE,New Fortress Energy Inc,1.6 GW Capacity Reserve Contract,Ceiba Energy LLC,,,Completed,New Fortress Energy Inc
22-12-2023,VTLE,Vital Energy Inc,Producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",55,,Completed,Vital Energy Inc
22-12-2023,9158.T,CUC Inc,CUC Podiatry Holdings LLC,"Albaron Acquisition II LP,Albaron Acquisition II B LP,GLFA Founder Holdings Inc,Foot & Ankle Management LLC",,,Completed,CUC Inc
20-12-2023,CPK,Chesapeake Utilities Corp,Propane Operating Assets/Jt Lee & Sons Inc,JT Lee & Sons Inc,3.9,,Completed,Chesapeake Utilities Corp
19-12-2023,KGS,Kodiak Gas Services Inc,CSI Compressco LP,,842.51,7.45,Completed,Kodiak Gas Services Inc
16-12-2023,TKGSY,Tokyo Gas Co Ltd,Rockcliff Energy II LLC,Rockcliff Intermediate Holdings LLC,2700,,Completed,Tokyo Gas Co Ltd
15-12-2023,CDLR,Cadeler A/S,Eneti Inc,,59.81,5.51,Completed,Cadeler A/S
15-12-2023,FOMI,Formation Minerals Inc,Verde Bio Holdings Inc,,,,Completed,Formation Minerals Inc
15-12-2023,EEENF,88 Energy Ltd,Oil & Gas Production assets/Texas,,,,Completed,88 Energy Ltd
14-12-2023,SHEL,Shell PLC,Kaikias field/US Gulf of Mexico,Mitsui & Co Ltd,,,Completed,Shell PLC
11-12-2023,OXY,Occidental Petroleum Corp,CrownRock LP,"Lime Rock Partners LLC,Crownquest Operating LLC",12000,,Completed,Occidental Petroleum Corp
11-12-2023,WCN,Waste Connections Inc,29 facilities/Secure Energy Services Inc,Secure Waste Infrastructure Co,791.74,,Completed,Waste Connections Inc
08-12-2023,BYSD,Bayside Corp,ONECARD Global LLC,,,,Completed,Bayside Corp
07-12-2023,ARRY,Array Technologies Inc,Litigation Solutions Inc,,,,Completed,Array Technologies Inc
05-12-2023,3PS.F,Pason Systems Inc,Intelligent Wellhead Systems Inc,,131.45,,Completed,Pason Systems Inc
05-12-2023,SUUN,SolarBank Corp,US1 Project & VC1 Project/New York,,,,Completed,SolarBank Corp
04-12-2023,PUMP,ProPetro Holding Corp,PAR Five Energy Services LLC,,25.4,,Completed,ProPetro Holding Corp
01-12-2023,SRS.CN,Sorrento Resources Ltd,Wing Pond property/Canada,,0.27,,Completed,Sorrento Resources Ltd
30-11-2023,BP,BP PLC,Lightsource BP,,504.8,,Completed,BP PLC
29-11-2023,P4JC.F,ADM Energy PLC,OFX Technologies LLC,,0.78,,Completed,ADM Energy PLC
27-11-2023,U96.SI,Sembcorp Industries Ltd,Unnamed Target,Leap Green Energy Pvt Ltd,52.31,,Completed,Sembcorp Industries Ltd
27-11-2023,0IUS.L,Genie Energy Ltd,Portfolio of 9.4 MW Solar Projects/Ohio,,,,Completed,Genie Energy Ltd
21-11-2023,NOG,Northern Oil and Gas Inc,Core non operated properties/Northern Delaware,,162.6,,Completed,Northern Oil and Gas Inc
21-11-2023,PTOS,P2 Solar Inc,Futricity Solar Inc,,,,Completed,P2 Solar Inc
21-11-2023,CPX.TO,Capital Power Corp,CXA La Paloma LLC,,,,Completed,Capital Power Corp
15-11-2023,PED,PEDEVCO Corp,Core Marcellus Shale natural gas mineral & royalty assets/Pennsylvania,,54,,Completed,PEDEVCO Corp
15-11-2023,BEPC,Brookfield Renewable Corp,Portfolio of 12 MW community solar project,New Leaf Energy Inc,,,Completed,Brookfield Renewable Corp
13-11-2023,MNR,Mach Natural Resources LP,Oil & gas properties/Oklahoma,Paloma Partners IV LLC,815,,Completed,Mach Natural Resources LP
13-11-2023,AZG2.F,Acacia Research Corp,Benchmark Energy LLC,,,,Completed,Acacia Research Corp
06-11-2023,VRN,Veren Inc,Hammerhead Energy Inc,,1710.59,,Completed,Veren Inc
03-11-2023,ENB,Enbridge Inc,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Morrow Renewables LLC,1200,,Completed,Enbridge Inc
03-11-2023,FET,Forum Energy Technologies Inc,Variperm Energy Services Inc,,155.28,,Completed,Forum Energy Technologies Inc
03-11-2023,TRRVF,TerraVest Industries Inc,LV Energy Services Ltd,,18.28,,Completed,TerraVest Industries Inc
02-11-2023,TAC,TransAlta Corp,Heartland Generation Ltd,Energy Capital Partners LLC,478.43,,Completed,TransAlta Corp
02-11-2023,SUUN,SolarBank Corp,2.5 MW solar projects/Ontario,,,,Completed,SolarBank Corp
02-11-2023,COP,ConocoPhillips,Torys LLP,,,,Completed,ConocoPhillips
01-11-2023,RELIANCE.NS,Reliance Industries Ltd,Walt Disney Co India Pvt Ltd/The,Walt Disney Co/The,8500,,Completed,Reliance Industries Ltd
01-11-2023,BIP,Brookfield Infrastructure Partners LP,Portfolio of 2 Data centres/Silicon Valley,Digital Core REIT Management Pte Ltd,160.2,,Completed,Brookfield Infrastructure Partners LP
31-10-2023,PNE.TO,Pine Cliff Energy Ltd,Certus Oil & Gas Inc,,99.61,,Completed,Pine Cliff Energy Ltd
28-10-2023,AON,Aon PLC,Karl Koellner GmbH Versicherungsmakler,,,,Completed,Aon PLC
26-10-2023,KYSEY,Kyushu Electric Power Co Inc,Portfolio of 400 MW utility scale solar power plants/USA,Enfinity Global Inc,,,Completed,Kyushu Electric Power Co Inc
24-10-2023,POWERINDIA.NS,Hitachi Energy India Ltd,EKS Energy LLC,Powin LLC,,,Completed,Hitachi Energy India Ltd
23-10-2023,BIP,Brookfield Infrastructure Partners LP,Data centers/Cyxtera Technologies Inc,Cyxtera Technologies Inc,775,,Completed,Brookfield Infrastructure Partners LP
23-10-2023,ORA,Ormat Technologies Inc,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Enel SpA,271,,Completed,Ormat Technologies Inc
19-10-2023,SING,Singlepoint Inc,Box Pure Air LLC,,,,Completed,Singlepoint Inc
19-10-2023,BLFR,BlueFire Equipment Corp,Screaming Eagle Partners LLC,,,,Completed,BlueFire Equipment Corp
18-10-2023,JAMGF,Tuktu Resources Ltd,Certain oil assets/Alberta,,2.19,,Completed,Tuktu Resources Ltd
18-10-2023,TPET,Trio Petroleum Corp,McCool Ranch Oil Field/Monterey County,,,,Completed,Trio Petroleum Corp
16-10-2023,TOU.TO,Tourmaline Oil Corp,Bonavista Energy Corp,,1065.6,,Completed,Tourmaline Oil Corp
16-10-2023,SQRLE.XD,Squirrel Media SA,210 new stores/United States,,,,Completed,Squirrel Media SA
13-10-2023,HLX,Helix Energy Solutions Group Inc,Plugging & Abandonment Business/QuarterNorth Energy LLC,QuarterNorth Energy LLC,,,Completed,Helix Energy Solutions Group Inc
11-10-2023,XOM,Exxon Mobil Corp,Pioneer Natural Resources Co,,67995.45,5.39,Completed,Exxon Mobil Corp
10-10-2023,CPX.TO,Capital Power Corp,Frederickson 1 Generating Station/Pierce County,Atlantic Power & Infrastructur,100,,Completed,Capital Power Corp
09-10-2023,VTS,Vitesse Energy Inc,Williston Basin/North Dakota,,,,Completed,Vitesse Energy Inc
05-10-2023,XIFR,XPLR Infrastructure LP,South Texas Midstream LLC,,,,Completed,XPLR Infrastructure LP
05-10-2023,HOSXF,Haci Omer Sabanci Holding AS,Oriana Solar LLC,,,,Completed,Haci Omer Sabanci Holding AS
04-10-2023,CIVI,Civitas Resources Inc,Oil producing assets/Midland Basin,Vencer Energy LLC,2135.7,,Completed,Civitas Resources Inc
04-10-2023,PM7.F,Revolve Renewable Power Corp,WindRiver Power Corp,,3.53,,Completed,Revolve Renewable Power Corp
04-10-2023,CJ.TO,Cardinal Energy Ltd,Certain Assets,,,,Completed,Cardinal Energy Ltd
27-09-2023,CPK,Chesapeake Utilities Corp,Florida City Gas Co,NextEra Energy Inc,923,,Completed,Chesapeake Utilities Corp
26-09-2023,CPK,Chesapeake Utilities Corp,Pivotal Utility Holdings Inc,Florida Power & Light Co,923.4,,Completed,Chesapeake Utilities Corp
21-09-2023,MAXN,Maxeon Solar Technologies Ltd,Sales channel assets & shingled solar panel ip/Solaria Corp,Solaria Corp,,,Completed,Maxeon Solar Technologies Ltd
20-09-2023,CMC.V,Cielo Waste Solutions Corp,Certain Assets,Expander Energy Inc,,,Completed,Cielo Waste Solutions Corp
18-09-2023,GPRE,Green Plains Inc,Green Plains Partners LP,,280.01,7.03,Completed,Green Plains Inc
14-09-2023,G4P0.F,Lycos Energy Inc,Durham Creek Exploration Ltd,,,,Completed,Lycos Energy Inc
14-09-2023,CVX,Chevron Corp,ACES Delta project/Central,,,,Completed,Chevron Corp
13-09-2023,KRP,Kimbell Royalty Partners LP,Cherry Creek Minerals LLC,LongPoint Minerals II LLC,455,,Completed,Kimbell Royalty Partners LP
12-09-2023,FTV,Fortive Corp,Solmetric Corp,Vivint Solar Inc,,,Completed,Fortive Corp
12-09-2023,CVX,Chevron Corp,Magnum Development LLC,NGL Energy Partners LP,,,Completed,Chevron Corp
11-09-2023,ENSV,Enservco Corp,Rapid Hot Flow LLC,,,,Completed,Enservco Corp
08-09-2023,INDIGRID.BO,IndiGrid Infrastructure Trust,Virescent Infrastructure Investment Manager Pvt Ltd,,,,Completed,IndiGrid Infrastructure Trust
07-09-2023,CA74022D4075.SG,Precision Drilling Corp,CWC Energy Services Corp,,101.94,2.05,Completed,Precision Drilling Corp
07-09-2023,TS,Tenaris SA,Pipe processing facility/Republic Tube LLC,Republic Tube LLC,,,Completed,Tenaris SA
06-09-2023,ENB,Enbridge Inc,Wexpro Co,Dominion Energy Inc,4300,,Completed,Enbridge Inc
06-09-2023,ENB,Enbridge Inc,Public Service Co of North Carolina Inc,Dominion Energy Inc,3200,13.54,Completed,Enbridge Inc
06-09-2023,ENB,Enbridge Inc,Questar Gas Co,Dominion Energy Inc,,,Completed,Enbridge Inc
05-09-2023,ENB,Enbridge Inc,East Ohio Gas Co/The,Dominion Energy Inc,6600,,Completed,Enbridge Inc
05-09-2023,WES,Western Midstream Partners LP,Meritage Midstream Services II LLC,Riverstone Holdings LLC,885,,Completed,Western Midstream Partners LP
01-09-2023,DMLP,Dorchester Minerals LP,3355 acres mineral interest/Texas,,,,Completed,Dorchester Minerals LP
29-08-2023,ZCL.SG,Zenith Energy Ltd,Leopard Energy Inc,,0.4,,Completed,Zenith Energy Ltd
