Ticker,Acquirer Name,Announce Date,Market_Cap_mil,Debt_to_Equity,ROA_percent,Status
GEGI,Genesis Electronics Group Inc,26-10-2022,7.16,,-6.04,Success
CP4.F,ALS Ltd,25-10-2022,3021.36,,,Success
PARR,Par Pacific Holdings Inc,21-10-2022,1286.9,,,Success
PPP.V,Prospector Metals Corp,18-10-2022,30.43,,-8.06,Success
D,Dominion Energy Inc,18-10-2022,49972.0,,-0.07,Success
BP,BP PLC,17-10-2022,70319.96,,-0.69,Success
FANG,Diamondback Energy Inc,12-10-2022,36563.48,,1.6,Success
ALCE,Alternus Clean Energy Inc,12-10-2022,2321.57,,-5.49,Success
NOG,Northern Oil and Gas Inc,11-10-2022,2681.45,,1.28,Success
CH.V,Charbone Hydrogen Corp,11-10-2022,28.13,,-13.98,Success
APSI,Aqua Power Systems Inc,07-10-2022,4.44,,,Success
CU.TO,Canadian Utilities Ltd,05-10-2022,6467.53,,0.69,Success
CSLRW,Complete Solaria Inc,03-10-2022,,,-72.23,Success
RWE.DE,RWE AG,02-10-2022,,,1.18,Success
ROK.V,ROK Resources Inc,01-10-2022,,,6.08,Success
TPC.V,Tenth Avenue Petroleum Corp,01-10-2022,,,-4.21,Success
NOA,North American Construction Group Ltd,01-10-2022,,,0.82,Success
NOG,Northern Oil and Gas Inc,30-09-2022,2465.56,,1.28,Success
DTM,DT Midstream Inc,29-09-2022,4767.69,,0.73,Success
DTM,DT Midstream Inc,29-09-2022,4767.69,,0.73,Success
BN,Brookfield Corp,29-09-2022,48752.31,,0.01,Success
ENB,Enbridge Inc,29-09-2022,71682.0,,0.27,Success
AMPS,Altus Power Inc,27-09-2022,2224.0,,0.79,Success
EMPPF,EMP Metals Corp,27-09-2022,36.41,,-3.84,Success
KNTK,Kinetik Holdings Inc,27-09-2022,1560.64,,1.22,Success
AMPS,Altus Power Inc,27-09-2022,2224.0,,0.79,Success
KO32.SG,Beijing Gas Blue Sky Holdings Ltd,26-09-2022,,,,Success
ETR,Entergy Corp,23-09-2022,20165.71,,0.44,Success
TALO,Talos Energy Inc,22-09-2022,3163.65,,-1.04,Success
APEOF,Coloured Ties Capital Inc,22-09-2022,5.17,,44.69,Success
LTHM.CN,Champion Electric Metals Inc,19-09-2022,,,-594.13,Success
BERI,Blue Earth Resources Inc,19-09-2022,14.31,,,Success
BCMRF,BCM Resources Corp,15-09-2022,18.51,,-0.78,Success
BLFR,BlueFire Equipment Corp,15-09-2022,1.84,,,Success
JXHLY,ENEOS Holdings Inc,14-09-2022,9819.92,,0.8,Success
VD5N.SG,Zephyr Energy PLC,14-09-2022,,,,Success
AM,Antero Midstream Corp,13-09-2022,4011.15,,1.93,Success
TVE.TO,Tamarack Valley Energy Ltd,12-09-2022,1862.75,,0.16,Success
ARKO,Arko Corp,12-09-2022,1157.1,,-0.06,Success
BP,BP PLC,12-09-2022,74126.65,,-0.69,Success
SPRU,Spruce Power Holding Corp,09-09-2022,174.12,,-6.63,Success
EQT,EQT Corp,07-09-2022,26382.54,,1.05,Success
932.F,STEP Energy Services Ltd,01-09-2022,350.58,,-0.82,Success
OF6B.BE,Prospera Energy Inc,01-09-2022,,,-2.08,Success
NW7.MU,Northwest Pipe Co,30-08-2022,,,1.71,Success
OODH,Orion Diversified Holding Co Inc,26-08-2022,0.2,,,Success
WOEN,Wolf Energy Services Inc,24-08-2022,,,-63.47,Success
AMEN,AMEN Properties Inc,23-08-2022,20.93,,,Success
PEV,Phoenix Motor Inc,22-08-2022,143.19,,-8.7,Success
ABM,ABM Industries Inc,18-08-2022,2869.61,,-0.23,Success
ENB,Enbridge Inc,18-08-2022,82386.76,,0.27,Success
0Q8.SG,Columbus Energy SA,18-08-2022,,,,Success
GMX.TO,Globex Mining Enterprises Inc,18-08-2022,52.73,,-1.56,Success
NOG,Northern Oil and Gas Inc,17-08-2022,2606.87,,1.28,Success
MERG.V,Metal Energy Corp,17-08-2022,8.3,,-14.23,Success
BKR,Baker Hughes Co,15-08-2022,23560.5,,3.07,Success
VGASW,Verde Clean Fuels Inc,15-08-2022,,,-3.0,Success
NXMR,NextMart Inc,12-08-2022,6.62,,,Success
KMI,Kinder Morgan Inc,11-08-2022,35622.56,,0.93,Success
WG.L,John Wood Group PLC,11-08-2022,107316.57,,,Success
DVN,Devon Energy Corp,09-08-2022,33341.14,,2.1,Success
APA,APA Corp,09-08-2022,11068.99,,1.83,Success
EVRG,Evergy Inc,09-08-2022,14349.23,,0.24,Success
ACDXF,American Copper Development Co,09-08-2022,,,-0.77,Success
EVRG,Evergy Inc,09-08-2022,14349.23,,0.24,Success
NPI.TO,Northland Power Inc,09-08-2022,9962.98,,0.94,Success
ET,Energy Transfer LP,04-08-2022,30147.96,,0.86,Success
ARIS,Aris Water Solution Inc,04-08-2022,504.88,,0.53,Success
SDI.V,Stampede Drilling Inc,04-08-2022,71.28,,1.41,Success
BWA,BorgWarner Inc,03-08-2022,7347.13,,-2.89,Success
AEP,American Electric Power Co Inc,03-08-2022,47746.14,,0.64,Success
2222.SR,Saudi Arabian Oil Co,01-08-2022,8096186.54,,3.99,Success
PBF,PBF Energy Inc,28-07-2022,3396.12,,-2.28,Success
17J.F,Journey Energy Inc,28-07-2022,250.98,,0.1,Success
DEC,Diversified Energy Co PLC,27-07-2022,,,,Success
TOU.TO,Tourmaline Oil Corp,27-07-2022,21999.13,,1.75,Success
DEC,Diversified Energy Co PLC,27-07-2022,,,,Success
PCQRF,Petrolympic Ltd,26-07-2022,8.33,,-101.2,Success
SHEL,Shell PLC,25-07-2022,135264.59,,1.09,Success
APEOF,Coloured Ties Capital Inc,25-07-2022,4.2,,44.69,Success
MJHI,MJ Harvest Inc,22-07-2022,,,,Success
OF6B.BE,Prospera Energy Inc,21-07-2022,,,-2.08,Success
BLK,BlackRock Inc,20-07-2022,92218.81,,1.2,Success
KMI,Kinder Morgan Inc,19-07-2022,32658.66,,0.93,Success
CA74022D4075.SG,Precision Drilling Corp,18-07-2022,,,,Success
EGY,VAALCO Energy Inc,14-07-2022,478.2,,1.17,Success
EVGIF,EverGen Infrastructure Corp,14-07-2022,30.14,,-0.52,Success
SOLI.L,Solid State PLC,12-07-2022,11698.12,,,Success
PGHN.SW,Partners Group Holding AG,11-07-2022,21452.77,,,Success
AGYP,Allied Energy Corp,09-07-2022,,,,Success
EQNR,Equinor ASA,09-07-2022,,,1.69,Success
TRRVF,TerraVest Industries Inc,07-07-2022,323.54,,3.18,Success
POR,General Electric Co,07-07-2022,4798.35,,0.3,Success
ALA.TO,AltaGas Ltd,06-07-2022,7257.39,,0.06,Success
TGC0.F,TGS ASA,06-07-2022,2147.92,,0.94,Success
REI,Ring Energy Inc,05-07-2022,507.38,,2.42,Success
NNI,Nelnet Inc,05-07-2022,2143.43,,0.46,Success
ACX.TO,ACT Energy Technologies Ltd,04-07-2022,161.13,,5.91,Success
VIRI.PA,Viridien,04-07-2022,599.97,,-0.35,Success
AEPT,American Energy Partners Inc,01-07-2022,60.23,,,Success
NXMR,NextMart Inc,01-07-2022,4.75,,,Success
CLCO,Cool Co Ltd,01-07-2022,,,0.39,Success
GEBRF,Greenbriar Sustainable Living,30-06-2022,40.8,,-4.11,Success
USEG,US Energy Corp,30-06-2022,116.69,,-3.51,Success
WCP.TO,Whitecap Resources Inc,29-06-2022,4530.12,,2.35,Success
SHLF.OL,Shelf Drilling Ltd,23-06-2022,4168.92,,3.13,Success
ACX.TO,ACT Energy Technologies Ltd,23-06-2022,146.48,,5.91,Success
URM.CN,First American Uranium Inc,23-06-2022,2.92,,-4.85,Success
ACDC,ProFrac Holding Corp,21-06-2022,3441.56,,-1.44,Success
ACDC,ProFrac Holding Corp,21-06-2022,3441.56,,-1.44,Success
SING,Singlepoint Inc,21-06-2022,,,-30.61,Success
ACX.TO,ACT Energy Technologies Ltd,20-06-2022,163.57,,5.91,Success
TRGP,Targa Resources Corp,17-06-2022,12457.58,,1.54,Success
FTCI,FTC Solar Inc,15-06-2022,638.83,,-16.75,Success
DVN,Devon Energy Corp,09-06-2022,43246.35,,2.1,Success
NOG,Northern Oil and Gas Inc,08-06-2022,3208.02,,1.28,Success
CLIC.V,Comet Lithium Corp,08-06-2022,8.32,,0.69,Success
MYE,Myers Industries Inc,01-06-2022,851.12,,-1.2,Success
GTGEF,G2 Energy Corp,01-06-2022,14.39,,-8.75,Success
SU,Suncor Energy Inc,31-05-2022,44634.01,,0.91,Success
VM3.F,Vulcan Minerals Inc,31-05-2022,28.19,,-1.17,Success
PROP,Prairie Operating Co,31-05-2022,456.26,,-10.66,Success
FF,FutureFuel Corp,26-05-2022,199.55,,-0.47,Success
PPP.V,Prospector Metals Corp,25-05-2022,76.07,,-8.06,Success
9CI0.MU,Cosan SA,24-05-2022,,,0.2,Success
0AW.F,Air Water Inc,20-05-2022,-18184.95,,1.09,Success
PR,Permian Resources Corp,19-05-2022,4490.86,,1.28,Success
AMNI,American Noble Gas Inc,19-05-2022,10.83,,-19.2,Success
HLX,Helix Energy Solutions Group Inc,17-05-2022,656.57,,0.77,Success
FANG,Diamondback Energy Inc,16-05-2022,33228.01,,1.6,Success
DEC,Diversified Energy Co PLC,16-05-2022,,,,Success
FOBIF,FOBI AI INC,13-05-2022,96.37,,-27.29,Success
AMPX,Amprius Technologies Inc,12-05-2022,,,-10.41,Success
SU.PA,Schneider Electric SE,11-05-2022,67556.04,,,Success
CNRC,Cunningham Natural Resources C,06-05-2022,159.15,,,Success
CAT,Caterpillar Inc,05-05-2022,97829.06,,3.18,Success
RBRXF,Rhino Biotech Ltd,04-05-2022,0.58,,,Success
USEG,US Energy Corp,03-05-2022,131.53,,-3.51,Success
SING,Singlepoint Inc,03-05-2022,,,-30.61,Success
RDUS,Radius Recycling Inc,03-05-2022,1135.78,,-2.46,Success
ARGYF,Avanti Helium Corp,03-05-2022,124.32,,-3.95,Success
HPK,HighPeak Energy Inc,28-04-2022,3730.6,,1.63,Success
CHX,ChampionX Corp,27-04-2022,3931.28,,2.39,Success
ST,Sensata Technologies Holding PLC,26-04-2022,6554.04,,-0.34,Success
DEC,Diversified Energy Co PLC,26-04-2022,,,,Success
TVE.TO,Tamarack Valley Energy Ltd,21-04-2022,2367.08,,0.16,Success
SDI.V,Stampede Drilling Inc,21-04-2022,72.31,,1.41,Success
BKR,Baker Hughes Co,20-04-2022,32496.33,,3.07,Success
6W8.F,Empire Petroleum Corp,20-04-2022,,,-3.0,Success
ALE,ALLETE Inc,19-04-2022,3225.0,,0.75,Success
2AH.F,Viva Energy Group Ltd,13-04-2022,2140.27,,,Success
DKL,Delek Logistics Partners LP,11-04-2022,1964.88,,1.73,Success
SUN,Sunoco LP,11-04-2022,4621.93,,0.72,Success
ENGI.PA,Engie SA,07-04-2022,21587.04,,,Success
FITSF,Koios Beverage Corp,06-04-2022,60.52,,907.64,Success
HPK,HighPeak Energy Inc,04-04-2022,2816.91,,1.63,Success
AMTX,Aemetis Inc,04-04-2022,654.24,,-7.25,Success
CAVR,CAVU Resources Inc,04-04-2022,24.77,,,Success
FCPT,Four Corners Property Trust Inc,31-03-2022,2332.75,,0.99,Success
MERG.V,Metal Energy Corp,29-03-2022,16.0,,-14.23,Success
VET.TO,Vermilion Energy Inc,28-03-2022,3941.38,,0.85,Success
USDP,USD Partners LP,28-03-2022,176.63,,-2.68,Success
5HV0.F,Ameriwest Lithium Inc,28-03-2022,63.48,,9.31,Success
8SW.F,Archer Ltd,28-03-2022,291.57,,0.27,Success
17J.F,Journey Energy Inc,24-03-2022,285.88,,0.1,Success
BRWXF,Brunswick Exploration Inc,22-03-2022,52.09,,-19.81,Success
SSOF,Sixty Six Oilfield Services Inc,22-03-2022,4.1,,,Success
SSOF,Sixty Six Oilfield Services Inc,22-03-2022,4.1,,,Success
ROAD,Construction Partners Inc,18-03-2022,1206.01,,-0.12,Success
TRGP,Targa Resources Corp,17-03-2022,13826.59,,1.54,Success
N4T.F,Polaris Renewable Energy Inc,17-03-2022,200.52,,-0.42,Success
OODH,Orion Diversified Holding Co Inc,16-03-2022,0.24,,,Success
ENPH,Enphase Energy Inc,15-03-2022,21810.03,,1.91,Success
OEWA.MU,Verbund AG,09-03-2022,,,2.53,Success
SND,Smart Sand Inc,08-03-2022,180.26,,-0.03,Success
CHRD,Chord Energy Corp,07-03-2022,6389.3,,1.62,Success
SRCAF,Stria Lithium Inc,05-03-2022,,,31.39,Success
INE.TO,Innergex Renewable Energy Inc,05-03-2022,,,0.31,Success
PWWRF,Cleantech Power Corp,04-03-2022,,,,Success
PPP.V,Prospector Metals Corp,04-03-2022,121.72,,-8.06,Success
ALE,ALLETE Inc,03-03-2022,3238.65,,0.75,Success
NXXT,NextNRG Inc,03-03-2022,2787.08,,13.27,Success
BRZV,Fitvia Corp,03-03-2022,22.45,,,Success
PRQ.TO,Petrus Resources Ltd,02-03-2022,167.0,,1.26,Success
3RL.F,Alarm.com Holdings Inc,01-03-2022,2894.41,,1.49,Success
CVX,Chevron Corp,28-02-2022,225602.78,,1.26,Success
TGRO,Tiger Oil and Energy Inc,28-02-2022,5.93,,,Success
SEPL.L,SEPLAT Energy PLC,25-02-2022,44311.74,,1.23,Success
NVAX,NOV Inc,25-02-2022,13129.7,,-7.08,Success
E,Eni SpA,24-02-2022,37402.5,,0.37,Success
BEEM,Beam Global,23-02-2022,173.0,,1.93,Success
SLTFF,Pegasus Resources Inc,23-02-2022,8.89,,-16.46,Success
MTDR,Matador Resources Co,22-02-2022,5220.79,,1.98,Success
VSOLF,Three Sixty Solar Ltd,16-02-2022,29.99,,-78.63,Success
HNRG,Hallador Energy Co,16-02-2022,138.51,,0.27,Success
HYTNF,HYTN Innovations Inc,16-02-2022,,,-236.27,Success
CRGY,Crescent Energy Co,15-02-2022,2300.49,,-1.29,Success
EEENF,88 Energy Ltd,14-02-2022,903.31,,,Success
ACX.TO,ACT Energy Technologies Ltd,11-02-2022,136.72,,5.91,Success
GQN2.F,GDI Integrated Facility Services Inc,10-02-2022,575.29,,0.53,Success
EPM,Evolution Petroleum Corp,09-02-2022,160.01,,-1.14,Success
NXMR,NextMart Inc,09-02-2022,16.56,,,Success
PM7.F,Revolve Renewable Power Corp,08-02-2022,,,-6.08,Success
VMXX.V,Valhalla Metals Inc,08-02-2022,,,-13.31,Success
EDGM,EdgeMode Inc,08-02-2022,,,-17763.4,Success
PED,PEDEVCO Corp,07-02-2022,112.76,,2.55,Success
R6B.F,Guardian Exploration Inc,05-02-2022,,,-16.51,Success
ROK.V,ROK Resources Inc,04-02-2022,46.15,,6.08,Success
17J.F,Journey Energy Inc,02-02-2022,199.98,,0.1,Success
CIVI,Civitas Resources Inc,01-02-2022,3833.23,,1.01,Success
MKGP,Maverick Energy Group Ltd,01-02-2022,32.72,,,Success
TNTLF,Tantalus Systems Holding Inc,01-02-2022,78.32,,-0.97,Success
ABBN.SW,ABB Ltd,27-01-2022,52994.7,,2.35,Success
EXE,Expand Energy Corp,25-01-2022,13080.46,,-1.43,Success
7EX.F,Enerflex Ltd,24-01-2022,535.23,,1.02,Success
EPM,Evolution Petroleum Corp,20-01-2022,150.35,,-1.14,Success
HUT,Hut 8 Corp,20-01-2022,2918.09,,0.06,Success
CHRB,Charah Solutions Inc,20-01-2022,,,,Success
PLUG,Plug Power Inc,19-01-2022,19607.33,,-4.47,Success
ALTO,Alto Ingredients Inc,18-01-2022,400.09,,-0.58,Success
0QIK.L,Quest Holdings SA,17-01-2022,,,,Success
DUK,Duke Energy Corp,13-01-2022,70954.67,,0.65,Success
LOMEF,Lithium One Metals Inc,12-01-2022,,,-0.98,Success
EPD,Enterprise Products Partners LP,10-01-2022,40265.94,,1.89,Success
RELIANCE.NS,Reliance Industries Ltd,09-01-2022,,,1.02,Success
SASY.CN,Sassy Gold Corp,06-01-2022,36.34,,-6.83,Success
IDVV,International Endeavors Corp,05-01-2022,20.81,,-2.39,Success
UGI,UGI Corp,04-01-2022,8420.85,,2.43,Success
FELE,Franklin Electric Co Inc,04-01-2022,4193.9,,1.85,Success
AEPT,American Energy Partners Inc,03-01-2022,37.92,,,Success
GRMN,Garmin Ltd,03-01-2022,23864.62,,4.52,Success
REP.MU,Repsol SA,30-12-2021,,,0.21,Success
INE.TO,Innergex Renewable Energy Inc,29-12-2021,3198.1,,0.31,Success
CIPI,Correlate Energy Corp,29-12-2021,67.32,,-43.54,Success
FCPT,Four Corners Property Trust Inc,23-12-2021,2415.81,,0.99,Success
DORL.TA,Doral Group Renewable Energy Resources Ltd,22-12-2021,240358.06,,2.07,Success
PNE.TO,Pine Cliff Energy Ltd,21-12-2021,182.34,,-1.57,Success
OODH,Orion Diversified Holding Co Inc,21-12-2021,0.12,,,Success
ENPH,Enphase Energy Inc,21-12-2021,25037.02,,1.91,Success
IGN1L.VS,AB Ignitis Grupe,21-12-2021,1239.43,,1.09,Success
BP,BP PLC,20-12-2021,57266.08,,-0.69,Success
ATD.TO,Alimentation Couche-Tard Inc,20-12-2021,44594.11,,1.91,Success
GTII,Global Tech Industries Group Inc,19-12-2021,,,-1400.38,Success
BOOM,DMC Global Inc,17-12-2021,781.13,,-0.11,Success
XEB.SG,Sojitz Corp,17-12-2021,,,,Success
ATD.TO,Alimentation Couche-Tard Inc,17-12-2021,44196.94,,1.91,Success
STEM,Stem Inc,16-12-2021,2960.5,,-27.57,Success
ULBI,Ultralife Corp,16-12-2021,90.78,,0.15,Success
ULBI,Ultralife Corp,16-12-2021,90.78,,0.15,Success
CPK,Chesapeake Utilities Corp,16-12-2021,3041.19,,1.02,Success
HELI.V,First Helium Inc,16-12-2021,51.34,,-3.15,Success
TVE.TO,Tamarack Valley Energy Ltd,15-12-2021,1610.07,,0.16,Success
GTLS,Chart Industries Inc,14-12-2021,6735.04,,0.73,Success
ULBI,Ultralife Corp,14-12-2021,88.12,,0.15,Success
SHEL,Shell PLC,14-12-2021,114040.31,,1.09,Success
WTTR,Select Water Solutions Inc,13-12-2021,604.83,,-0.12,Success
TXNM,TXNM Energy Inc,13-12-2021,3660.6,,1.17,Success
LOMEF,Lithium One Metals Inc,09-12-2021,,,-0.98,Success
CHX,ChampionX Corp,09-12-2021,4196.51,,2.39,Success
DEC,Diversified Energy Co PLC,08-12-2021,,,,Success
KRP,Kimbell Royalty Partners LP,08-12-2021,963.09,,-2.9,Success
AMRC,Ameresco Inc,07-12-2021,2914.66,,0.89,Success
XOM,Exxon Mobil Corp,07-12-2021,240864.12,,1.68,Success
BP,BP PLC,07-12-2021,61485.67,,-0.69,Success
STS.V,South Star Battery Metals Corp,07-12-2021,70.88,,-7.88,Success
WCP.TO,Whitecap Resources Inc,06-12-2021,3623.7,,2.35,Success
WCP.TO,Whitecap Resources Inc,06-12-2021,3623.7,,2.35,Success
SPIEF,SPI Energy Co Ltd,06-12-2021,127.36,,-0.87,Success
GIFI,Gulf Island Fabrication Inc,06-12-2021,66.07,,1.77,Success
WCHEF,Winchester Energy Ltd,03-12-2021,42.25,,,Success
MVPT,MVP Holdings Inc,03-12-2021,1.27,,,Success
OPAL,OPAL Fuels Inc,02-12-2021,287.14,,0.6,Success
GIFI,Gulf Island Fabrication Inc,02-12-2021,65.74,,1.77,Success
CU.TO,Canadian Utilities Ltd,02-12-2021,5926.43,,0.69,Success
PHX,PHX Minerals Inc,01-12-2021,78.66,,0.68,Success
PUQ.MU,Westbridge Renewable Energy Co,01-12-2021,,,-0.71,Success
8037.T,Kamei Corp,01-12-2021,29931.84,,1.0,Success
YOKEF,Yokogawa Electric Corp,01-12-2021,-0.0,,1.42,Success
CRGY,Crescent Energy Co,01-12-2021,,,-1.29,Success
GCMG,GCM Grosvenor Inc,30-11-2021,1848.2,,1.24,Success
SING,Singlepoint Inc,30-11-2021,,,-30.61,Success
XFLS,Xfuels Inc,29-11-2021,11.36,,,Success
PCQRF,Petrolympic Ltd,24-11-2021,9.72,,-101.2,Success
IEX,IDEX Corp,23-11-2021,17217.14,,1.83,Success
VD5N.SG,Zephyr Energy PLC,22-11-2021,,,,Success
ORSTED.CO,Orsted AS,22-11-2021,342069.58,,-2.06,Success
CAVR,CAVU Resources Inc,19-11-2021,52.3,,,Success
MQBKY,Macquarie Group Ltd,19-11-2021,52776.53,,,Success
ISUNQ,iSun Inc,18-11-2021,,,-17.48,Success
NOG,Northern Oil and Gas Inc,17-11-2021,1883.97,,1.28,Success
CLOUD.OL,Cloudberry Clean Energy ASA,17-11-2021,4756.89,,-0.23,Success
NI41.F,TomCo Energy PLC,16-11-2021,27.33,,,Success
OPTT,Ocean Power Technologies Inc,16-11-2021,296.46,,-14.52,Success
CAVR,CAVU Resources Inc,16-11-2021,56.09,,,Success
SAENF,Solar Alliance Energy Inc,16-11-2021,44.75,,-21.17,Success
ENPH,Enphase Energy Inc,16-11-2021,33328.38,,1.91,Success
CETY,Clean Energy Technologies Inc,11-11-2021,,,-13.78,Success
CRC.BE,Canadian Natural Resources Ltd,10-11-2021,,,3.02,Success
ADT,ADT Inc,09-11-2021,7689.09,,1.18,Success
SDIG,Stronghold Digital Mining Inc,09-11-2021,4165.64,,-13.79,Success
TVK.TO,TerraVest Industries Inc,08-11-2021,520.07,,3.18,Success
TOH.V,Total Helium Ltd,08-11-2021,,,-0.6,Success
SHEL,Shell PLC,05-11-2021,120995.28,,1.09,Success
OBE,Obsidian Energy Ltd,03-11-2021,279.27,,-13.47,Success
XEBEQ,Xebec Adsorption Inc,03-11-2021,466.49,,,Success
GNRC,Generac Holdings Inc,02-11-2021,28828.14,,2.52,Success
MONI,Moon Equity Holdings Corp,02-11-2021,36.33,,,Success
LCFS.TO,Tidewater Renewables Ltd,30-10-2021,,,-87.36,Success
FTXP,Foothills Exploration Inc,30-10-2021,,,,Success
WKC,World Kinect Corp,29-10-2021,1609.44,,-1.51,Success
PSX,Phillips 66,27-10-2021,27610.11,,0.01,Success
LBRT,Liberty Energy Inc,27-10-2021,2139.95,,1.57,Success
WFG,West Fraser Timber Co Ltd,26-10-2021,6097.85,,-0.71,Success
XIFR,XPLR Infrastructure LP,22-10-2021,5961.9,,-0.56,Success
KNTK,Kinetik Holdings Inc,22-10-2021,1565.29,,1.22,Success
DBRM,Daybreak Oil and Gas Inc,21-10-2021,20.39,,,Success
TPC.V,Tenth Avenue Petroleum Corp,15-10-2021,4.63,,-4.21,Success
PLUG,Plug Power Inc,14-10-2021,29714.58,,-4.47,Success
RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,13-10-2021,118.28,,,Success
MERG.V,Metal Energy Corp,12-10-2021,,,-14.23,Success
RE.V,RE Royalties Ltd,09-10-2021,,,-0.77,Success
BP,BP PLC,07-10-2021,62293.1,,-0.69,Success
HRI,Herc Holdings Inc,07-10-2021,4578.64,,-0.58,Success
SWX,Southwest Gas Holdings Inc,06-10-2021,4305.48,,0.77,Success
ARES,Ares Management Corp,06-10-2021,14000.42,,0.71,Success
AGYP,Allied Energy Corp,06-10-2021,45.97,,,Success
GWAV,Greenwave Technology Solutions,06-10-2021,89308.35,,-6.9,Success
SPWRQ,SunPower Corp,05-10-2021,3979.82,,,Success
FRU.TO,Freehold Royalties Ltd,05-10-2021,1387.7,,2.12,Success
AWM.V,Angel Wing Metals Inc,05-10-2021,43.17,,-36.02,Success
USEG,US Energy Corp,05-10-2021,162.34,,-3.51,Success
XFLS,Xfuels Inc,05-10-2021,19.05,,,Success
ZPTAF,Surge Energy Inc,04-10-2021,375.07,,1.3,Success
OILCF,Permex Petroleum Corp,04-10-2021,17.88,,-16.02,Success
CVX,Chevron Corp,01-10-2021,159905.92,,1.26,Success
PUQ.MU,Westbridge Renewable Energy Co,29-09-2021,,,-0.71,Success
8DA1.SG,InPlay Oil Corp,28-09-2021,,,,Success
FOBIF,FOBI AI INC,27-09-2021,645.47,,-27.29,Success
US39037G1094.SG,Great Elm Group Inc,21-09-2021,,,,Success
MTRN,Materion Corp,20-09-2021,1422.89,,-2.88,Success
VTLE,Vital Energy Inc,19-09-2021,,,-6.11,Success
PHX,PHX Minerals Inc,17-09-2021,101.42,,0.68,Success
SCR.TO,Strathcona Resources Ltd,13-09-2021,244.97,,1.76,Success
NRGV,Energy Vault Holdings Inc,09-09-2021,1495.34,,-10.52,Success
BRQSF,Borqs Technologies Inc,09-09-2021,4466.49,,,Success
FRU.TO,Freehold Royalties Ltd,08-09-2021,1217.28,,2.12,Success
ISUNQ,iSun Inc,08-09-2021,,,-17.48,Success
RNEW.L,Ecofin US Renewables Infrastructure Trust PLC,08-09-2021,118.88,,,Success
ACX.TO,ACT Energy Technologies Ltd,08-09-2021,102.54,,5.91,Success
VD5N.SG,Zephyr Energy PLC,08-09-2021,,,,Success
ENB,Enbridge Inc,07-09-2021,71381.33,,0.27,Success
JXHLY,ENEOS Holdings Inc,07-09-2021,11234.43,,0.8,Success
NESTE.HE,Neste Oyj,07-09-2021,37627.87,,-0.87,Success
RPM,RPM International Inc,07-09-2021,9616.8,,2.74,Success
PWR,Quanta Services Inc,02-09-2021,16792.42,,1.63,Success
DR0D.XD,Deutsche Rohstoff AG,01-09-2021,,,,Success
DPLS,DarkPulse Inc,30-08-2021,1343.37,,-19.7,Success
MJHI,MJ Harvest Inc,26-08-2021,,,,Success
NI41.F,TomCo Energy PLC,26-08-2021,19.52,,,Success
MKGP,Maverick Energy Group Ltd,26-08-2021,45.61,,,Success
NVEE,NV5 Global Inc,24-08-2021,1649.93,,0.41,Success
BLK,BlackRock Inc,18-08-2021,128092.48,,1.2,Success
WTTR,Select Water Solutions Inc,17-08-2021,521.74,,-0.12,Success
BRY,Berry Corp,17-08-2021,261.25,,4.6,Success
EXE,Expand Energy Corp,11-08-2021,10943.59,,-1.43,Success
CLSK,Cleanspark Inc,10-08-2021,4282.32,,8.88,Success
VNOM,Viper Energy Inc,09-08-2021,1863.86,,4.14,Success
A82.MU,Aurora Solar Technologies Inc,09-08-2021,,,-4.88,Success
RZREF,Razor Energy Corp,04-08-2021,12.48,,-2.62,Success
DINO,HF Sinclair Corp,03-08-2021,5045.24,,-1.28,Success
CH.V,Charbone Hydrogen Corp,03-08-2021,,,-13.98,Success
ANRGF,Anaergia Inc,03-08-2021,,,-4.1,Success
REP.MU,Repsol SA,03-08-2021,,,0.21,Success
SUN,Sunoco LP,02-08-2021,3966.13,,0.72,Success
GILXF,Rev Exploration Corp,02-08-2021,14.87,,44.61,Success
PPP.V,Prospector Metals Corp,30-07-2021,213.01,,-8.06,Success
4YJ0.MU,Spartan Delta Corp,28-07-2021,,,0.56,Success
FOBIF,FOBI AI INC,27-07-2021,230.85,,-27.29,Success
HGHAF,High Arctic Energy Services Inc,27-07-2021,5.8,,82.55,Success
SHEL,Shell PLC,27-07-2021,102670.37,,1.09,Success
ACX.TO,ACT Energy Technologies Ltd,23-07-2021,104.98,,5.91,Success
ACX.TO,ACT Energy Technologies Ltd,23-07-2021,104.98,,5.91,Success
DUK,Duke Energy Corp,23-07-2021,69837.09,,0.65,Success
ARGYF,Avanti Helium Corp,22-07-2021,190.98,,-3.95,Success
PNG.V,Kraken Robotics Inc,21-07-2021,,,1.61,Success
MSFT,Microsoft Corp,21-07-2021,2027361.43,,4.52,Success
LOMEF,Lithium One Metals Inc,19-07-2021,,,-0.98,Success
AEPT,American Energy Partners Inc,19-07-2021,107.51,,,Success
KMI,Kinder Morgan Inc,16-07-2021,31301.15,,0.93,Success
VOY0.F,Volatus Capital Corp,16-07-2021,8.24,,49.35,Success
SPB.TO,Superior Plus Corp,14-07-2021,2892.72,,-0.02,Success
ORA,Ormat Technologies Inc,14-07-2021,4140.44,,0.72,Success
EVGO,EVgo Inc,14-07-2021,1382.72,,-1.48,Success
AMPS,Altus Power Inc,13-07-2021,1593.6,,0.79,Success
ENEL.MI,Enel SpA,13-07-2021,63498.97,,0.92,Success
