Ticker,Acquirer Name,Announce Date,Market_Cap_mil,Debt_to_Equity,ROA_percent,Status
PHX,PHX Minerals Inc,18-12-2019,381.24,,0.68,Success
15A.SG,O3 Mining Inc,18-12-2019,,,,Success
NVAC.F,Banpu PCL,17-12-2019,-0.04,,-0.56,Success
15A.SG,O3 Mining Inc,13-12-2019,,,,Success
CWEN,Clearway Energy Inc,09-12-2019,1268.51,,0.02,Success
SIRC,Solar Integrated Roofing Corp,03-12-2019,48566.58,,,Success
BTC-USD,"Shinhan Financial Group Co Ltd,ST International Corp,KDB Infrastructure Investments Asset Management Co Ltd (Fund: KIAM Power Energy PEF No 3),EIP Investment Co Ltd",25-11-2019,,,,Success
HTPRF,HTC Purenergy Inc,22-11-2019,,,,Success
PF6.DU,Parkland Corp,22-11-2019,,,,Success
REP.MU,Repsol SA,20-11-2019,,,0.21,Success
15A.SG,O3 Mining Inc,18-11-2019,,,,Success
ROK.V,ROK Resources Inc,15-11-2019,21.98,,6.08,Success
DCC.F,DCC PLC,12-11-2019,6846.13,,,Success
KRP,Kimbell Royalty Partners LP,12-11-2019,773.28,,-2.9,Success
EDRVF,EDP Renovaveis SA,07-11-2019,11418.25,,-2.42,Success
EPM,Evolution Petroleum Corp,06-11-2019,135.68,,-1.14,Success
TGC0.F,TGS ASA,05-11-2019,,,0.94,Success
UBS,UBS Group AG,05-11-2019,33314.15,,0.05,Success
PHCG,Pure Harvest Corp Group Inc,04-11-2019,,,,Success
D,Dominion Energy Inc,25-10-2019,55000.13,,-0.07,Success
VTOL,Bristow Group Inc,21-10-2019,619.51,,1.35,Success
DTE,DTE Energy Co,18-10-2019,18798.78,,0.6,Success
UNRG,United Energy Corp,09-10-2019,133.95,,,Success
NJR,New Jersey Resources Corp,09-10-2019,3607.58,,1.83,Success
SHEL,Shell PLC,08-10-2019,135965.46,,1.09,Success
MDI.TO,Major Drilling Group International Inc,07-10-2019,528.71,,2.81,Success
HESM,Hess Midstream LP,04-10-2019,1553.55,,1.7,Success
TWMIF,Tidewater Midstream and Infrastructure Ltd,04-10-2019,260.63,,-0.58,Success
MCB.TO,McCoy Global Inc,02-10-2019,15.95,,0.64,Success
VTOL,Bristow Group Inc,02-10-2019,579.43,,1.35,Success
BBU-UN.TO,Brookfield Business Partners LP,01-10-2019,2418.28,,0.14,Success
KRP,Kimbell Royalty Partners LP,01-10-2019,771.73,,-2.9,Success
NVAX,NOV Inc,01-10-2019,805.83,,-7.08,Success
600900.SS,China Yangtze Power Co Ltd,30-09-2019,373589.02,,2.93,Success
XIFR,XPLR Infrastructure LP,30-09-2019,3532.26,,-0.56,Success
XIFR,XPLR Infrastructure LP,30-09-2019,3532.26,,-0.56,Success
WTRV,White River Energy Corp,27-09-2019,,,-541.45,Success
NGL,NGL Energy Partners LP,26-09-2019,1470.42,,0.28,Success
CEIN,Camber Energy Inc,26-09-2019,109636.65,,-72.64,Success
D,Dominion Energy Inc,26-09-2019,54241.21,,-0.07,Success
ENGI.PA,Engie SA,23-09-2019,25734.23,,,Success
HUSA,Houston American Energy Corp,20-09-2019,39.22,,-180.98,Success
ET,Energy Transfer LP,16-09-2019,28002.81,,0.86,Success
FOBIF,FOBI AI INC,16-09-2019,100.63,,-27.29,Success
0P0000KNY5.L,Auri Inc,13-09-2019,,,,Success
ABRA.V,AbraSilver Resource Corp,12-09-2019,45.74,,-17.77,Success
DUK,Duke Energy Corp,12-09-2019,58984.61,,0.65,Success
TREAY,Terna Energy SA,11-09-2019,365.45,,,Success
SKLZ,SK Inc,10-09-2019,,,-5.41,Success
3PS.F,Pason Systems Inc,10-09-2019,652.3,,2.75,Success
DMAN,Demand Brands Inc,10-09-2019,4.6,,,Success
KMI,Kinder Morgan Inc,06-09-2019,32253.46,,0.93,Success
4506.T,Sumitomo Pharma Co Ltd,06-09-2019,663515.3,,-21.74,Success
TGC0.F,TGS ASA,05-09-2019,,,0.94,Success
PF6.DU,Parkland Corp,05-09-2019,,,,Success
TDY,Teledyne Technologies Inc,03-09-2019,14485.07,,1.4,Success
AMT,American Tower Corp,03-09-2019,96674.85,,2.01,Success
DEC,Diversified Energy Co PLC,27-08-2019,,,,Success
COPEC.SN,Empresas Copec SA,22-08-2019,7927199.87,,0.67,Success
PPL.TO,Pembina Pipeline Corp,21-08-2019,20405.38,,1.59,Success
PPL.TO,Pembina Pipeline Corp,21-08-2019,20405.38,,1.59,Success
RZREF,Razor Energy Corp,21-08-2019,40.47,,-2.62,Success
SLNG,Stabilis Solutions Inc,21-08-2019,97.07,,2.46,Success
VST,Vistra Corp,20-08-2019,7031.25,,4.98,Success
RUS.TO,Russel Metals Inc,19-08-2019,830.18,,1.15,Success
0YT.F,Hunting PLC,16-08-2019,616.29,,,Success
BRK-B,Berkshire Hathaway Inc,14-08-2019,262003.58,,1.71,Success
POU.TO,Paramount Resources Ltd,14-08-2019,355.41,,2.11,Success
1OK.F,Avon Technologies PLC,07-08-2019,,,,Success
TAC,TransAlta Corp,02-08-2019,1701.79,,-0.41,Success
CPX.TO,Capital Power Corp,02-08-2019,3019.31,,1.86,Success
RUN,Sunrun Inc,31-07-2019,4309.3,,-14.14,Success
POW.TO,Power Corp of Canada,31-07-2019,11808.27,,0.05,Success
OSA.BE,Osaka Gas Co Ltd,29-07-2019,,,0.21,Success
DEC,Diversified Energy Co PLC,25-07-2019,,,,Success
TTE,TotalEnergies SE,24-07-2019,84591.24,,0.81,Success
AEP,American Electric Power Co Inc,24-07-2019,38906.44,,0.64,Success
VXIT,VirExit Technologies Inc,16-07-2019,18.0,,,Success
AEPT,American Energy Partners Inc,11-07-2019,878.38,,,Success
ELGL,Element Global Inc,09-07-2019,61.72,,,Success
UGI,UGI Corp,02-07-2019,9119.52,,2.43,Success
15A.SG,O3 Mining Inc,02-07-2019,,,,Success
TH,Target Hospitality Corp,02-07-2019,939.94,,2.82,Success
SCYRF,Scryb Inc,02-07-2019,,,-76.96,Success
ORSTED.CO,Orsted AS,01-07-2019,224901.57,,-2.06,Success
CMI,Cummins Inc,28-06-2019,20267.56,,1.33,Success
AROC,Archrock Inc,24-06-2019,1180.61,,1.56,Success
ARLP,Alliance Resource Partners LP,24-06-2019,1300.96,,0.56,Success
EPD,Enterprise Products Partners LP,24-06-2019,40798.29,,1.89,Success
CNA.L,Centrica PLC,19-06-2019,453521.82,,,Success
TH,Target Hospitality Corp,19-06-2019,921.14,,2.82,Success
RE.V,RE Royalties Ltd,19-06-2019,27.16,,-0.77,Success
SPWRQ,SunPower Corp,19-06-2019,1201.76,,,Success
VATE,INNOVATE Corp,17-06-2019,-96.27,,-1.67,Success
TTE,TotalEnergies SE,17-06-2019,82813.2,,0.81,Success
PBF,PBF Energy Inc,11-06-2019,2742.46,,-2.28,Success
PLUG,Plug Power Inc,11-06-2019,2447.41,,-4.47,Success
CRK,Comstock Resources Inc,10-06-2019,1338.41,,-0.74,Success
KY7.F,Akastor ASA,07-06-2019,318.46,,2.24,Success
MMNFQ,MedMen Enterprises Inc,06-06-2019,3070.45,,,Success
SMGI,SMG Industries Inc,06-06-2019,107.22,,-1.62,Success
TDY,Teledyne Technologies Inc,05-06-2019,11738.21,,1.4,Success
TTE,TotalEnergies SE,03-06-2019,81163.06,,0.81,Success
6D40.SG,Delek Group Ltd,30-05-2019,,,,Success
DUK,Duke Energy Corp,30-05-2019,52561.83,,0.65,Success
DUK,Duke Energy Corp,30-05-2019,52561.83,,0.65,Success
CRC.BE,Canadian Natural Resources Ltd,29-05-2019,,,3.02,Success
KNTK,Kinetik Holdings Inc,29-05-2019,2082.55,,1.22,Success
P3K.MU,Pantheon Resources PLC,29-05-2019,,,,Success
NRG,NRG Energy Inc,22-05-2019,6091.06,,2.68,Success
OGE,OGE Energy Corp,22-05-2019,6694.44,,0.74,Success
NFTA.TA,Naphtha Israel Petroleum Corp Ltd,20-05-2019,159038.75,,0.81,Success
DUK,Duke Energy Corp,17-05-2019,53588.1,,0.65,Success
PPP.V,Prospector Metals Corp,16-05-2019,76.07,,-8.06,Success
GOSD.XD,Goldman Sachs Group Inc/The,16-05-2019,,,,Success
CSIQ,Canadian Solar Inc,16-05-2019,1219.6,,-0.1,Success
ENGI.PA,Engie SA,15-05-2019,23739.48,,,Success
PF6.DU,Parkland Corp,15-05-2019,,,,Success
NGL,NGL Energy Partners LP,14-05-2019,1519.74,,0.28,Success
15A.SG,O3 Mining Inc,14-05-2019,,,,Success
CEIN,Camber Energy Inc,13-05-2019,3502281.76,,-72.64,Success
IWTNF,Iwatani Corp,13-05-2019,,,2.78,Success
OXY,Occidental Petroleum Corp,09-05-2019,46719.65,,-0.15,Success
MPLX,MPLX LP,08-05-2019,17551.31,,2.93,Success
MPLX,MPLX LP,08-05-2019,17551.31,,2.93,Success
AXVEF,CDN Maverick Capital Corp,07-05-2019,28.45,,0.04,Success
TTE,TotalEnergies SE,06-05-2019,83817.79,,0.81,Success
AMPY,Amplify Energy Corp,06-05-2019,358.71,,3.06,Success
SPB.TO,Superior Plus Corp,02-05-2019,1900.56,,-0.02,Success
ATCO-B.ST,Atlas Copco AB,02-05-2019,92193.0,,3.74,Success
CWEN,Clearway Energy Inc,01-05-2019,981.08,,0.02,Success
ORSTED.CO,Orsted AS,01-05-2019,202892.62,,-2.06,Success
ULBI,Ultralife Corp,01-05-2019,184.06,,0.15,Success
CPX.TO,Capital Power Corp,29-04-2019,3110.0,,1.86,Success
GNRC,Generac Holdings Inc,29-04-2019,3278.17,,2.52,Success
HLX,Helix Energy Solutions Group Inc,29-04-2019,1216.54,,0.77,Success
0M1.F,Southern Energy Corp,25-04-2019,9.55,,-3.62,Success
TGRO,Tiger Oil and Energy Inc,24-04-2019,10.37,,,Success
MUR,Murphy Oil Corp,23-04-2019,3488.12,,0.52,Success
NOG,Northern Oil and Gas Inc,22-04-2019,2384.4,,1.28,Success
PQEFF,Petroteq Energy Inc,17-04-2019,237.1,,,Success
PNE.TO,Pine Cliff Energy Ltd,17-04-2019,72.36,,-1.57,Success
CAVR,CAVU Resources Inc,17-04-2019,6.7,,,Success
TREAY,Terna Energy SA,16-04-2019,365.45,,,Success
S5B.F,Aquila Holdings ASA,16-04-2019,1141.63,,-11.03,Success
SES.TO,Secure Waste Infrastructure Co,15-04-2019,1590.96,,1.49,Success
REI,Ring Energy Inc,11-04-2019,1080.17,,2.42,Success
HGHAF,High Arctic Energy Services Inc,04-04-2019,13.82,,82.55,Success
6W8.F,Empire Petroleum Corp,03-04-2019,,,-3.0,Success
DEC,Diversified Energy Co PLC,27-03-2019,,,,Success
756.SG,Cassiar Gold Corp,27-03-2019,,,,Success
ENEL.MI,Enel SpA,27-03-2019,40478.02,,0.92,Success
KLXE,KLX Energy Services Holdings Inc,21-03-2019,2241.58,,-1.68,Success
GMPR,Gourmet Provisions Internation,19-03-2019,2970.51,,,Success
ENEL.MI,Enel SpA,14-03-2019,38877.04,,0.92,Success
WM,Waste Management Inc,11-03-2019,36467.78,,1.34,Success
NGG,National Grid PLC,07-03-2019,40249.74,,,Success
WTTR,Select Water Solutions Inc,01-03-2019,974.88,,-0.12,Success
WTTR,Select Water Solutions Inc,01-03-2019,974.88,,-0.12,Success
WTTR,Select Water Solutions Inc,01-03-2019,974.88,,-0.12,Success
ISUNQ,iSun Inc,27-02-2019,,,-17.48,Success
REI,Ring Energy Inc,26-02-2019,1216.92,,2.42,Success
HESM,Hess Midstream LP,26-02-2019,1647.24,,1.7,Success
SING,Singlepoint Inc,26-02-2019,,,-30.61,Success
KLAC,KLA Corp,22-02-2019,14004.66,,5.5,Success
MDMP,MDM Permian Inc,21-02-2019,61.18,,,Success
15A.SG,O3 Mining Inc,20-02-2019,,,,Success
PTCO,PetroGas Co,20-02-2019,,,,Success
PANW,Palo Alto Networks Inc,19-02-2019,25369.46,,1.28,Success
LGRDY,Legrand SA,19-02-2019,15436.14,,2.07,Success
PXT.TO,Parex Resources Inc,18-02-2019,,,2.87,Success
GSFI,Green Stream Holdings Inc,14-02-2019,17318.2,,-2.07,Success
AEP,American Electric Power Co Inc,12-02-2019,34585.29,,0.64,Success
WEGZY,WEG SA,12-02-2019,8200.74,,4.08,Success
PQEFF,Petroteq Energy Inc,11-02-2019,314.81,,,Success
KWI.F,Kurita Water Industries Ltd,09-02-2019,,,,Success
KWI.F,Kurita Water Industries Ltd,08-02-2019,-0.0,,,Success
NU,Eversource Energy,08-02-2019,,,1.14,Success
ENGI.PA,Engie SA,08-02-2019,23966.24,,,Success
VST,Vistra Corp,07-02-2019,7470.51,,4.98,Success
KRP,Kimbell Royalty Partners LP,07-02-2019,837.71,,-2.9,Success
FOBIF,FOBI AI INC,05-02-2019,2.24,,-27.29,Success
HVCW,Harrison Vickers and Waterman Inc,01-02-2019,10.12,,,Success
CVX,Chevron Corp,30-01-2019,151406.39,,1.26,Success
NGL,NGL Energy Partners LP,30-01-2019,1167.86,,0.28,Success
2010.SR,Saudi Basic Industries Corp,23-01-2019,272316.03,,0.36,Success
010060.KS,OCI Holdings Co Ltd,21-01-2019,1475302.08,,-0.27,Success
HLX,Helix Energy Solutions Group Inc,21-01-2019,,,0.77,Success
MATR.TO,Mattr Corp,20-01-2019,,,0.96,Success
CVI,CVR Energy Inc,18-01-2019,2255.94,,0.68,Success
SUN,Sunoco LP,18-01-2019,2307.3,,0.72,Success
BNRD.XC,Brenntag SE,16-01-2019,5069.57,,1.06,Success
MYID.V,Reklaim Ltd,16-01-2019,78.95,,16.94,Success
AMRC,Ameresco Inc,16-01-2019,514.07,,0.89,Success
PSD.TO,Pulse Seismic Inc,15-01-2019,61.0,,3.6,Success
CE,Celanese Corp,15-01-2019,8997.26,,-8.37,Success
ADM,Archer-Daniels-Midland Co,11-01-2019,17294.21,,1.06,Success
5943.T,Noritz Corp,08-01-2019,59431.72,,-0.3,Success
BTC-USD,"John Hancock Life Insurance Co,Manulife Financial Corp (Fund: John Hancock Infrastructure Fund LP)",04-01-2019,,,,Success
BIP,Brookfield Infrastructure Partners LP,01-01-2019,,,0.0,Success
OF6B.BE,Prospera Energy Inc,31-12-2018,,,-2.08,Success
ARLP,Alliance Resource Partners LP,26-12-2018,1294.37,,0.56,Success
P3K.MU,Pantheon Resources PLC,21-12-2018,,,,Success
PMX.V,Proam Explorations Corp,21-12-2018,2.13,,-3.22,Success
ARES,Ares Management Corp,21-12-2018,2828.91,,0.71,Success
OSA.BE,Osaka Gas Co Ltd,21-12-2018,,,0.21,Success
OGE,OGE Energy Corp,20-12-2018,6104.96,,0.74,Success
REI,Ring Energy Inc,20-12-2018,895.85,,2.42,Success
MJHI,MJ Harvest Inc,20-12-2018,,,,Success
DKSC,Dakshidin Corp,20-12-2018,7.16,,-0.39,Success
TDY,Teledyne Technologies Inc,19-12-2018,9286.4,,1.4,Success
CPK,Chesapeake Utilities Corp,19-12-2018,1779.52,,1.02,Success
ENGI.PA,Engie SA,19-12-2018,22317.91,,,Success
CPK,Chesapeake Utilities Corp,18-12-2018,1793.32,,1.02,Success
RE.V,RE Royalties Ltd,18-12-2018,31.31,,-0.77,Success
SLNG,Stabilis Solutions Inc,17-12-2018,124.97,,2.46,Success
VVV,Valvoline Inc,17-12-2018,2213.7,,3.9,Success
OSA.BE,Osaka Gas Co Ltd,17-12-2018,,,0.21,Success
CCC.CN,Carlyle Commodities Corp,13-12-2018,1468.0,,-17.72,Success
SPXC,SPX Technologies Inc,12-12-2018,1275.98,,2.1,Success
KMI,Kinder Morgan Inc,12-12-2018,24750.49,,0.93,Success
BKH,Black Hills Corp,12-12-2018,3825.34,,0.98,Success
4O0.F,Pond Technologies Holdings Inc,11-12-2018,,,-27.45,Success
FTT.TO,Finning International Inc,10-12-2018,2745.04,,1.82,Success
ENB,Enbridge Inc,10-12-2018,47295.52,,0.27,Success
ROYL,Royale Energy Inc,10-12-2018,16.42,,-7.96,Success
CNA.L,Centrica PLC,06-12-2018,678590.93,,,Success
21K0.SG,Australian Oil Co Ltd,05-12-2018,,,,Success
010120.KS,LS Electric Co Ltd,04-12-2018,1307968.21,,0.84,Success
0IUS.L,Genie Energy Ltd,04-12-2018,,,,Success
UGI,UGI Corp,03-12-2018,9583.96,,2.43,Success
AMRC,Ameresco Inc,30-11-2018,542.36,,0.89,Success
BKR,Baker Hughes Co,30-11-2018,18777.14,,3.07,Success
APH,Amphenol Corp,27-11-2018,24057.01,,3.48,Success
PARR,Par Pacific Holdings Inc,27-11-2018,950.07,,,Success
D,Dominion Energy Inc,26-11-2018,47406.01,,-0.07,Success
35D.DU,Defense Metals Corp,26-11-2018,,,-2.28,Success
GIB,CGI Inc,23-11-2018,12529.89,,2.45,Success
KRP,Kimbell Royalty Partners LP,21-11-2018,849.71,,-2.9,Success
MCKRF,Jade Leader Corp,20-11-2018,15.73,,-5.63,Success
NEE,NextEra Energy Inc,19-11-2018,80087.35,,0.63,Success
FLSS,Forbes Energy Services Ltd,16-11-2018,33.7,,,Success
SUN,Sunoco LP,15-11-2018,2224.13,,0.72,Success
PEMTF,Thoughtful Brands Inc,14-11-2018,,,,Success
PUMP,ProPetro Holding Corp,13-11-2018,1784.82,,-1.39,Success
0M1.F,Southern Energy Corp,13-11-2018,7.62,,-3.62,Success
GEOS,Geospace Technologies Corp,13-11-2018,166.35,,5.24,Success
VBK.DE,Verbio SE,09-11-2018,357.73,,-0.25,Success
WES,Western Midstream Partners LP,08-11-2018,6702.33,,2.54,Success
HEX.OL,Hexagon Composites ASA,08-11-2018,3783.75,,-9.12,Success
XEL,Xcel Energy Inc,06-11-2018,23416.33,,0.66,Success
FANG,Diamondback Energy Inc,06-11-2018,26146.11,,1.6,Success
FCEL,FuelCell Energy Inc,05-11-2018,6850.59,,-4.39,Success
OVV,Ovintiv Inc,01-11-2018,9857.63,,-0.31,Success
CRC,California Resources Corp,01-11-2018,,,4.84,Success
MMNFQ,MedMen Enterprises Inc,01-11-2018,8327.66,,,Success
0IUS.L,Genie Energy Ltd,31-10-2018,,,,Success
FANG,Diamondback Energy Inc,31-10-2018,25913.17,,1.6,Success
EXE,Expand Energy Corp,30-10-2018,,,-1.43,Success
FDN.BE,EnerSys,29-10-2018,,,2.85,Success
ENSV,Enservco Corp,29-10-2018,526.35,,-20.03,Success
CEQ.V,Criterium Energy Ltd,29-10-2018,13.41,,-1.45,Success
KRYAY,Kerry Group PLC,25-10-2018,16863.77,,,Success
PTEN,Patterson-UTI Energy Inc,25-10-2018,5231.61,,-0.88,Success
MMLP,Martin Midstream Partners LP,24-10-2018,354.64,,-1.66,Success
BRBL,Brewbilt Brewing Co,24-10-2018,22179825103.26,,2.81,Success
KLXE,KLX Energy Services Holdings Inc,22-10-2018,2883.11,,-1.68,Success
INE.TO,Innergex Renewable Energy Inc,22-10-2018,1850.4,,0.31,Success
WF9.F,Worley Ltd,21-10-2018,,,,Success
HPIL,HPIL Holding,19-10-2018,39.53,,,Success
NKG.V,Nevada King Gold Corp,19-10-2018,141.79,,-16.78,Success
SRE,Sempra,18-10-2018,30914.1,,0.7,Success
VLO,Valero Energy Corp,18-10-2018,24773.23,,0.47,Success
SUN,Sunoco LP,16-10-2018,2273.47,,0.72,Success
TDY,Teledyne Technologies Inc,16-10-2018,10664.28,,1.4,Success
NINE,Nine Energy Service Inc,15-10-2018,1626.35,,-2.87,Success
CNA.L,Centrica PLC,14-10-2018,,,,Success
DEC,Diversified Energy Co PLC,11-10-2018,,,,Success
TONY.CN,Tony G Co-Investment Holdings,11-10-2018,366.57,,-14.12,Success
EXC,Exelon Corp,11-10-2018,24425.07,,0.6,Success
IPCO.TO,International Petroleum Corp,10-10-2018,778.66,,0.02,Success
MMNFQ,MedMen Enterprises Inc,10-10-2018,6320.63,,,Success
AM,Antero Midstream Corp,09-10-2018,4449.98,,1.93,Success
AM,Antero Midstream Corp,09-10-2018,4449.98,,1.93,Success
ORSTED.CO,Orsted AS,08-10-2018,162605.23,,-2.06,Success
FET,Forum Energy Technologies Inc,08-10-2018,2793.31,,-1.52,Success
N5Z.F,North American Construction Group Ltd,03-10-2018,,,0.82,Success
MMNFQ,MedMen Enterprises Inc,03-10-2018,6215.79,,,Success
MMNFQ,MedMen Enterprises Inc,02-10-2018,5930.61,,,Success
MPLX,MPLX LP,27-09-2018,18500.37,,2.93,Success
JCI,Johnson Controls International plc,27-09-2018,20206.32,,1.0,Success
ALA.TO,AltaGas Ltd,26-09-2018,4568.96,,0.06,Success
CLIC.V,Comet Lithium Corp,25-09-2018,26.0,,0.69,Success
DCC.F,DCC PLC,24-09-2018,6865.62,,,Success
BKR,Baker Hughes Co,24-09-2018,26811.86,,3.07,Success
TRAGF,TeraGo Inc,21-09-2018,100.57,,-5.94,Success
ED,Consolidated Edison Inc,20-09-2018,21463.11,,0.44,Success
ENB,Enbridge Inc,18-09-2018,51928.71,,0.27,Success
ENB,Enbridge Inc,18-09-2018,51928.71,,0.27,Success
ENB,Enbridge Inc,18-09-2018,51928.71,,0.27,Success
SPB.TO,Superior Plus Corp,18-09-2018,2081.77,,-0.02,Success
ARSLF,Altima Energy Inc,17-09-2018,1.14,,-10.46,Success
SPB.TO,Superior Plus Corp,14-09-2018,2043.34,,-0.02,Success
09N.F,Prairie Provident Resources Inc,13-09-2018,308.67,,4.48,Success
CPX.TO,Capital Power Corp,06-09-2018,2660.92,,1.86,Success
AMRC,Ameresco Inc,06-09-2018,474.39,,0.89,Success
ZPTAF,Surge Energy Inc,05-09-2018,1155.75,,1.3,Success
CNA.L,Centrica PLC,05-09-2018,698397.62,,,Success
TALO,Talos Energy Inc,04-09-2018,6015.8,,-1.04,Success
SPSO,Spectacular Solar Inc,04-09-2018,23.38,,,Success
CRC.BE,Canadian Natural Resources Ltd,31-08-2018,,,3.02,Success
ENB.F,Ensign Energy Services Inc,30-08-2018,,,0.18,Success
AEP,American Electric Power Co Inc,30-08-2018,30393.54,,0.64,Success
PARR,Par Pacific Holdings Inc,29-08-2018,1003.78,,,Success
PF6.DU,Parkland Corp,28-08-2018,,,,Success
GSVR.V,Guanajuato Silver Co Ltd,27-08-2018,56.66,,-6.83,Success
ENB,Enbridge Inc,24-08-2018,53447.64,,0.27,Success
ROCK,Gibraltar Industries Inc,23-08-2018,1388.78,,3.25,Success
8058.T,Mitsubishi Corp,23-08-2018,3178686.0,,,Success
ETR,Entergy Corp,22-08-2018,12254.84,,0.44,Success
APD,Air Products and Chemicals Inc,22-08-2018,31339.69,,1.54,Success
UGI,UGI Corp,21-08-2018,9082.88,,2.43,Success
HGHAF,High Arctic Energy Services Inc,20-08-2018,14.34,,82.55,Success
FANG,Diamondback Energy Inc,14-08-2018,30814.27,,1.6,Success
5LM0.F,King Global Ventures Inc,14-08-2018,42.78,,-34.27,Success
PF6.DU,Parkland Corp,13-08-2018,,,,Success
EDE.XA,Eden Innovations Ltd,13-08-2018,,,,Success
FANG,Diamondback Energy Inc,09-08-2018,30215.25,,1.6,Success
ORSTED.CO,Orsted AS,09-08-2018,159473.75,,-2.06,Success
NVA.TO,NuVista Energy Ltd,09-08-2018,1768.33,,1.79,Success
STWD,Starwood Property Trust Inc,08-08-2018,3932.64,,0.08,Success
KNTK,Kinetik Holdings Inc,08-08-2018,,,1.22,Success
KOS,Kosmos Energy Ltd,06-08-2018,3476.71,,-0.12,Success
INE.TO,Innergex Renewable Energy Inc,02-08-2018,2098.95,,0.31,Success
VYEY,Victory Oilfield Tech Inc,02-08-2018,1008.34,,-3139.36,Success
ENGI.PA,Engie SA,02-08-2018,22765.84,,,Success
ET,Energy Transfer LP,01-08-2018,34839.98,,0.86,Success
BIP,Brookfield Infrastructure Partners LP,01-08-2018,8775.05,,0.0,Success
8H1.SG,Hydro One Ltd,01-08-2018,,,,Success
SUN,Sunoco LP,01-08-2018,2005.31,,0.72,Success
CRK,Comstock Resources Inc,01-08-2018,2443.56,,-0.74,Success
PED,PEDEVCO Corp,01-08-2018,181.68,,2.55,Success
NOG,Northern Oil and Gas Inc,31-07-2018,3249.07,,1.28,Success
GPRE,Green Plains Inc,31-07-2018,1042.53,,-3.08,Success
NW7.MU,Northwest Pipe Co,30-07-2018,,,1.71,Success
GEOS,Geospace Technologies Corp,30-07-2018,177.6,,5.24,Success
NEE,NextEra Energy Inc,30-07-2018,72667.87,,0.63,Success
BP,BP PLC,27-07-2018,80089.62,,-0.69,Success
CRC.BE,Canadian Natural Resources Ltd,26-07-2018,,,3.02,Success
OKE,ONEOK Inc,25-07-2018,28586.96,,1.44,Success
PLUG,Plug Power Inc,25-07-2018,1830.89,,-4.47,Success
HAL,Halliburton Co,24-07-2018,30966.26,,2.4,Success
0GY.DU,Gear Energy Ltd,23-07-2018,,,2.16,Success
BRN,Barnwell Industries Inc,23-07-2018,18.29,,-7.37,Success
ICDI,Independence Contract Drilling Inc,19-07-2018,1181.53,,-5.18,Success
PHX,PHX Minerals Inc,19-07-2018,665.94,,0.68,Success
6W8.F,Empire Petroleum Corp,19-07-2018,,,-3.0,Success
NOG,Northern Oil and Gas Inc,18-07-2018,2987.05,,1.28,Success
TDW,Tidewater Inc,16-07-2018,1576.28,,1.78,Success
CYLC,County Line Energy Corp,16-07-2018,96.9,,,Success
SKLZ,SK Inc,16-07-2018,,,-5.41,Success
VTX.V,Vertex Resource Group Ltd,13-07-2018,70.58,,0.64,Success
RJDG,RJD Green Inc,11-07-2018,2.66,,,Success
LNT,Alliant Energy Corp,09-07-2018,8759.11,,0.66,Success
DUK,Duke Energy Corp,09-07-2018,46276.93,,0.65,Success
BBLSQ,Petrolia Energy Corp,06-07-2018,19.94,,-6.23,Success
VIE.PA,Veolia Environnement SA,05-07-2018,10557.54,,,Success
DEC,Diversified Energy Co PLC,04-07-2018,,,,Success
COP,ConocoPhillips,03-07-2018,70752.87,,1.88,Success
BLDP,Ballard Power Systems Inc,03-07-2018,850.36,,-24.69,Success
FET,Forum Energy Technologies Inc,02-07-2018,2972.66,,-1.52,Success
FELE,Franklin Electric Co Inc,02-07-2018,1940.76,,1.85,Success
RELIANCE.NS,Reliance Industries Ltd,30-06-2018,,,1.02,Success
L,Loews Corp,29-06-2018,9876.47,,0.23,Success
OSA.BE,Osaka Gas Co Ltd,29-06-2018,,,0.21,Success
WEC,WEC Energy Group Inc,28-06-2018,16536.77,,0.96,Success
YXEP.F,Quebec Precious Metals Corp,28-06-2018,23.71,,-98.29,Success
AAGC,All American Gold Corp,28-06-2018,4.04,,,Success
NOG,Northern Oil and Gas Inc,27-06-2018,2524.14,,1.28,Success
EML.F,Emergent Metals Corp,27-06-2018,42.97,,-3.09,Success
EML.F,Emergent Metals Corp,27-06-2018,42.97,,-3.09,Success
CMS,CMS Energy Corp,25-06-2018,11386.61,,0.74,Success
DAN,Dana Inc,22-06-2018,2596.84,,-1.07,Success
BIP,Brookfield Infrastructure Partners LP,21-06-2018,8320.88,,0.0,Success
BLX.TO,Boralex Inc,20-06-2018,1851.02,,-0.21,Success
LNG,Cheniere Energy Inc,19-06-2018,14003.28,,2.23,Success
MTL.TO,Mullen Group Ltd,19-06-2018,921.98,,0.81,Success
BTE,Baytex Energy Corp,18-06-2018,2610.75,,2.43,Success
DEC,Diversified Energy Co PLC,14-06-2018,,,,Success
ENPH,Enphase Energy Inc,12-06-2018,596.12,,1.91,Success
DMEHF,Desert Mountain Energy Corp,10-06-2018,,,-2.31,Success
QEC.TO,Questerre Energy Corp,07-06-2018,291.39,,-0.15,Success
VTX.V,Vertex Resource Group Ltd,07-06-2018,,,0.64,Success
MMNFQ,MedMen Enterprises Inc,06-06-2018,4514.31,,,Success
774.F,AKITA Drilling Ltd,05-06-2018,,,0.44,Success
C1JT.F,Arrow Exploration Corp,04-06-2018,,,9.07,Success
IOSP,Innospec Inc,31-05-2018,1763.18,,-4.06,Success
PPL,PPL Corp,31-05-2018,14768.83,,0.43,Success
