Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status
2020-07-21,2019,ORA,Ormat Technologies Inc,746.04,380838.15,510.4768,Brown,Pomona Energy storage facility/Los Angeles,Brown,AltaGas Ltd,47.0,,2020-07-10,60.32,2020-07-31,57.75,-4.26,Completed
2020-07-20,2019,CVX,Chevron Corp,139865.0,30076970.71,215.0429,Brown,Noble Energy Inc,Neutral,,12680.6,,2020-07-09,67.26,2020-07-30,70.13,4.27,Completed
2020-07-20,2019,WEC,WEC Energy Group Inc,7523.1,22141602.72,2943.1488,Brown,260.9-MW Blooming Grove Wind Energy Center,Green,Invenergy LLC,,,2020-07-09,74.88,2020-07-30,81.49,8.83,Completed
2020-07-07,2019,RUN,Sunrun Inc,858.58,25437.11,29.627,Brown,Vivint Solar Inc,Green,,2865.31,,2020-06-26,18.58,2020-07-17,36.81,98.12,Completed
2020-06-04,2019,SMHI,SEACOR Marine Holdings Inc,174.45,3465.73,19.8663,Green,SEACOSCO Offshore LLC,Neutral,COSCO SHIPPING Holdings Co Ltd,3.63,,2020-05-22,1.54,2020-06-15,3.54,129.87,Completed
2020-05-18,2019,FTK,Flotek Industries Inc,119.35,1501.08,12.5769,Green,JP3 Measurement LLC,Brown,,34.47,,2020-05-07,4.86,2020-05-28,5.94,22.22,Completed
2020-05-07,2019,PLUG,Plug Power Inc,229.98,7545.15,32.8086,Brown,"Giner Elx Inc,United Hydrogen Group Inc",Green,,,,2020-04-24,4.4,2020-05-18,4.17,-5.23,Completed
2020-05-06,2019,WTTR,Select Water Solutions Inc,1291.59,85472.05,66.1759,Brown,Well chemical services business,Neutral,Baker Hughes Co,10.0,,2020-04-24,3.75,2020-05-18,4.53,20.75,Completed
2020-05-03,2019,BX,Blackstone Inc,7338.27,39166.07,5.3372,Green,Aypa Power LLC,Green,,,,2020-04-22,38.91,2020-05-13,42.41,8.99,Completed
2020-03-12,2019,ALE,ALLETE Inc,1240.5,4591359.2,3701.2166,Brown,300 MW Caddo Wind Project,Green,Greenlight Energy Resources Inc,,,2020-02-28,55.5,2020-03-23,42.03,-24.28,Completed
2020-03-04,2019,BX,Blackstone Inc,7338.27,39166.07,5.3372,Green,NRStor C&I Inc,Neutral,"Lake Bridge Capital Inc,Fengate Capital Management Ltd (Fund: LPF Equities Fund)",,,2020-02-21,51.44,2020-03-16,34.04,-33.83,Completed
2020-02-11,2019,D,Dominion Energy Inc,14401.0,25578454.27,1776.1582,Brown,Atlantic Coast Pipeline LLC,Brown,Southern Co Gas,175.0,,2020-01-31,68.36,2020-02-21,71.25,4.23,Completed
2020-02-11,2019,D,Dominion Energy Inc,14401.0,25578454.27,1776.1582,Brown,Pivotal Lng Inc,Brown,,,,2020-01-31,68.36,2020-02-21,71.25,4.23,Completed
2020-01-24,2019,VTOL,Bristow Group Inc,226.06,6351.99,28.0988,Brown,Bristow Group Inc/old,Neutral,,,,2020-01-13,17.9,2020-02-03,20.02,11.84,Completed
2019-12-19,2018,CHX,ChampionX Corp,1218.16,16364.42,13.4338,Green,ChampionX Holding Inc,Brown,Ecolab Inc,492.0,,2019-12-06,26.36,2019-12-30,32.89,24.73,Completed
2019-11-05,2018,UBS,UBS Group AG,40206.0,1479.95,0.0368,Green,Phoenix Wind Repower,Green,,,,2019-10-25,9.98,2019-11-15,10.36,3.74,Completed
2019-10-25,2018,D,Dominion Energy Inc,11199.0,20896503.62,1865.9259,Brown,Solar Generating Project,Green,First Solar Inc,,,2019-10-14,64.04,2019-11-04,65.46,2.23,Completed
2019-10-21,2018,VTOL,Bristow Group Inc,221.68,6466.18,29.1695,Brown,Aero Design Ltd,Neutral,,,,2019-10-10,19.3,2019-10-31,19.34,0.21,Completed
2019-10-18,2018,DTE,DTE Energy Co,14212.0,24853259.0,1748.7517,Brown,Gathering system & pipeline Haynesville/Louisiana,Brown,"Indigo Natural Resources LLC,Momentum Midstream LLC",2360.0,,2019-10-07,93.59,2019-10-28,88.81,-5.11,Completed
2019-10-08,2018,SHEL,Shell PLC,388379.0,35308345.34,90.9121,Brown,Hudson Energy Supply UK Ltd,Brown,Just Energy Group Inc,1.83,,2019-09-27,47.39,2019-10-18,46.27,-2.35,Completed
2019-10-02,2018,VTOL,Bristow Group Inc,221.68,6466.18,29.1695,Brown,Simplex Aerospace Corp,Neutral,,,,2019-09-20,21.0,2019-10-14,19.56,-6.86,Completed
2019-10-01,2018,NVAX,NOV Inc,34.29,502.42,14.653,Green,Denali Inc,Brown,Patriarch Partners LLC,,,2019-09-20,6.55,2019-10-11,4.56,-30.38,Completed
2019-09-30,2018,XIFR,XPLR Infrastructure LP,771.0,27777.64,36.0281,Green,Meade Pipeline Co LLC,Brown,Coterra Energy Inc,1370.0,,2019-09-19,38.31,2019-10-10,36.07,-5.86,Completed
2019-09-30,2018,XIFR,XPLR Infrastructure LP,771.0,27777.64,36.0281,Green,Central Penn Pipeline,Neutral,AltaGas Ltd,657.02,,2019-09-19,38.31,2019-10-10,36.07,-5.86,Completed
2019-09-26,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0009,Green,Hillstone Environmental Partners LLC,Neutral,Golden Gate Capital LP,642.5,,2019-09-13,11.66,2019-10-07,11.22,-3.75,Completed
2019-09-26,2018,D,Dominion Energy Inc,11199.0,20896503.62,1865.9259,Brown,"15 MW Myrtle Solar project,80 MW Greensville Solar facility",Green,Macquarie Group Ltd,,,2019-09-13,61.89,2019-10-07,63.99,3.39,Completed
2019-09-12,2018,DUK,Duke Energy Corp,24521.0,96560349.13,3937.8634,Brown,Solar project/Texas,Green,Canadian Solar Inc,,,2019-08-30,74.19,2019-09-23,76.32,2.87,Completed
2019-09-06,2018,KMI,Kinder Morgan Inc,14144.0,1722845.01,121.8075,Brown,Certain Assets,Neutral,Southcross Energy Partners LLC,76.0,,2019-08-26,14.17,2019-09-16,14.7,3.77,Completed
2019-09-03,2018,AMT,American Tower Corp,7440.1,619256.0,83.2322,Brown,Portfolio of wireless communications,Neutral,Grain Management LLC,,,2019-08-23,197.01,2019-09-13,187.27,-4.94,Completed
2019-08-20,2018,VST,Vistra Corp,9144.0,104042108.8,11378.1834,Brown,Ambit Energy Holdings LLC,Brown,,475.0,,2019-08-09,19.19,2019-08-30,21.64,12.74,Completed
2019-07-31,2018,RUN,Sunrun Inc,759.98,33181.98,43.6616,Brown,Specified customer pipeline & assembled workforce,Neutral,Omni Energy LLC,2.7,,2019-07-19,19.77,2019-08-12,16.01,-19.02,Completed
2019-07-24,2018,TTE,TotalEnergies SE,184106.0,40709232.89,221.1184,Brown,Mide Technology Corp,Neutral,,,,2019-07-12,39.82,2019-08-05,34.66,-12.95,Completed
2019-07-24,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,2346.925,Brown,Santa Rita East Wind Project,Green,Invenergy Renewables LLC,,,2019-07-12,73.49,2019-08-05,71.67,-2.47,Completed
2019-06-28,2018,CMI,Cummins Inc,23771.0,305969.7,12.8716,Green,Hydrogenics Corp,Green,,263.28,,2019-06-17,139.63,2019-07-08,145.46,4.18,Completed
2019-06-24,2018,AROC,Archrock Inc,904.44,15828.48,17.5008,Green,Elite Compression Services LLC,Brown,JDH Capital LLC,406.54,,2019-06-13,6.61,2019-07-05,7.33,10.85,Completed
2019-06-17,2018,VATE,INNOVATE Corp,1976.7,34472.78,17.4396,Green,Ampcng LLC,Green,,41.0,,2019-06-06,-7.03,2019-06-27,-7.06,,Completed
2019-06-17,2018,TTE,TotalEnergies SE,184106.0,40709232.89,221.1184,Brown,Go Electric Inc,Green,,,,2019-06-06,37.13,2019-06-27,39.22,5.63,Completed
2019-06-11,2018,PBF,PBF Energy Inc,27186.1,7313100.59,269.0015,Brown,Martinez refinery,Brown,Shell PLC,1200.0,,2019-05-31,23.96,2019-06-21,25.87,7.95,Completed
2019-06-11,2018,PLUG,Plug Power Inc,174.22,5775.31,33.1505,Brown,EnergyOr Technologies Inc,Green,,,,2019-05-31,2.56,2019-06-21,2.3,-10.16,Completed
2019-06-10,2018,CRK,Comstock Resources Inc,390.25,161084.53,412.7716,Brown,Covey Park Energy LLC,Brown,"Denham Capital Management LP (Fund: DCPF VI Oil and Gas Co-Investment Fund LP),Covey Park Holdings LLC",1947.28,,2019-05-30,4.36,2019-06-20,4.89,12.17,Completed
2019-06-03,2018,TTE,TotalEnergies SE,184106.0,40709232.89,221.1184,Brown,Toshiba America LNG Corp,Brown,Toshiba Corp,15.0,,2019-05-23,36.88,2019-06-13,37.26,1.05,Completed
2019-05-30,2018,DUK,Duke Energy Corp,24521.0,96560349.13,3937.8634,Brown,Palmer Solar project,Green,Juwi Inc,,,2019-05-17,69.02,2019-06-10,68.3,-1.04,Completed
2019-05-30,2018,DUK,Duke Energy Corp,24521.0,96560349.13,3937.8634,Brown,150-MW solar project/California,Green,Clearway Energy Group LLC,,,2019-05-17,69.02,2019-06-10,68.3,-1.04,Completed
2019-05-22,2018,NRG,NRG Energy Inc,9478.0,24788985.37,2615.4237,Brown,Retail energy business/Stream Energy Inc,Brown,Stream Energy Inc,300.0,,2019-05-10,31.35,2019-06-03,28.8,-8.12,Completed
2019-05-22,2018,OGE,OGE Energy Corp,2270.3,14129997.23,6223.8458,Brown,AES Shady Point plant/Oklahoma,Brown,,,,2019-05-10,32.05,2019-06-03,32.56,1.59,Completed
2019-05-17,2018,DUK,Duke Energy Corp,24521.0,96560349.13,3937.8634,Brown,100MW Lapetus Solar Energy Project,Green,7x Energy Inc,,,2019-05-06,70.06,2019-05-28,68.95,-1.59,Completed
2019-05-16,2018,CSIQ,Canadian Solar Inc,3744.51,159679.65,42.6436,Brown,100-MW solar farm,Green,Goldman Sachs Group Inc/The,,,2019-05-03,21.45,2019-05-28,17.77,-17.16,Completed
2019-05-14,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0009,Green,Mesquite Disposals Unlimited LLC,Brown,Mesquite SWD Inc,892.5,,2019-05-03,10.83,2019-05-24,11.73,8.31,Completed
2019-05-09,2018,OXY,Occidental Petroleum Corp,17824.0,10369999.94,581.7998,Brown,Anadarko Petroleum Corp,Brown,,55162.46,8.05,2019-04-26,53.91,2019-05-20,47.0,-12.8,Completed
2019-05-08,2018,MPLX,MPLX LP,7005.0,5300000.0,756.6024,Brown,Andeavor Logistics LP,Brown,Marathon Petroleum Corp,10178.07,10.59,2019-04-26,17.6,2019-05-20,17.34,-1.5,Completed
2019-05-08,2018,MPLX,MPLX LP,7005.0,5300000.0,756.6024,Brown,Andeavor Logistics LP,Brown,,3288.99,7.26,2019-04-26,17.6,2019-05-20,17.34,-1.5,Completed
2019-05-06,2018,TTE,TotalEnergies SE,184106.0,40709232.89,221.1184,Brown,Algeria Ghana Mozambique & South Africa assets/Anadarko Petroleum Corp,Brown,Occidental Petroleum Corp,8800.0,,2019-04-25,38.89,2019-05-16,37.77,-2.88,Completed
2019-05-06,2018,AMPY,Amplify Energy Corp,340.14,113197.86,332.7939,Brown,Amplify Energy Corp/TX,Brown,,484.75,5.09,2019-04-25,10.36,2019-05-16,7.2,-30.55,Completed
2019-05-01,2018,ULBI,Ultralife Corp,87.19,3475.37,39.8598,Brown,Southwest Electronic Energy Corp,Neutral,,,,2019-04-18,10.93,2019-05-13,8.6,-21.32,Completed
2019-04-29,2018,GNRC,Generac Holdings Inc,2023.46,63554.44,31.4087,Brown,Pika Energy Inc,Green,"Clean Energy Venture Management LLC,CEI Ventures Inc (Fund: Coastal Ventures IV LP)",49.1,,2019-04-18,55.02,2019-05-09,58.08,5.56,Completed
2019-04-29,2018,HLX,Helix Energy Solutions Group Inc,739.82,18016.26,24.3523,Green,Hampton Inn & Suites Mystic,Neutral,Hilton Worldwide Holdings Inc,,,2019-04-18,8.38,2019-05-09,7.48,-10.74,Completed
2019-04-23,2018,MUR,Murphy Oil Corp,1764.5,1347884.95,763.8915,Brown,Deep Water Gulf of Mexico oil assets,Brown,"LLOG Exploration Offshore LLC,Llog Bluewater Holdings LLC",1375.0,,2019-04-12,24.13,2019-05-03,21.54,-10.74,Completed
2019-04-22,2018,NOG,Northern Oil and Gas Inc,678.92,229013.78,337.3185,Brown,Williston Basin properties/Valorem Energy LLC,Green,Valorem Energy LLC,295.0,,2019-04-11,23.0,2019-05-02,20.53,-10.73,Completed
2019-04-11,2018,REI,Ring Energy Inc,108.91,49559.59,455.0437,Brown,Northwest shelf assets/Texas,Brown,Wishbone Energy Partners LLC,275.86,,2019-03-29,5.87,2019-04-22,5.45,-7.16,Completed
2019-03-11,2018,WM,Waste Management Inc,14914.0,16272145.03,1091.0651,Brown,PetroWaste Environmental LP,Brown,Tailwater Capital LLC,,,2019-02-28,91.15,2019-03-21,92.26,1.21,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,82.3732,Brown,Gregory Rockhouse Ranch Inc,Neutral,,59.6,,2019-02-15,8.76,2019-03-11,9.65,10.05,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,82.3732,Brown,Pro-Well Testing & Wireline Inc,Neutral,,12.4,,2019-02-15,8.76,2019-03-11,9.65,10.05,Completed
2019-03-01,2018,WTTR,Select Water Solutions Inc,1528.93,125942.82,82.3732,Brown,Resource Water Transfer Services LP,Neutral,,9.0,,2019-02-15,8.76,2019-03-11,9.65,10.05,Completed
2019-02-26,2018,REI,Ring Energy Inc,108.91,49559.59,455.0437,Brown,North central basin platform assets/Texas,Brown,Wishbone Energy Partners LLC,291.26,,2019-02-15,6.29,2019-03-08,5.95,-5.41,Completed
2019-02-12,2018,AEP,American Electric Power Co Inc,16195.7,38010092.99,2346.925,Brown,AEP Wind Holdings LLC,Green,Sempra,894.0,,2019-02-01,63.36,2019-02-22,66.01,4.18,Completed
2019-02-07,2018,VST,Vistra Corp,9144.0,104042108.8,11378.1834,Brown,Crius Energy Trust,Neutral,,494.95,7.32,2019-01-25,21.16,2019-02-19,22.83,7.87,Completed
2019-01-30,2018,CVX,Chevron Corp,158902.0,33080349.48,208.1808,Brown,"Pasadena Refining System Inc,Prsi Trading LLC",Brown,Petrobras America Inc,350.0,,2019-01-18,87.03,2019-02-11,89.0,2.26,Completed
2019-01-30,2018,NGL,NGL Energy Partners LP,16907.3,15.84,0.0009,Green,Wholesale propane business,Neutral,DCP Midstream LP,,,2019-01-18,8.56,2019-02-11,8.98,4.9,Completed
2019-01-21,2018,HLX,Helix Energy Solutions Group Inc,739.82,18016.26,24.3523,Green,Lease in GOM,Brown,Marathon Oil Corp,,,2019-01-10,6.76,2019-01-31,6.83,1.04,Completed
2019-01-18,2018,CVI,CVR Energy Inc,7124.0,2336579.18,327.987,Brown,CVR Refining LP,Neutral,,300.97,2.71,2019-01-07,21.12,2019-01-28,21.84,3.37,Completed
2019-01-18,2018,SUN,Sunoco LP,16994.0,18978.99,1.1168,Green,"wholesale fuel distribution business/Schmitt Sales Inc,Convenience stores/Speedway LLC",Neutral,"Marathon Petroleum Corp,Schmitt Sales Inc",50.0,,2019-01-07,16.31,2019-01-28,17.53,7.52,Completed
2019-01-16,2018,AMRC,Ameresco Inc,787.14,21124.06,26.8365,Green,Maximum Solar LLC,Green,,,,2019-01-04,14.54,2019-01-28,14.63,0.62,Completed
2019-01-15,2018,CE,Celanese Corp,7155.0,907971.55,126.9003,Brown,Synthesis gas production unit,Brown,Linde PLC,,,2019-01-04,80.09,2019-01-25,85.18,6.35,Completed
2019-01-11,2018,ADM,Archer-Daniels-Midland Co,64341.0,7239751.97,112.5216,Brown,Florida Chemical Co Inc,Brown,Flotek Industries Inc,175.0,,2018-12-31,34.22,2019-01-22,36.39,6.32,Completed
2018-12-21,2017,ARES,Ares Management Corp,1674.71,745.75,0.4453,Green,3 Operating utility-scale wind facilities/Texas,Green,BP PLC,,,2018-12-10,17.27,2018-12-31,14.32,-17.09,Completed
2018-12-20,2017,OGE,OGE Energy Corp,2261.1,15205143.73,6724.6666,Brown,"Shady Power Plant / OK,Oklahome Cogeneration Facility / OK",Brown,"AES Corp/The,Oklahoma Cogeneration LLC",53.0,,2018-12-07,30.68,2018-12-31,29.71,-3.14,Completed
2018-12-20,2017,REI,Ring Energy Inc,66.58,31907.7,479.2399,Brown,Certain Assets,Neutral,Carlyle Group Inc/The,17.38,,2018-12-07,7.02,2018-12-31,5.08,-27.64,Completed
2018-12-19,2017,TDY,Teledyne Technologies Inc,2149.9,61951.73,28.8161,Green,Scientific Imaging businesses/Roper,Neutral,Roper Technologies Inc,225.0,,2018-12-07,204.02,2018-12-31,207.07,1.49,Completed
2018-12-19,2017,CPK,Chesapeake Utilities Corp,617.58,226696.8,367.071,Brown,Marlin Gas Transport Inc,Brown,,,,2018-12-07,79.09,2018-12-31,72.48,-8.35,Completed
2018-12-18,2017,CPK,Chesapeake Utilities Corp,617.58,226696.8,367.071,Brown,Propane operating assets/RF Ohl Fuel Oil Inc,Brown,RF Ohl Fuel Oil Inc,,,2018-12-07,79.09,2018-12-28,70.98,-10.25,Completed
2018-12-17,2017,VVV,Valvoline Inc,2084.0,10140.31,4.8658,Green,Valvoline Instant Oil Change service centers/Southern California,Brown,,,,2018-12-06,19.32,2018-12-27,17.78,-7.97,Completed
2018-12-12,2017,SPXC,SPX Technologies Inc,1425.8,30714.27,21.5418,Green,Marine & obstruction lighting business/Carmanah Technologies Corp,Neutral,Carmanah Technologies Corp,57.77,,2018-11-30,29.58,2018-12-24,25.5,-13.79,Completed
2018-12-12,2017,KMI,Kinder Morgan Inc,13705.0,1707366.28,124.5798,Brown,Oilfield/Borden Reinecke USA,Brown,Sino GeoPhysical Co Ltd,19.57,,2018-11-30,11.72,2018-12-24,10.1,-13.83,Completed
2018-12-12,2017,BKH,Black Hills Corp,1680.27,3918307.12,2331.9564,Brown,29MW Busch Ranch wind farm/Colorado,Green,AltaGas Ltd,16.0,,2018-11-30,52.62,2018-12-24,47.98,-8.82,Completed
2018-12-10,2017,ENB,Enbridge Inc,44378.0,8305905.16,187.1627,Brown,Leismer pipelines & Cheecham storage terminal,Brown,Athabasca Oil Corp,197.93,,2018-11-29,22.87,2018-12-20,21.46,-6.14,Completed
2018-11-30,2017,AMRC,Ameresco Inc,717.15,17007.82,23.7158,Green,TerraNavigator LLC,Green,,,,2018-11-19,14.37,2018-12-10,14.72,2.44,Completed
2018-11-27,2017,APH,Amphenol Corp,7011.3,66150.0,9.4348,Green,SSI Controls Technologies,Neutral,SSI Technologies Inc,400.0,,2018-11-16,20.82,2018-12-07,19.6,-5.85,Completed
2018-11-26,2017,D,Dominion Energy Inc,12586.0,30334871.76,2410.2075,Brown,Dominion Energy Midstream Partners LP,Brown,,891.98,4.56,2018-11-15,55.23,2018-12-06,56.86,2.95,Completed
2018-11-19,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2288.1168,Brown,Trans Bay Cable LLC,Neutral,SteelRiver Infrastructure Partners LP,1000.0,,2018-11-08,37.21,2018-11-29,38.13,2.46,Completed
2018-11-15,2017,SUN,Sunoco LP,11723.0,18366.19,1.5667,Green,Refined Products Terminals business/American Midstream Partners LP,Brown,American Midstream Partners LP,125.0,,2018-11-02,15.54,2018-11-26,16.4,5.56,Completed
2018-11-13,2017,PUMP,ProPetro Holding Corp,981.86,17796.84,18.1255,Green,Pressure pumping assets/Pioneer Natural Resources Co,Brown,Pioneer Natural Resources Co,398.37,,2018-11-02,17.59,2018-11-23,17.94,1.99,Completed
2018-11-08,2017,WES,Western Midstream Partners LP,2248.36,6916.39,3.0762,Green,Western Midstream Operating LP,Brown,,9369.62,13.93,2018-10-26,16.59,2018-11-19,16.62,0.16,Completed
2018-11-06,2017,XEL,Xcel Energy Inc,11404.0,47199447.36,4138.8502,Brown,Mankato Energy Center LLC,Brown,Southern Co/The,650.0,,2018-10-26,39.9,2018-11-16,42.0,5.26,Completed
2018-11-06,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,475.7225,Brown,Northwest Martin & Northeast Andrews oil production assets/TX,Brown,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,,2018-10-26,90.01,2018-11-16,90.54,0.6,Completed
2018-11-01,2017,OVV,Ovintiv Inc,4443.0,3136000.17,705.8294,Brown,Ovintiv Exploration Inc,Brown,,2172.0,1.55,2018-10-19,46.92,2018-11-12,35.27,-24.84,Completed
2018-10-31,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,475.7225,Brown,Ajax Resources LLC,Brown,Kelso & Co LP,,,2018-10-19,100.56,2018-11-12,87.22,-13.27,Completed
2018-10-25,2017,PTEN,Patterson-UTI Energy Inc,2356.68,200653.73,85.1424,Brown,Current Power Solutions Inc,Neutral,,,,2018-10-12,14.5,2018-11-05,15.06,3.87,Completed
2018-10-18,2017,SRE,Sempra,9640.0,5113015.16,530.3958,Brown,InfraREIT Inc,Neutral,,1864.34,15.51,2018-10-05,47.14,2018-10-29,45.66,-3.15,Completed
2018-10-18,2017,VLO,Valero Energy Corp,93980.0,26831803.32,285.5055,Brown,Valero Energy Partners LP,Brown,,950.47,7.54,2018-10-05,89.09,2018-10-29,66.47,-25.39,Completed
2018-10-16,2017,SUN,Sunoco LP,11723.0,18366.19,1.5667,Green,Fuel distribution business/Brenco Marketing Corp,Neutral,Brenco Marketing Corp,24.0,,2018-10-05,16.82,2018-10-26,15.17,-9.86,Completed
2018-10-16,2017,TDY,Teledyne Technologies Inc,2149.9,61951.73,28.8161,Green,Certain Assets,Neutral,Falcon Analytical Systems & Technologies LLC,,,2018-10-05,238.67,2018-10-26,216.06,-9.47,Completed
2018-10-15,2017,NINE,Nine Energy Service Inc,2603.8,18674.06,7.1719,Green,Magnum Oil Tools International Ltd,Brown,,496.21,,2018-10-04,32.3,2018-10-25,35.47,9.81,Completed
2018-10-11,2017,EXC,Exelon Corp,33586.0,10200734.34,303.7198,Brown,PFMG Solar LLC,Green,Spear Point Energy LLC,,,2018-09-28,24.83,2018-10-22,24.74,-0.37,Completed
2018-10-08,2017,FET,Forum Energy Technologies Inc,818.62,10986.91,13.4213,Green,Global Heat Transfer Inc,Brown,Pelican Energy Partners LP,,,2018-09-27,209.0,2018-10-18,185.6,-11.2,Completed
2018-09-27,2017,MPLX,MPLX LP,3867.0,434750.11,112.4257,Brown,430 acre Pin Oak Terminals facility,Neutral,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450.0,,2018-09-14,18.83,2018-10-08,18.58,-1.33,Completed
2018-09-20,2017,ED,Consolidated Edison Inc,12033.0,3014998.84,250.5609,Brown,US renewables portfolio & midstream assets,Green,Sempra,1540.0,,2018-09-07,63.2,2018-10-01,59.8,-5.38,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,187.1627,Brown,Enbridge Energy Partners LP,Brown,,9200.84,7.16,2018-09-07,23.48,2018-09-28,22.28,-5.09,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,187.1627,Brown,Enbridge Income Fund Holdings Inc,Neutral,,3653.14,,2018-09-07,23.48,2018-09-28,22.28,-5.09,Completed
2018-09-18,2017,ENB,Enbridge Inc,44378.0,8305905.16,187.1627,Brown,Enbridge Energy Management LLC,Neutral,,994.11,,2018-09-07,23.48,2018-09-28,22.28,-5.09,Completed
2018-09-06,2017,AMRC,Ameresco Inc,717.15,17007.82,23.7158,Green,Chelsea Group Ltd,Brown,,,,2018-08-24,14.7,2018-09-17,13.45,-8.5,Completed
2018-08-30,2017,AEP,American Electric Power Co Inc,15424.9,39515012.33,2561.7678,Brown,1.4 MW Fuel cell power plant/US,Neutral,FuelCell Energy Inc,,,2018-08-17,57.55,2018-09-10,58.26,1.24,Completed
2018-08-24,2017,ENB,Enbridge Inc,44378.0,8305905.16,187.1627,Brown,Spectra Energy Partners LP,Brown,,3158.62,17.59,2018-08-13,24.64,2018-09-04,23.54,-4.45,Completed
2018-08-23,2017,ROCK,Gibraltar Industries Inc,986.92,33174.79,33.6145,Brown,SolarBOS,Green,,6.4,,2018-08-10,43.35,2018-09-04,45.8,5.65,Completed
2018-08-22,2017,ETR,Entergy Corp,11074.48,33135506.76,2992.0596,Brown,810-megawatt Choctaw plant,Neutral,NRG Energy Inc,314.0,,2018-08-10,29.14,2018-09-04,29.46,1.09,Completed
2018-08-14,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,475.7225,Brown,Energen Corp,Brown,,9144.68,11.25,2018-08-03,103.38,2018-08-24,96.33,-6.82,Completed
2018-08-09,2017,FANG,Diamondback Energy Inc,1211.84,576499.11,475.7225,Brown,Midland basin assets/Texas,Brown,Ajax Resources LLC,1241.63,,2018-07-27,104.6,2018-08-20,95.73,-8.48,Completed
2018-08-08,2017,STWD,Starwood Property Trust Inc,1154.95,4048.77,3.5056,Green,Energy Financial Services business/General Electric Co,Neutral,General Electric Co,2010.0,,2018-07-27,12.13,2018-08-20,11.87,-2.18,Completed
2018-08-06,2017,KOS,Kosmos Energy Ltd,675.57,337587.06,499.7048,Brown,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC",Neutral,"Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225.0,,2018-07-26,7.42,2018-08-16,7.42,0.0,Completed
2018-08-01,2017,BIP,Brookfield Infrastructure Partners LP,3535.0,426787.71,120.732,Brown,Enercare Inc,Brown,,2392.9,10.72,2018-07-20,18.48,2018-08-13,18.7,1.18,Completed
2018-08-01,2017,SUN,Sunoco LP,11723.0,18366.19,1.5667,Green,Sandford Oil Co Inc,Brown,,66.0,,2018-07-20,14.12,2018-08-13,15.33,8.58,Completed
2018-08-01,2017,CRK,Comstock Resources Inc,255.33,122144.84,478.3784,Brown,Haynesville shale property/US,Brown,Enduro Resource Partners LLC,37.0,,2018-07-20,10.45,2018-08-13,8.3,-20.51,Completed
2018-07-31,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,W Energy Partners LLC,Brown,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,2018-07-20,30.14,2018-08-10,28.46,-5.56,Completed
2018-07-31,2017,GPRE,Green Plains Inc,3596.17,1720434.63,478.408,Brown,2 cattle feeding operations of Bartlett Cattle Co LC,Brown,Bartlett Cattle Co LP,16.0,,2018-07-20,15.43,2018-08-10,17.27,11.95,Completed
2018-07-30,2017,NEE,NextEra Energy Inc,17173.0,39293829.13,2288.1168,Brown,City Gas Co Of Florida,Brown,Southern Co/The,,,2018-07-19,36.18,2018-08-09,36.31,0.35,Completed
2018-07-25,2017,OKE,ONEOK Inc,12173.91,2899999.86,238.2144,Brown,West Texas LPG Pipeline LP,Brown,Martin Midstream Partners LP,193.7,,2018-07-13,46.12,2018-08-06,44.59,-3.3,Completed
2018-07-25,2017,PLUG,Plug Power Inc,100.15,4442.44,44.3565,Brown,American Fuel Cell LLC,Green,Excell Partners Inc,,,2018-07-13,2.05,2018-08-06,1.97,-3.9,Completed
2018-07-24,2017,HAL,Halliburton Co,20620.0,1859703.13,90.1893,Brown,Athlon Solutions LLC,Neutral,,,,2018-07-13,39.81,2018-08-03,36.91,-7.28,Completed
2018-07-18,2017,NOG,Northern Oil and Gas Inc,209.32,180735.58,863.4427,Brown,Oil production/North Dakota,Brown,Pivotal Petroleum Partners LP,148.57,,2018-07-06,28.9,2018-07-30,30.14,4.27,Completed
