Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales (Million $),Acquirer_GHG_Emissions (Metric Tonnes),Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price ($),T_plus_10_Date,T_plus_10_Price ($),Percent_Return,Deal Status
2023-08-16,2022,OXY,Occidental Petroleum Corp,36634.0,17551718.18,479.1101,Brown,Carbon Engineering Ltd,Green,"BHP Group Ltd,Airbus SE,Air Canada,Thomvest Ventures Inc,Lowercase Capital LLC (Fund: Lowercase Frontier LP),Starlight Ventures Inc,First Round Capital (Fund: First Round Capital VII LP),Oxy Low Carbon Ventures LLC,Bethel Lands Corp Ltd,Carbon Order Ltd,Rusheen Capital Management LLC,Chevron ...",813.12,,2023-08-04,61.82,2023-08-28,60.58,-2.02,Completed
2023-08-14,2022,TS,Tenaris SA,11762.53,590.46,0.0502,Green,Pipeline Performance Group LLC,Brown,Mattr Corp,182.6,,2023-08-03,30.34,2023-08-24,30.9,1.85,Completed
2023-08-11,2022,AMRC,Ameresco Inc,1824.42,324048.0,177.6168,Green,Clean energy asset/Bright Canyon Energy Corp,Green,Pinnacle West Capital Corp,,,2023-07-31,58.21,2023-08-21,47.37,-18.62,Completed
2023-08-02,2022,NU,Eversource Energy,4792.23,67.3,0.014,Green,Community water system/Pinehills Water Co,Neutral,Pinehills Water Co Inc,,,2023-07-21,7.92,2023-08-14,7.94,0.25,Completed
2023-08-01,2022,VST,Vistra Corp,13728.0,31607742.71,2302.4288,Brown,Tricor Group LLC,Neutral,,,,2023-07-21,27.7,2023-08-11,29.44,6.28,Completed
2023-07-19,2022,AMPS,Altus Power Inc,101.16,440.41,4.3535,Green,4.4 MW operating solar assets/Southern California,Green,Apollo Global Management Inc,,,2023-07-07,5.82,2023-07-31,6.81,17.01,Completed
2023-07-18,2022,BRY,Berry Corp,918.34,668476.67,727.9177,Brown,Macpherson Energy Corp,Brown,,70.0,,2023-07-07,6.02,2023-07-28,6.46,7.29,Completed
2023-07-13,2022,XOM,Exxon Mobil Corp,398675.0,109000000.0,273.4057,Brown,Denbury Inc,Brown,,4522.62,7.72,2023-06-30,101.03,2023-07-24,99.4,-1.61,Completed
2023-07-11,2022,REI,Ring Energy Inc,347.25,191090.0,550.296,Brown,Central Basin Platform asset/Founders Oil & Gas IV LLC,Brown,Founders Oil & Gas IV LLC,75.0,,2023-06-30,1.71,2023-07-21,2.16,26.32,Completed
2023-07-05,2022,PTEN,Patterson-UTI Energy Inc,2647.59,272020.56,102.7426,Brown,Ulterra Drilling Technologies LP,Brown,Blackstone Inc,773.48,,2023-06-23,10.82,2023-07-17,13.5,24.78,Completed
2023-07-01,2022,VTLE,Vital Energy Inc,1920.8,386367.84,201.1499,Brown,Portfolio of basin assets/Tall City Property Holdings III LLC,Brown,Tall City Property Holdings III LLC,353.5,,2023-06-20,41.92,2023-07-11,48.04,14.6,Completed
2023-06-30,2022,CMI,Cummins Inc,28074.0,154826.97,5.515,Green,Hydrogenics Corp,Green,Air Liquide SA,,,2023-06-16,225.96,2023-07-10,242.44,7.29,Completed
2023-06-30,2022,NOG,Northern Oil and Gas Inc,1570.54,351378.58,223.7318,Brown,Delaware Basin assets/Forge Energy II LLC,Neutral,Vital Energy Inc,,,2023-06-16,30.86,2023-07-10,32.8,6.27,Completed
2023-06-20,2022,CIVI,Civitas Resources Inc,3791.4,1250800.0,329.9047,Brown,Hibernia Energy III LLC,Brown,NGP Energy Capital Management LLC,2250.0,,2023-06-09,59.97,2023-06-30,60.2,0.38,Completed
2023-06-19,2022,CIVI,Civitas Resources Inc,3791.4,1250800.0,329.9047,Brown,Tap Rock Resources LLC,Brown,NGP Energy Capital Management LLC,2450.0,,2023-06-08,60.44,2023-06-29,59.66,-1.29,Completed
2023-06-15,2022,PTEN,Patterson-UTI Energy Inc,2647.59,272020.56,102.7426,Brown,NexTier Oilfield Solutions Inc,Neutral,,2106.35,3.72,2023-06-02,10.46,2023-06-26,11.01,5.25,Completed
2023-06-15,2022,NOG,Northern Oil and Gas Inc,1570.54,351378.58,223.7318,Brown,Delaware basin assets/Northern,Green,Earthstone Energy Inc,468.4,,2023-06-02,29.09,2023-06-26,30.3,4.14,Completed
2023-06-01,2022,CEG,Constellation Energy Corp,24440.0,9108347.0,372.682,Brown,South Texas Project Electric Generating Station/Houston,Brown,NRG Energy Inc,1750.0,,2023-05-19,81.17,2023-06-12,92.47,13.91,Completed
2023-05-26,2022,COP,ConocoPhillips,78494.0,4988534.87,63.5531,Brown,Surmont Sand & Gravel Ltd,Brown,TotalEnergies SE,3000.0,,2023-05-15,94.82,2023-06-05,96.5,1.77,Completed
2023-05-22,2022,CVX,Chevron Corp,235717.0,53000000.0,224.8459,Brown,PDC Energy Inc,Brown,,7874.41,2.66,2023-05-11,143.78,2023-06-01,141.42,-1.65,Completed
2023-05-12,2022,VTLE,Vital Energy Inc,1920.8,386367.84,201.1499,Brown,Forge Energy II LLC,Neutral,EnCap Investments LP,378.0,,2023-05-01,46.16,2023-05-22,46.11,-0.11,Completed
2023-05-04,2022,SUN,Sunoco LP,25729.0,106370.67,4.1343,Green,16 refined product terminals/East Coast & Midwes,Neutral,Zenith Energy Ltd,110.0,,2023-04-21,39.64,2023-05-15,39.52,-0.31,Completed
2023-05-03,2022,CRGY,Crescent Energy Co,3057.06,1123252.0,367.4282,Brown,Western Eagle Ford asset/US,Neutral,Mesquite Exploration Ltd,600.0,,2023-04-21,10.53,2023-05-15,9.32,-11.53,Completed
2023-05-01,2022,ENB,Enbridge Inc,53309.0,7717086.43,144.7614,Brown,"Aitken Creek natural gas storage facility/British Columbia,Aitken Creek North gas storage facility/British Columbia",Brown,Fortis Inc/Canada,295.56,,2023-04-20,35.47,2023-05-11,35.57,0.28,Completed
2023-04-28,2022,TRP,TC Energy Corp,12309.0,21133585.11,1716.9214,Brown,155 MW Fluvanna Wind Farm/Scurry County,Green,,99.0,,2023-04-17,38.1,2023-05-08,37.74,-0.94,Completed
2023-04-27,2022,SU,Suncor Energy Inc,58336.0,16817507.15,288.2869,Brown,TotalEnergies EP Canada Ltd,Brown,TotalEnergies SE,1078.1,,2023-04-14,30.42,2023-05-08,27.99,-8.0,Completed
2023-04-20,2022,WULF,Terawulf Inc,15.03,49.2,3.2731,Green,Nautilus Cryptomine facility,Brown,Cumulus Coin LLC,,,2023-04-06,1.0,2023-05-01,1.67,67.0,Completed
2023-04-12,2022,WHD,Cactus Inc,688.37,8664.04,12.5863,Green,Flexsteel Pipeline Technologies Inc,Brown,,,,2023-03-31,40.41,2023-04-24,42.22,4.46,Completed
2023-04-11,2022,D,Dominion Energy Inc,13938.0,16875266.4,1210.738,Brown,108 MWdc Foxhound Solar project/Longroad Energy Holdings LLC,Green,Longroad Energy Holdings LLC,,,2023-03-31,50.44,2023-04-21,52.06,3.22,Completed
2023-04-10,2022,LBRT,Liberty Energy Inc,4149.23,1995196.0,480.8596,Green,Siren Energy LLC,Green,,75.7,,2023-03-30,12.22,2023-04-20,12.96,6.04,Completed
2023-04-03,2022,OVV,Ovintiv Inc,12464.0,2871927.31,230.4178,Brown,"PetroLegacy Energy I LLC,Piedra Resources LLC,Black Swan Oil & Gas LLC",Brown,EnCap Investments LP,4321.93,,2023-03-23,32.3,2023-04-13,36.56,13.17,Completed
2023-03-28,2022,VRN,Veren Inc,3512.3,719333.0,204.804,Brown,Spartans oil & liquids-rich Montney assets/Spartan Delta Corp,Brown,Spartan Delta Corp,1249.5,,2023-03-17,5.41,2023-04-10,7.02,29.78,Completed
2023-03-24,2022,SPRU,Spruce Power Holding Corp,23.19,108.62,4.6829,Green,SS Holdings 2017 LLC,Neutral,,,,2023-03-13,6.11,2023-04-03,6.64,8.64,Completed
2023-03-08,2022,KLXE,KLX Energy Services Holdings Inc,781.6,12508.74,16.004,Green,Greene's Energy Group LLC,Brown,Denham Capital Management LP,,,2023-02-24,12.63,2023-03-20,11.91,-5.7,Completed
2023-03-06,2022,VST,Vistra Corp,13728.0,31607742.71,2302.4288,Brown,Energy Harbor Corp,Green,,6763.0,,2023-02-23,21.62,2023-03-16,24.35,12.62,Completed
2023-03-03,2022,EQNR,Equinor ASA,149004.0,11434603.14,76.7402,Brown,Suncor Energy UK Ltd,Green,Suncor Energy Inc,882.48,,2023-02-17,25.03,2023-03-13,23.68,-5.38,Completed
2023-03-02,2022,PLUG,Plug Power Inc,701.44,17435.66,24.857,Brown,Alloy Custom Products LLC,Brown,Cryogenic Industrial Solutions LLC,,,2023-02-17,15.58,2023-03-13,12.4,-20.41,Completed
2023-03-02,2022,PLUG,Plug Power Inc,701.44,17435.66,24.857,Brown,WesMor Cryogenics LLC,Brown,Cryogenic Industrial Solutions LLC,,,2023-02-17,15.58,2023-03-13,12.4,-20.41,Completed
2023-02-28,2022,REPX,Riley Exploration Permian Inc,321.74,46928.07,145.8557,Brown,Oil & gas assets/Pecos Oil & Gas LLC,Brown,Pecos Oil & Gas LLC,330.0,,2023-02-17,28.54,2023-03-10,30.18,5.74,Completed
2023-02-16,2022,DNOW,DNOW Inc,2136.0,19243.0,9.0089,Green,EcoVapor Recovery Systems LLC,Green,,,,2023-02-03,13.89,2023-02-27,12.76,-8.14,Completed
2023-02-15,2022,VTLE,Vital Energy Inc,1920.8,386367.84,201.1499,Brown,Driftwood Energy Operating LLC,Brown,,212.94,,2023-02-03,52.92,2023-02-27,52.15,-1.46,Completed
2023-02-06,2022,GLNG,Golar LNG Ltd,267.74,777147.65,2902.6206,Brown,2.4 MTPA floating liquefaction facility,Neutral,New Fortress Energy Inc,193.72,,2023-01-26,21.85,2023-02-16,21.67,-0.86,Completed
2023-01-24,2022,MTDR,Matador Resources Co,3039.22,973869.0,320.4343,Brown,Advance Energy Partners Holdings LLC,Neutral,EnCap Investments LP,1600.0,,2023-01-13,58.07,2023-02-03,60.17,3.62,Completed
2023-01-18,2022,SHEL,Shell PLC,381314.0,41006166.52,107.5391,Brown,Volta Inc,Neutral,,149.16,,2023-01-06,52.3,2023-01-30,53.36,2.03,Completed
2023-01-18,2022,DUK,Duke Energy Corp,28768.0,78800000.0,2739.1546,Brown,Pike Engineering LLC,Brown,,,,2023-01-06,95.9,2023-01-30,92.67,-3.37,Completed
2023-01-05,2022,PSX,Phillips 66,169990.0,27764607.2,163.3308,Brown,DCP Midstream LP,Brown,,3783.87,7.47,2022-12-23,95.88,2023-01-17,94.57,-1.38,Completed
2023-01-04,2022,HASI,HA Sustainable Infrastructure,239.74,0.0,0.0,Green,Portfolio of 1.3 GW renewables/US,Green,AES Corp/The,,,2022-12-23,26.44,2023-01-17,30.71,16.16,Completed
2023-01-03,2022,TRGP,Targa Resources Corp,20929.8,8434072.29,402.9696,Brown,Grand Prix NGL Pipeline,Brown,Blackstone Inc,1050.0,,2022-12-23,69.81,2023-01-13,71.75,2.78,Completed
2023-01-03,2022,AMPS,Altus Power Inc,101.16,440.41,4.3535,Green,220 mw solar assets/True Green Capital Management LLC,Green,True Green Capital Management LLC,293.0,,2022-12-23,6.37,2023-01-13,8.41,32.03,Completed
2023-01-03,2022,SHEL,Shell PLC,381314.0,41006166.52,107.5391,Brown,TF Hudgins Inc,Brown,CapStreet Group LLC/The,,,2022-12-23,52.78,2023-01-13,54.45,3.17,Completed
2022-12-21,2021,AM,Antero Midstream Corp,898.2,850474.99,946.8638,Brown,Certain compression assets/Utica,Neutral,EnLink Midstream LLC,10.0,,2022-12-09,8.81,2023-01-03,9.01,2.33,Completed
2022-12-19,2021,LINK,Interlink Electronics Inc,7.48,1280.43,171.2263,Brown,"KWJ Engineering Inc,Spec Sensors LLC",Brown,,2.0,,2022-12-08,6.06,2022-12-29,5.67,-6.38,Completed
2022-12-17,2021,CPK,Chesapeake Utilities Corp,569.97,221805.0,389.1534,Brown,Propane operating assets/Hernando Gas LLC,Neutral,Hernando Gas LLC,,,2022-12-06,113.88,2022-12-27,113.86,-0.02,Completed
2022-12-06,2021,NRG,NRG Energy Inc,26989.0,18279398.4,677.2907,Brown,Vivint Smart Home Inc,Neutral,,5017.07,9.53,2022-11-25,39.35,2022-12-16,28.98,-26.35,Completed
2022-11-28,2021,PATK,Patrick Industries Inc,4078.09,62251.64,15.2649,Green,Transhield Inc,Neutral,Ancor Holdings LP,,,2022-11-17,33.55,2022-12-08,35.73,6.5,Completed
2022-11-18,2021,CVX,Chevron Corp,155606.0,28582001.82,183.6819,Brown,Beyond6 LLC,Neutral,,,,2022-11-07,168.04,2022-11-28,162.72,-3.16,Completed
2022-11-18,2021,CVX,Chevron Corp,155606.0,28582001.82,183.6819,Brown,Beyond6 LLC,Green,"Mercuria Energy Trading Inc,Unknown Seller",,,2022-11-07,168.04,2022-11-28,162.72,-3.16,Completed
2022-11-16,2021,FANG,Diamondback Energy Inc,5567.0,1253208.51,225.1138,Brown,Lario Permian LLC,Brown,Lario Oil & Gas Co,1494.76,,2022-11-04,143.39,2022-11-28,129.47,-9.71,Completed
2022-11-15,2021,CMC,Commercial Metals Co,6729.76,49.52,0.0074,Green,Metals recycling facility & related assets/Galveston,Neutral,"Kodiak Properties LLC,Kodiak Resources Inc",,,2022-11-04,44.5,2022-11-25,46.57,4.65,Completed
2022-11-11,2021,AIV,Apartment Investment and Management Co,172.11,2054.3,11.9357,Green,Howard Energy Partners,Brown,,,,2022-10-31,7.41,2022-11-21,7.46,0.63,Completed
2022-11-07,2021,CPK,Chesapeake Utilities Corp,569.97,221805.0,389.1534,Brown,Planet Found Energy Development LLC,Brown,,9.4,,2022-10-27,117.8,2022-11-17,108.01,-8.31,Completed
2022-11-06,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,848.8862,Brown,STX Midstream pipeline/NextEra Energy Partners LP,Brown,XPLR Infrastructure LP,1831.0,,2022-10-26,15.29,2022-11-16,16.13,5.47,Completed
2022-11-02,2021,PUMP,ProPetro Holding Corp,874.51,14877.68,17.0125,Green,Silvertip Completion Services,Green,,136.16,,2022-10-21,11.28,2022-11-14,11.33,0.44,Completed
2022-11-02,2021,CEG,Constellation Energy Corp,19649.0,11387377.59,579.5398,Brown,Rebate Business/Bill Identity Ltd,Neutral,Optima Technology Group Ltd,2.8,,2022-10-21,85.34,2022-11-14,91.98,7.77,Completed
2022-11-02,2021,WTTR,Select Water Solutions Inc,764.62,335852.06,439.2405,Brown,"Breakwater Energy Partners LLC,Breakwater & water pipeline assets/Cypress Environmental Services LLC",Green,Cypress Environmental Partners,,,2022-10-21,8.12,2022-11-14,8.15,0.35,Completed
2022-10-27,2021,ARIS,Aris Water Solution Inc,229.25,19451.67,84.8488,Brown,Intellectual property rights and related proprietary treatment technologies,Neutral,Water Standard Management US Inc,,,2022-10-14,12.82,2022-11-07,15.61,21.76,Completed
2022-10-26,2021,BH,Biglari Holdings Inc,366.11,6418.04,17.5306,Green,Abraxas Petroleum Corp,Brown,,54.9,1.2,2022-10-14,125.97,2022-11-07,141.95,12.69,Completed
2022-10-26,2021,PROP,Prairie Operating Co,0.81,301.26,373.0305,Brown,Prairie Operating Co LLC,Green,,28.2,,2022-10-14,6.47,2022-11-07,4.41,-31.82,Completed
2022-10-26,2021,NOA,North American Construction Group Ltd,654.14,10842.84,16.5756,Green,ML Northern Services Ltd,Brown,,11.06,,2022-10-14,10.19,2022-11-07,12.4,21.62,Completed
2022-10-18,2021,D,Dominion Energy Inc,13964.0,15471297.2,1107.9416,Brown,Energy Storage Project/East Point Energy,Green,East Point Energy LLC,,,2022-10-07,56.75,2022-10-28,61.18,7.8,Completed
2022-10-12,2021,FANG,Diamondback Energy Inc,5567.0,1253208.51,225.1138,Brown,Firebird Energy LLC,Brown,,1555.05,,2022-09-30,107.04,2022-10-24,136.18,27.23,Completed
2022-10-11,2021,NOG,Northern Oil and Gas Inc,496.9,342025.42,688.3198,Brown,Non operated interests/Northern Delaware Basin,Neutral,,130.0,,2022-09-30,24.88,2022-10-21,31.29,25.79,Completed
2022-10-01,2021,NOA,North American Construction Group Ltd,654.14,10842.84,16.5756,Green,ML Northern Services Ltd,Neutral,,,,2022-09-20,10.37,2022-10-11,10.21,-1.5,Completed
2022-09-30,2021,NOG,Northern Oil and Gas Inc,496.9,342025.42,688.3198,Brown,Non operated interests/Delaware Basin,Neutral,Alpha Energy Partners LLC,157.5,,2022-09-19,27.75,2022-10-10,29.78,7.31,Completed
2022-09-29,2021,DTM,DT Midstream Inc,840.0,39311.39,46.7993,Brown,Millennium Pipeline Co LLC,Brown,National Grid PLC,552.0,,2022-09-16,49.89,2022-10-10,47.48,-4.82,Completed
2022-09-29,2021,DTM,DT Midstream Inc,840.0,39311.39,46.7993,Brown,Millennium Pipeline/US,Brown,National Grid PLC,552.0,,2022-09-16,49.89,2022-10-10,47.48,-4.82,Completed
2022-09-29,2021,BN,Brookfield Corp,75731.0,778802.78,10.2838,Green,Standard Solar Inc,Green,Energir Inc,530.0,,2022-09-16,38.05,2022-10-10,31.72,-16.64,Completed
2022-09-29,2021,ENB,Enbridge Inc,47071.0,7431128.0,157.8706,Brown,Tri Global Energy LLC,Green,"Altius Minerals Corp,Unknown Seller",270.0,,2022-09-16,35.77,2022-10-10,31.77,-11.17,Completed
2022-09-23,2021,ETR,Entergy Corp,11742.9,35663689.0,3037.0438,Brown,475 MW Solar Gnerating capacity/US,Green,,,,2022-09-12,52.51,2022-10-03,44.73,-14.81,Completed
2022-09-22,2021,TALO,Talos Energy Inc,1212.5,1143630.47,943.1981,Brown,Enven Energy Corp,Neutral,,1108.47,,2022-09-09,20.31,2022-10-03,18.74,-7.73,Completed
2022-09-13,2021,AM,Antero Midstream Corp,898.2,850474.99,946.8638,Brown,Marcellus natural gas gathering & compression assets/West Virginia,Brown,Crestwood Equity Partners LP,205.0,,2022-09-02,8.31,2022-09-23,7.57,-8.94,Completed
2022-09-12,2021,ARKO,Arko Corp,7417.4,79943.64,10.7779,Green,Transit Energy Group LLC,Neutral,,370.0,,2022-09-01,9.2,2022-09-22,9.24,0.52,Completed
2022-09-09,2021,SPRU,Spruce Power Holding Corp,15.6,179.52,11.5079,Green,Spruce Power Holdings LLC,Green,HPS Investment Partners LLC,58.0,,2022-08-29,9.36,2022-09-19,8.4,-10.26,Completed
2022-09-07,2021,EQT,EQT Corp,4680.89,319886.0,68.3387,Brown,"Upstream assets/THQ Appalachia I LLC,Gathering & processing assets/THQ-XcL Holdings I LLC",Neutral,Quantum Energy Partners LLC,4939.63,,2022-08-26,47.68,2022-09-19,45.45,-4.69,Completed
2022-08-18,2021,ENB,Enbridge Inc,47071.0,7431128.0,157.8706,Brown,Gray Oak Pipeline LLC,Brown,Phillips 66,,,2022-08-05,36.75,2022-08-29,38.33,4.3,Completed
2022-08-17,2021,NOG,Northern Oil and Gas Inc,496.9,342025.42,688.3198,Brown,Non operated interests/Midland Basin,Neutral,,110.0,,2022-08-05,24.05,2022-08-29,29.33,21.97,Completed
2022-08-15,2021,BKR,Baker Hughes Co,20502.0,391346.0,19.0882,Green,Quest Integrity Group LLC,Brown,Team Inc,280.0,,2022-08-04,22.13,2022-08-25,25.07,13.25,Completed
2022-08-11,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,848.8862,Brown,North American Natural Resources Inc,Green,,135.0,,2022-07-29,15.51,2022-08-22,16.01,3.17,Completed
2022-08-09,2021,DVN,Devon Energy Corp,12206.0,1543105.45,126.4219,Brown,Validus Energy Aquilas Assetco LLC,Brown,,1800.0,,2022-07-29,54.34,2022-08-19,59.23,9.01,Completed
2022-08-09,2021,APA,APA Corp,8079.0,6257760.46,774.5712,Brown,Mining properties/Texas Delaware Basin,Neutral,,505.0,,2022-07-29,34.49,2022-08-19,33.55,-2.74,Completed
2022-08-09,2021,EVRG,Evergy Inc,5586.7,26540373.0,4750.6351,Brown,199 MW Persimmon creek wind Farm/Oklahoma,Green,"Gestamp Eolica SL,Scout Clean Energy LLC",250.0,,2022-07-29,60.62,2022-08-19,63.86,5.35,Completed
2022-08-09,2021,EVRG,Evergy Inc,5586.7,26540373.0,4750.6351,Brown,Wind farm/Oklahoma,Green,,,,2022-07-29,60.62,2022-08-19,63.86,5.35,Completed
2022-08-04,2021,ARIS,Aris Water Solution Inc,229.25,19451.67,84.8488,Brown,Delaware Energy Services LLC,Brown,,128.8,,2022-07-22,17.2,2022-08-15,16.39,-4.72,Completed
2022-08-03,2021,BWA,BorgWarner Inc,11803.0,99997.34,8.4722,Green,Rhombus Energy Solutions Inc,Green,"Nabtesco Corp,Inci Holding AS,Golden Regent Electronics Industrial Ltd,Greenhouse Capital Partners (Fund: Greenhouse Capital Partners II LP),Cycle Capital Management CCM Inc (Fund: Cycle Capital Fund IV LP),Emerald Technology Ventures AG (Fund: Emerald Water Innovation Impact Fund LP)",130.0,,2022-07-22,30.85,2022-08-15,33.63,9.04,Completed
2022-08-03,2021,AEP,American Electric Power Co Inc,16792.0,28544859.42,1699.9083,Brown,595 MW Cardinal Plant Unit 1/Brilliant,Neutral,AEP Generation Resources Inc,,,2022-07-22,84.83,2022-08-15,94.75,11.69,Completed
2022-07-28,2021,PBF,PBF Energy Inc,27253.4,14160000.0,519.5682,Brown,PBF Logistics LP,Neutral,,1096.91,6.88,2022-07-15,25.8,2022-08-08,28.25,9.49,Completed
2022-07-25,2021,SHEL,Shell PLC,261504.0,45504846.91,174.012,Brown,Shell Midstream Partners LP,Brown,,1963.6,23.35,2022-07-14,41.38,2022-08-04,45.82,10.73,Completed
2022-07-20,2021,BLK,BlackRock Inc,19374.0,5308.0,0.274,Green,Vanguard Renewables LLC,Green,Vision Ridge Partners LLC,,,2022-07-08,576.65,2022-08-01,624.89,8.37,Completed
2022-07-19,2021,KMI,Kinder Morgan Inc,16610.0,14100000.0,848.8862,Brown,3 landfill assets/Mas CanAm LLC,Neutral,MAS CanAm LLC,355.0,,2022-07-08,14.41,2022-07-29,15.51,7.67,Completed
2022-07-14,2021,EGY,VAALCO Energy Inc,199.08,107795.82,541.4834,Brown,TransGlobe Energy Corp,Brown,,328.51,1.76,2022-07-01,6.02,2022-07-25,4.76,-20.93,Completed
2022-07-07,2021,POR,General Electric Co,2396.0,5859714.0,2445.6235,Brown,Nexus Controls LLC,Neutral,Baker Hughes Co,,,2022-06-24,42.28,2022-07-18,44.32,4.83,Completed
2022-07-05,2021,REI,Ring Energy Inc,196.31,121754.81,620.2297,Brown,"Stronghold Energy II Operating LLC,Stronghold Energy II Royalties LP",Brown,"Warburg Pincus LLC,Unknown Seller",262.51,,2022-06-24,2.91,2022-07-15,2.41,-17.18,Completed
2022-07-05,2021,NNI,Nelnet Inc,1500.91,993.76,0.6621,Green,Grne Solutions LLC,Green,,,,2022-06-24,83.55,2022-07-15,87.56,4.8,Completed
2022-06-17,2021,TRGP,Targa Resources Corp,16949.8,7006559.46,413.3712,Brown,Lucid Energy Group LLC,Brown,"Goldman Sachs Asset Management LP,Encap Flatrock Midstream,Riverstone Holdings LLC (Fund: Riverstone Pattern Energy II LP)",3550.0,,2022-06-06,71.92,2022-06-27,57.21,-20.45,Completed
2022-06-09,2021,DVN,Devon Energy Corp,12206.0,1543105.45,126.4219,Brown,Leasehold interest & related assets/RimRock Oil and Gas LP,Brown,Rimrock Oil & Gas LP,865.0,,2022-05-27,64.46,2022-06-21,52.36,-18.78,Completed
2022-06-08,2021,NOG,Northern Oil and Gas Inc,496.9,342025.42,688.3198,Brown,Non operated interests/Williston Basin,Neutral,,158.0,,2022-05-27,29.74,2022-06-21,27.52,-7.47,Completed
2022-06-01,2021,MYE,Myers Industries Inc,761.44,51316.83,67.3949,Brown,Mohawk Rubber Sales of NE Inc,Neutral,ISO New England Inc,27.8,,2022-05-20,20.58,2022-06-13,21.17,2.87,Completed
2022-05-31,2021,SU,Suncor Energy Inc,39132.0,10848667.93,277.2326,Brown,White Rose asset,Neutral,Cenovus Energy Inc,39.58,,2022-05-20,34.02,2022-06-10,37.25,9.47,Completed
2022-05-31,2021,PROP,Prairie Operating Co,0.81,301.26,373.0305,Brown,Certain energy assets/South Dakota,Neutral,Highwire Energy Partners LLC,,,2022-05-20,17.94,2022-06-10,13.85,-22.79,Completed
2022-05-26,2021,FF,FutureFuel Corp,321.39,33963.84,105.6793,Brown,Cebolleta Uranium Project/Cibola County,Neutral,Encore Energy Corp,92.72,,2022-05-13,4.32,2022-06-06,4.84,12.11,Completed
2022-05-19,2021,PR,Permian Resources Corp,897.77,412347.0,459.3029,Brown,Colgate Energy Partners III LLC,Neutral,,2612.61,,2022-05-06,7.38,2022-05-31,7.23,-1.98,Completed
2022-05-17,2021,HLX,Helix Energy Solutions Group Inc,674.73,205000.0,303.8261,Green,Alliance Offshore LLC,Neutral,,120.0,,2022-05-06,4.34,2022-05-27,4.64,6.91,Completed
2022-05-16,2021,FANG,Diamondback Energy Inc,5567.0,1253208.51,225.1138,Brown,Rattler Midstream LP,Brown,,1281.66,5.61,2022-05-05,117.5,2022-05-26,127.13,8.2,Completed
2022-05-05,2021,CAT,Caterpillar Inc,50971.0,250507.18,4.9147,Green,Tangent Energy Solutions Inc,Neutral,,,,2022-04-22,205.04,2022-05-16,196.41,-4.21,Completed
2022-05-03,2021,RDUS,Radius Recycling Inc,2758.55,2928.05,1.0614,Green,Operating assets/Encore Recycling LLC,Neutral,Encore Recycling LLC,,,2022-04-22,47.05,2022-05-13,34.12,-27.49,Completed
2022-04-28,2021,HPK,HighPeak Energy Inc,220.12,121707.36,552.9036,Brown,Howard County assets,Neutral,Hannathon Petroleum LLC,345.37,,2022-04-14,29.93,2022-05-09,26.15,-12.62,Completed
2022-04-27,2021,CHX,ChampionX Corp,3074.99,76396.0,24.8443,Green,Leak Surveys Inc,Neutral,,3.7,,2022-04-14,24.37,2022-05-09,19.61,-19.54,Completed
2022-04-26,2021,ST,Sensata Technologies Holding PLC,3820.81,10328.08,2.7031,Green,Dynapower Co LLC,Green,Pfingsten Partners LLC,580.0,,2022-04-14,45.65,2022-05-06,44.07,-3.46,Completed
2022-04-20,2021,BKR,Baker Hughes Co,20502.0,391346.0,19.0882,Green,Mosaic Materials Inc,Green,"Baruch Future Ventures LLC,Unknown Seller,Evok Innovations Inc",,,2022-04-08,34.86,2022-05-02,28.71,-17.62,Completed
2022-04-19,2021,ALE,ALLETE Inc,1419.2,2599166.9,1831.431,Brown,New Energy Equity,Green,,165.5,,2022-04-08,56.68,2022-04-29,51.8,-8.62,Completed
2022-04-11,2021,SUN,Sunoco LP,17596.0,170456.02,9.6872,Green,Gladieux Energy LLC,Neutral,,190.0,,2022-03-31,33.15,2022-04-21,34.19,3.11,Completed
2022-04-04,2021,HPK,HighPeak Energy Inc,220.12,121707.36,552.9036,Brown,Oil & gas properties/Permian Basin,Brown,Alamo Frac Holdings LLC,201.0,,2022-03-24,21.03,2022-04-14,29.93,42.3,Completed
2022-04-04,2021,AMTX,Aemetis Inc,211.95,55040.79,259.6888,Brown,8.5 acre property/California,Neutral,,2.0,,2022-03-24,11.22,2022-04-14,13.17,17.38,Completed
2022-03-31,2021,FCPT,Four Corners Property Trust Inc,199.38,2592.86,13.0047,Green,Express Oil Change property,Brown,,1.5,,2022-03-18,22.68,2022-04-11,24.28,7.06,Completed
2022-03-28,2021,USDP,USD Partners LP,204.48,3519.15,17.2098,Brown,Hardisty South terminal assets/USD Group LLC,Neutral,USD Group LLC,107.47,,2022-03-17,5.01,2022-04-07,5.52,10.16,Completed
2022-03-17,2021,TRGP,Targa Resources Corp,16949.8,7006559.46,413.3712,Brown,Southcross Energy Operating LLC,Brown,,200.0,,2022-03-04,65.17,2022-03-28,70.02,7.44,Completed
