Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status,Target_Classification,Acquirer_Classification,Carbon_Intensity
2024-10-15,2023,CIFR,Cipher Mining Inc,1.5 GW of Data Center/Texas,Juvo Energy Ltd,4.1,,2024-10-04,4.1,2024-10-25,5.46,1583.5,2.05,476.45,Completed,Neutral,Green,0.3009
2024-10-07,2023,CRK,Comstock Resources Inc,Quantum Generative Materials LLC,,,,2024-09-26,10.93,2024-10-17,11.61,3541.39,-0.74,402370.89,Completed,Neutral,Brown,113.6195
2024-10-04,2023,DSGR,Distribution Solutions Group I,ConRes Test Equipment/Continental Resources Inc,Continental Resources Inc/OK,,,2024-09-23,37.91,2024-10-14,40.12,1815.91,1.23,21419.68,Completed,Neutral,Brown,11.7956
2024-10-01,2023,SMC,Summit Midstream Corp,Tall Oak Midstream LLC,Tailwater Capital LLC,425.18,,2024-09-20,35.91,2024-10-11,36.15,366.85,-9.88,10916116.91,Completed,Neutral,Brown,29756.3498
2024-09-30,2023,ULBI,Ultralife Corp,Electrochem Solutions Inc,Integer Holdings Corp,50.0,,2024-09-19,9.58,2024-10-10,8.96,150.31,0.15,5610.41,Completed,Neutral,Brown,37.3256
2024-09-12,2023,APO,Apollo Global Management Inc,Freedom CNG Management LLC,,,,2024-08-30,115.07,2024-09-23,124.52,63741.66,0.39,1182.0,Completed,Neutral,Green,0.0185
2024-09-03,2023,WFRD,Weatherford International PLC,Datagration LLC,,,,2024-08-23,107.3,2024-09-13,90.93,7049.81,2.17,116153.0,Completed,Neutral,Brown,16.476
2024-08-29,2023,OKE,ONEOK Inc,Medallion Midstream LLC,Global Infrastructure Management LLC,2600.0,,2024-08-16,85.65,2024-09-09,90.13,55118.58,1.44,3994126.2,Completed,Neutral,Brown,72.4642
2024-08-27,2023,TPL,Texas Pacific Land Corp,2 oil & gas mineral interests/Permian Basin,,169.0,,2024-08-16,819.56,2024-09-06,797.71,19682.05,9.48,13819.0,Completed,Brown,Green,0.7021
2024-08-06,2023,CEG,Constellation Energy Corp,Constellation South Texas LLC,,,,2024-07-26,174.44,2024-08-16,189.68,56443.98,1.61,9679181.0,Completed,Neutral,Brown,171.483
2024-08-06,2023,MPLX,MPLX LP,BANGL NGL pipeline/Permian,,,,2024-07-26,40.6,2024-08-16,40.76,40098.06,2.93,5401376.57,Completed,Neutral,Brown,134.7042
2024-07-29,2023,PR,Permian Resources Corp,Certain Basin assets/Texas,Occidental Petroleum Corp,818.0,,2024-07-18,15.86,2024-08-08,14.18,10532.91,1.28,892378.21,Completed,Neutral,Brown,84.7229
2024-07-29,2023,SD,SandRidge Energy Inc,Certain Assets,,144.0,,2024-07-18,13.14,2024-08-08,12.42,481.08,4.51,33621.26,Completed,Neutral,Brown,69.887
2024-07-23,2023,FLS,Flowserve Corp,Intellectual Property & LNG Pumping Technology/NexGen Cryogenic Solutions Inc,Nexgen Cryogenic Solutions Inc,,,2024-07-12,48.0,2024-08-02,46.47,6632.79,1.41,14551.5,Completed,Neutral,Green,2.1939
2024-07-22,2023,AROC,Archrock Inc,Total Operations & Production Services LLC,Apollo Global Management Inc,969.63,,2024-07-11,20.97,2024-08-01,19.05,3992.96,1.56,18566.68,Completed,Neutral,Green,4.6499
2024-07-22,2023,DOV,Dover Corp,Marshall Excelsior Co,Harbour Group Industries Inc,395.0,,2024-07-11,180.66,2024-08-01,177.73,24661.74,11.48,54787.0,Completed,Neutral,Green,2.2215
2024-07-10,2023,HON,Honeywell International Inc,Liquefied natural gas process technology and equipment business/Allentown,Air Products and Chemicals Inc,1810.0,,2024-06-28,210.21,2024-07-22,213.59,137228.91,1.71,695159.08,Completed,Brown,Green,5.0657
2024-07-09,2023,SEI,Solaris Energy Infrastructure,Mobile Energy Rentals LLC,,198.63,,2024-06-28,8.46,2024-07-19,12.73,309.86,-0.1,4068.43,Completed,Neutral,Brown,13.1299
2024-07-09,2023,UTL,Unitil Corp,Bangor Natural Gas Co,Hearthstone Utilities Inc,70.9,,2024-06-28,50.64,2024-07-19,56.0,822.76,0.87,20546.16,Completed,Brown,Brown,24.9722
2024-07-08,2023,DVN,Devon Energy Corp,Williston Basin business/Grayson Mill Energy LLC,Grayson Mill Energy LLC,5000.0,,2024-06-27,46.19,2024-07-18,47.62,29646.6,2.1,2188624.65,Completed,Neutral,Brown,73.8238
2024-06-27,2023,GNRC,Generac Holdings Inc,PowerPlay Battery Energy Storage Systems/SunGrid Solutions Inc,Sungrid Solutions Inc,,,2024-06-14,134.97,2024-07-08,142.19,8103.33,2.52,34280.0,Completed,Neutral,Green,4.2304
2024-06-24,2023,AMPS,Altus Power Inc,8.5 MW solar array/New Jersey,,,,2024-06-13,4.38,2024-07-05,4.02,644.8,0.79,645.85,Completed,Green,Green,1.0016
2024-06-20,2023,NXT,NEXTracker Inc,Ojjo Inc,"NGP Energy Capital Management LLC,Ajax Strategies LLC",119.0,,2024-06-07,55.65,2024-07-01,46.12,8148.36,3.86,22015.5,Completed,Neutral,Green,2.7018
2024-06-12,2023,MTDR,Matador Resources Co,Ameredev Stateline II LLC,"Ameredev II Parent LLC,Ameredev Intermediate II LLC",1905.0,,2024-05-31,62.58,2024-06-24,58.47,7311.7,1.98,1051432.0,Completed,Neutral,Brown,143.8013
2024-06-10,2023,NE,Noble Corp PLC,Diamond Offshore Drilling Inc,,2171.27,12.19,2024-05-30,44.0,2024-06-20,43.25,6983.77,1.21,440479.64,Completed,Neutral,Brown,63.0719
2024-06-03,2023,PUMP,ProPetro Holding Corp,Aqua Prop LLC,,24.88,,2024-05-23,9.54,2024-06-13,8.58,949.15,-1.39,294004.68,Completed,Neutral,Brown,309.7558
2024-05-28,2023,COP,ConocoPhillips,Marathon Oil Corp,,22921.61,5.22,2024-05-17,119.03,2024-06-07,109.54,148031.21,1.88,8221074.88,Completed,Brown,Brown,55.5361
2024-05-28,2023,ET,Energy Transfer LP,WTG Midstream LLC,Diamondback Energy Inc,3250.0,,2024-05-17,15.11,2024-06-07,14.66,50320.29,0.86,17288.65,Completed,Neutral,Green,0.3436
2024-05-22,2023,KMI,Kinder Morgan Inc,Oil & gas producing assets/US,,100.0,,2024-05-10,18.41,2024-06-03,18.82,41579.25,0.93,14900000.0,Completed,Brown,Brown,358.3518
2024-05-13,2023,OKE,ONEOK Inc,Certain pipeline systems/Gulf Coast,Easton Energy LLC,280.0,,2024-05-02,74.46,2024-05-23,77.6,48694.15,1.44,3994126.2,Completed,Neutral,Brown,82.0248
2024-05-09,2023,KNTK,Kinetik Holdings Inc,Durango Permian LLC,Morgan Stanley Energy Partners,315.0,,2024-04-26,37.27,2024-05-20,39.1,2229.79,1.22,2020748.93,Completed,Neutral,Brown,906.2508
2024-04-30,2023,PWR,Quanta Services Inc,Sherman + Reilly Inc,Greenlee Textron Inc,,,2024-04-19,243.02,2024-05-10,271.22,38280.83,1.63,988361.19,Completed,Neutral,Brown,25.8187
2024-04-29,2023,TMHC,Taylor Morrison Home Corp,Pyatt Builders LLC,,,,2024-04-18,54.03,2024-05-09,59.4,5870.28,2.61,117397.11,Completed,Neutral,Brown,19.9986
2024-04-26,2023,APO,Apollo Global Management Inc,US Silica Holdings Inc,,1850.0,4.32,2024-04-15,106.1,2024-05-06,109.94,63136.14,0.39,1182.0,Completed,Neutral,Green,0.0187
2024-04-15,2023,EQNR,Equinor ASA,Non-operated natural gas assets/EQT Corp,EQT Corp,500.0,,2024-04-04,25.79,2024-04-25,25.72,69741.16,1.69,11449109.44,Completed,Brown,Brown,164.1657
2024-04-01,2023,AM,Antero Midstream Corp,Gathering & compression assets/Summit Midstream Partners LP,Summit Midstream Partners LP,70.0,,2024-03-21,13.18,2024-04-11,13.21,6378.87,1.93,1021615.77,Completed,Neutral,Brown,160.1562
2024-04-01,2023,WTTR,Select Water Solutions Inc,Trinity Environmental Services LLC,,,,2024-03-21,9.07,2024-04-11,9.09,929.75,-0.12,244677.91,Completed,Neutral,Brown,263.1653
2024-03-22,2023,MPLX,MPLX LP,Summit Midstream Utica LLC,Summit Midstream Partners LP,625.0,,2024-03-11,37.5,2024-04-01,38.14,38287.63,2.93,5401376.57,Completed,Neutral,Brown,141.0737
2024-03-22,2023,REPX,Riley Exploration Permian Inc,Upstream oil & gas assets/Eddy County,Contango Oil & Gas Co,20.5,,2024-03-11,26.22,2024-04-01,32.07,627.93,2.57,84832.27,Completed,Brown,Brown,135.0983
2024-03-18,2023,INVX,Innovex International Inc,Innovex Downhole Solutions Inc,,739.4,7.13,2024-03-07,22.49,2024-03-28,22.53,1595.72,7.29,8890.86,Completed,Neutral,Green,5.5717
2024-03-15,2023,UHAL,U-Haul Holding Co,"469 E. Spaulding Ave/Pueblo West,827 Village Circle/Pueblo",,,,2024-03-04,65.49,2024-03-25,66.0,1288.43,0.33,51811.35,Completed,Neutral,Brown,40.2128
2024-03-12,2023,BLK,BlackRock Inc,38 solar energy & solar plus storage projects/Excelsior Energy Capital LP,Excelsior Energy Capital LP,,,2024-03-01,795.83,2024-03-22,810.59,126573.1,1.2,6689.0,Completed,Green,Green,0.0528
2024-03-11,2023,EQT,EQT Corp,Equitrans Midstream Corp,,12880.88,12.38,2024-02-29,36.55,2024-03-21,33.81,20345.61,1.05,222984.92,Completed,Neutral,Brown,10.9599
2024-03-11,2023,ACA,Arcosa Inc,Ameron Pole Products LLC,NOV Inc,180.0,,2024-02-29,82.82,2024-03-21,84.96,4081.31,-0.16,269401.5,Completed,Neutral,Brown,66.0086
2024-03-05,2023,TALO,Talos Energy Inc,Quarternorth Energy Holding Inc,,,,2024-02-23,12.95,2024-03-15,12.85,2347.98,-1.04,646960.3,Completed,Neutral,Brown,275.5391
2024-02-29,2023,LUV,Southwest Airlines Co,LanzaJet Inc,,30.0,,2024-02-16,33.16,2024-03-11,33.19,19850.17,0.77,20684739.36,Completed,Neutral,Brown,1042.0434
2024-02-21,2023,WEC,WEC Energy Group Inc,Samson I solar energy center/Wisconsin,,28.1,,2024-02-09,73.98,2024-03-04,76.87,24293.15,0.96,9505686.62,Completed,Green,Brown,391.2908
2024-02-12,2023,FANG,Diamondback Energy Inc,Endeavor Energy Resources LP,,24997.05,,2024-02-01,146.21,2024-02-22,169.2,45993.3,1.6,1568750.32,Completed,Neutral,Brown,34.1082
2024-02-09,2023,VTLE,Vital Energy Inc,2nd producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",78.0,,2024-01-29,44.12,2024-02-20,45.69,1647.23,-6.11,254174.78,Completed,Neutral,Brown,154.3044
2024-02-09,2023,MGEE,MGE Energy Inc,723.2 mw natural gas project/Wisconsin,Alliant Energy Corp,,,2024-01-29,64.21,2024-02-20,63.29,2325.37,0.78,1771471.72,Completed,Brown,Brown,761.8021
2024-02-06,2023,DNOW,DNOW Inc,Whitco Supply LLC,,185.0,,2024-01-26,10.11,2024-02-16,12.14,1042.07,1.42,19582.0,Completed,Neutral,Brown,18.7914
2024-02-06,2023,NWN,Northwest Natural Holding Co,Truxton Canyon Water Co Inc,,,,2024-01-26,36.4,2024-02-16,34.73,1365.61,0.86,157587.89,Completed,Neutral,Brown,115.3974
2024-02-05,2023,AWK,American Water Works Co Inc,Appliance Service Plan/Consumers Energy,CMS Energy Corp,,,2024-01-25,120.47,2024-02-15,121.44,23019.27,0.73,76351.62,Completed,Neutral,Green,3.3169
2024-02-02,2023,MGEE,MGE Energy Inc,4 MW solar hybrid project west riverside energy center/Wisconsin,Alliant Energy Corp,,,2024-01-22,66.85,2024-02-12,64.35,2285.56,0.78,1771471.72,Completed,Green,Brown,775.0712
2024-02-01,2023,WFRD,Weatherford International PLC,"Probe Technology Services Inc,Impact Selector International LLC",Turnbridge Capital LLC,,,2024-01-19,94.38,2024-02-12,96.75,6351.88,2.17,116153.0,Completed,Neutral,Brown,18.2864
2024-01-31,2023,AMPS,Altus Power Inc,84 MWs of commercial scale solar arrays/US,Vitol Holding BV,118.0,,2024-01-19,5.49,2024-02-12,6.92,862.4,0.79,645.85,Completed,Green,Green,0.7489
2024-01-30,2023,WTTR,Select Water Solutions Inc,"Tri-State Water Logistics LLC,Iron Mountain Energy LLC,Facilities & recycling capacity/Rockies Region",,90.0,,2024-01-19,6.89,2024-02-09,7.36,768.55,-0.12,244677.91,Completed,Neutral,Brown,318.363
2024-01-30,2023,NVAX,NOV Inc,Extract Production Services LLC,"White Deer Management LLC,Riata Capital Group (Fund: RCG Equity Fund II LP)",,,2024-01-19,4.05,2024-02-09,4.03,648.2,-7.08,11985.68,Completed,Neutral,Brown,18.4907
2024-01-22,2023,SUN,Sunoco LP,NuStar Energy LP,,6481.94,9.53,2024-01-11,54.96,2024-02-01,55.08,7147.35,0.72,129698.89,Completed,Neutral,Brown,18.1464
2024-01-16,2023,TALO,Talos Energy Inc,QuarterNorth Energy Inc,,1312.46,,2024-01-05,13.71,2024-01-26,13.18,2277.76,-1.04,646960.3,Completed,Neutral,Brown,284.0336
2024-01-11,2023,EXE,Expand Energy Corp,Southwestern Energy Co,,11597.17,1.35,2023-12-29,74.75,2024-01-22,73.17,18000.49,-1.43,276021.48,Completed,Neutral,Brown,15.3341
2024-01-11,2023,SUN,Sunoco LP,Zenith Energy Netherlands BV,Zenith Energy Ltd,186.17,,2023-12-29,55.41,2024-01-22,52.46,7487.46,0.72,129698.89,Completed,Neutral,Brown,17.3221
2024-01-04,2023,APA,APA Corp,Callon Petroleum Co,,4454.48,2.04,2023-12-22,34.4,2024-01-16,29.91,11888.84,1.83,3720125.78,Completed,Brown,Brown,312.9091
2023-12-28,2022,NFE,New Fortress Energy Inc,1.6 GW Capacity Reserve Contract,Ceiba Energy LLC,,,2023-12-15,37.02,2024-01-08,35.8,10265.21,0.08,679964.0,Completed,Neutral,Brown,66.2397
2023-12-22,2022,VTLE,Vital Energy Inc,Producing assets/Permian Basin,"Henry Resources LLC,Moriah Henry Partners LLC,Henry Energy LP",55.0,,2023-12-11,42.62,2024-01-02,45.21,1733.77,-6.11,386367.84,Completed,Neutral,Brown,222.8484
2023-12-20,2022,CPK,Chesapeake Utilities Corp,Propane Operating Assets/Jt Lee & Sons Inc,JT Lee & Sons Inc,3.9,,2023-12-08,97.54,2024-01-02,103.48,2301.34,1.02,215226.0,Completed,Neutral,Brown,93.522
2023-12-14,2022,SHEL,Shell PLC,Kaikias field/US Gulf of Mexico,Mitsui & Co Ltd,,,2023-12-01,62.18,2023-12-26,62.82,187015.37,1.09,41006166.52,Completed,Neutral,Brown,219.2663
2023-12-11,2022,OXY,Occidental Petroleum Corp,CrownRock LP,"Lime Rock Partners LLC,Crownquest Operating LLC",12000.0,,2023-11-30,58.02,2023-12-21,59.48,52697.49,-0.15,17551718.18,Completed,Neutral,Brown,333.0655
2023-12-11,2022,WCN,Waste Connections Inc,29 facilities/Secure Energy Services Inc,Secure Waste Infrastructure Co,791.74,,2023-11-30,134.58,2023-12-21,146.31,36278.35,-0.99,4812957.0,Completed,Neutral,Brown,132.6675
2023-12-07,2022,ARRY,Array Technologies Inc,Litigation Solutions Inc,,,,2023-11-24,15.07,2023-12-18,18.97,2413.0,-9.04,287.0,Completed,Neutral,Green,0.1189
2023-12-04,2022,PUMP,ProPetro Holding Corp,PAR Five Energy Services LLC,,25.4,,2023-11-22,9.18,2023-12-14,8.59,935.74,-1.39,245111.5,Completed,Neutral,Brown,261.944
2023-11-21,2022,NOG,Northern Oil and Gas Inc,Core non operated properties/Northern Delaware,,162.6,,2023-11-10,34.39,2023-12-01,35.87,3521.02,1.28,351378.58,Completed,Neutral,Brown,99.7945
2023-11-06,2022,VRN,Veren Inc,Hammerhead Energy Inc,,1710.59,,2023-10-26,7.6,2023-11-16,6.51,4655.45,1.25,719333.0,Completed,Neutral,Brown,154.5142
2023-11-03,2022,ENB,Enbridge Inc,7 Operating landfill gas-to-RNG facilities/Morrow Renewables,Morrow Renewables LLC,1200.0,,2023-10-23,29.97,2023-11-13,31.55,68781.19,0.27,7717086.43,Completed,Green,Brown,112.1976
2023-11-03,2022,FET,Forum Energy Technologies Inc,Variperm Energy Services Inc,,155.28,,2023-10-23,22.66,2023-11-13,23.14,289.65,-1.52,8352.06,Completed,Neutral,Brown,28.835
2023-11-02,2022,COP,ConocoPhillips,Torys LLP,,,,2023-10-20,119.11,2023-11-13,111.31,149058.88,1.88,4988534.87,Completed,Neutral,Brown,33.4669
2023-11-01,2022,BIP,Brookfield Infrastructure Partners LP,Portfolio of 2 Data centres/Silicon Valley,Digital Core REIT Management Pte Ltd,160.2,,2023-10-20,21.97,2023-11-13,23.97,10959.75,0.0,2453832.9,Completed,Neutral,Brown,223.895
2023-10-23,2022,BIP,Brookfield Infrastructure Partners LP,Data centers/Cyxtera Technologies Inc,Cyxtera Technologies Inc,775.0,,2023-10-12,26.0,2023-11-02,25.72,10046.8,0.0,2453832.9,Completed,Neutral,Brown,244.2402
2023-10-23,2022,ORA,Ormat Technologies Inc,Portfolio of 150 MW Operating Geothermal & Solar Assets/Nevada,Enel SpA,271.0,,2023-10-12,66.22,2023-11-02,63.1,3899.4,0.72,208666.58,Completed,Green,Brown,53.5125
2023-10-13,2022,HLX,Helix Energy Solutions Group Inc,Plugging & Abandonment Business/QuarterNorth Energy LLC,QuarterNorth Energy LLC,,,2023-10-02,10.71,2023-10-23,10.13,1621.05,0.77,226639.44,Completed,Neutral,Brown,139.8103
2023-10-11,2022,XOM,Exxon Mobil Corp,Pioneer Natural Resources Co,,67995.45,5.39,2023-09-29,111.67,2023-10-23,103.95,438858.51,1.68,109000000.0,Completed,Neutral,Brown,248.3716
2023-10-09,2022,VTS,Vitesse Energy Inc,Williston Basin/North Dakota,,,,2023-09-28,20.83,2023-10-19,22.54,632.59,2.2,43.78,Completed,Neutral,Green,0.0692
2023-10-05,2022,XIFR,XPLR Infrastructure LP,South Texas Midstream LLC,,,,2023-09-22,41.15,2023-10-16,18.71,1655.09,-0.56,90846.35,Completed,Neutral,Brown,54.8891
2023-10-04,2022,CIVI,Civitas Resources Inc,Oil producing assets/Midland Basin,Vencer Energy LLC,2135.7,,2023-09-22,69.99,2023-10-16,68.0,5939.15,1.01,1250800.0,Completed,Brown,Brown,210.6025
2023-09-27,2022,CPK,Chesapeake Utilities Corp,Florida City Gas Co,NextEra Energy Inc,923.0,,2023-09-15,108.11,2023-10-09,89.69,2264.48,1.02,215226.0,Completed,Brown,Brown,95.0443
2023-09-26,2022,CPK,Chesapeake Utilities Corp,Pivotal Utility Holdings Inc,Florida Power & Light Co,923.4,,2023-09-15,108.11,2023-10-06,90.88,2367.78,1.02,215226.0,Completed,Neutral,Brown,90.8978
2023-09-21,2022,MAXN,Maxeon Solar Technologies Ltd,Sales channel assets & shingled solar panel ip/Solaria Corp,Solaria Corp,,,2023-09-08,1487.0,2023-10-02,1073.0,20436.94,-89.26,580.0,Completed,Green,Green,0.0284
2023-09-18,2022,GPRE,Green Plains Inc,Green Plains Partners LP,,280.01,7.03,2023-09-07,32.79,2023-09-28,30.2,2109.53,-3.08,1296632.04,Completed,Neutral,Brown,614.6545
2023-09-14,2022,CVX,Chevron Corp,ACES Delta project/Central,,,,2023-09-01,154.17,2023-09-25,158.31,276272.39,1.26,53000000.0,Completed,Neutral,Brown,191.8397
2023-09-12,2022,FTV,Fortive Corp,Solmetric Corp,Vivint Solar Inc,,,2023-09-01,78.52,2023-09-22,73.81,25857.84,1.23,24419.55,Completed,Neutral,Green,0.9444
2023-09-12,2022,CVX,Chevron Corp,Magnum Development LLC,NGL Energy Partners LP,,,2023-09-01,154.17,2023-09-22,156.03,275578.59,1.26,53000000.0,Completed,Neutral,Brown,192.3226
2023-09-07,2022,TS,Tenaris SA,Pipe processing facility/Republic Tube LLC,Republic Tube LLC,,,2023-08-25,30.83,2023-09-18,31.1,16053.49,2.12,590.46,Completed,Neutral,Green,0.0368
2023-09-06,2022,ENB,Enbridge Inc,Wexpro Co,Dominion Energy Inc,4300.0,,2023-08-25,32.1,2023-09-18,32.68,67520.62,0.27,7717086.43,Completed,Neutral,Brown,114.2923
2023-09-06,2022,ENB,Enbridge Inc,Public Service Co of North Carolina Inc,Dominion Energy Inc,3200.0,13.54,2023-08-25,32.1,2023-09-18,32.68,67520.62,0.27,7717086.43,Completed,Neutral,Brown,114.2923
2023-09-06,2022,ENB,Enbridge Inc,Questar Gas Co,Dominion Energy Inc,,,2023-08-25,32.1,2023-09-18,32.68,67520.62,0.27,7717086.43,Completed,Brown,Brown,114.2923
2023-09-05,2022,ENB,Enbridge Inc,East Ohio Gas Co/The,Dominion Energy Inc,6600.0,,2023-08-25,32.1,2023-09-15,32.74,71749.57,0.27,7717086.43,Completed,Brown,Brown,107.5559
2023-09-05,2022,WES,Western Midstream Partners LP,Meritage Midstream Services II LLC,Riverstone Holdings LLC,885.0,,2023-08-25,23.47,2023-09-15,22.78,8972.73,2.54,536383.08,Completed,Neutral,Brown,59.7793
2023-08-23,2022,FSV,FirstService Corp,Case Restoration Inc,,,,2023-08-11,153.62,2023-09-05,149.78,6611.38,0.77,42324.02,Completed,Neutral,Green,6.4017
2023-08-22,2022,EQT,EQT Corp,"THQ Appalachia I LLC,THQ-XcL Holdings I Midco LLC",Quantum Energy Partners LLC,4498.28,,2023-08-11,42.01,2023-09-01,43.15,25301.57,1.05,227981.25,Completed,Neutral,Green,9.0106
2023-08-21,2022,PR,Permian Resources Corp,Earthstone Energy Inc,,2809.78,2.21,2023-08-10,11.41,2023-08-31,13.42,8779.05,1.28,785931.98,Completed,Neutral,Brown,89.5236
2023-08-21,2022,SPRU,Spruce Power Holding Corp,Portfolio of 2400 residential solar systems/California,,,,2023-08-10,7.6,2023-08-31,6.33,111.62,-6.63,108.62,Completed,Green,Green,0.9731
2023-08-16,2022,ET,Energy Transfer LP,Crestwood Equity Partners LP,,6127.67,10.85,2023-08-04,11.04,2023-08-28,11.89,38858.65,0.86,16765.4,Completed,Neutral,Green,0.4314
2023-08-16,2022,DINO,HF Sinclair Corp,Holly Energy Partners LP,,3748.21,13.04,2023-08-04,51.94,2023-08-28,53.81,10171.74,-1.28,8525000.0,Completed,Neutral,Brown,838.1064
2023-08-16,2022,OXY,Occidental Petroleum Corp,Carbon Engineering Ltd,"BHP Group Ltd,Airbus SE,Air Canada,Thomvest Ventures Inc,Lowercase Capital LLC (Fund: Lowercase Frontier LP),Starlight Ventures Inc,First Round Capital (Fund: First Round Capital VII LP),Oxy Low Carbon Ventures LLC,Bethel Lands Corp Ltd,Carbon Order Ltd,Rusheen Capital Management LLC,Chevron ...",813.12,,2023-08-04,62.14,2023-08-28,60.89,57425.56,-0.15,17551718.18,Completed,Neutral,Brown,305.643
2023-08-14,2022,TS,Tenaris SA,Pipeline Performance Group LLC,Mattr Corp,182.6,,2023-08-03,30.34,2023-08-24,30.9,17171.72,2.12,590.46,Completed,Neutral,Green,0.0344
2023-08-11,2022,AMRC,Ameresco Inc,Clean energy asset/Bright Canyon Energy Corp,Pinnacle West Capital Corp,,,2023-07-31,58.21,2023-08-21,47.37,1730.24,0.89,324048.0,Completed,Green,Brown,187.285
2023-08-02,2022,NU,Eversource Energy,Community water system/Pinehills Water Co,Pinehills Water Co Inc,,,2023-07-21,7.92,2023-08-14,7.94,29327.57,1.14,67.3,Completed,Neutral,Green,0.0023
2023-08-01,2022,VST,Vistra Corp,Tricor Group LLC,,,,2023-07-21,27.75,2023-08-11,29.49,9283.67,4.98,31607742.71,Completed,Neutral,Brown,3404.6603
2023-07-19,2022,AMPS,Altus Power Inc,4.4 MW operating solar assets/Southern California,Apollo Global Management Inc,,,2023-07-07,5.82,2023-07-31,6.81,1062.4,0.79,440.41,Completed,Green,Green,0.4145
2023-07-18,2022,BRY,Berry Corp,Macpherson Energy Corp,,70.0,,2023-07-07,6.07,2023-07-28,6.51,483.37,4.6,668476.67,Completed,Neutral,Brown,1382.9503
2023-07-13,2022,XOM,Exxon Mobil Corp,Denbury Inc,,4522.62,7.72,2023-06-30,101.03,2023-07-24,99.4,427319.39,1.68,109000000.0,Completed,Neutral,Brown,255.0785
2023-07-11,2022,REI,Ring Energy Inc,Central Basin Platform asset/Founders Oil & Gas IV LLC,Founders Oil & Gas IV LLC,75.0,,2023-06-30,1.71,2023-07-21,2.16,396.39,2.42,191090.0,Completed,Brown,Brown,482.0757
2023-07-05,2022,PTEN,Patterson-UTI Energy Inc,Ulterra Drilling Technologies LP,Blackstone Inc,773.48,,2023-06-23,10.92,2023-07-17,13.63,4507.91,-0.88,272020.56,Completed,Neutral,Brown,60.3429
2023-07-05,2022,NXU,Nxu Inc,21000 sq ft facility/Tempe,,,,2023-06-23,75.15,2023-07-17,86.25,2065.47,-59.15,1258.65,Completed,Neutral,Green,0.6094
2023-06-30,2022,CMI,Cummins Inc,Hydrogenics Corp,Air Liquide SA,,,2023-06-16,225.96,2023-07-10,242.44,32296.99,1.33,154826.97,Completed,Green,Green,4.7939
2023-06-30,2022,NOG,Northern Oil and Gas Inc,Delaware Basin assets/Forge Energy II LLC,Vital Energy Inc,,,2023-06-16,30.86,2023-07-10,32.8,3188.31,1.28,351378.58,Completed,Neutral,Brown,110.2084
2023-06-20,2022,CIVI,Civitas Resources Inc,Hibernia Energy III LLC,NGP Energy Capital Management LLC,2250.0,,2023-06-09,60.9,2023-06-30,61.14,5318.87,1.01,1250800.0,Completed,Neutral,Brown,235.1627
2023-06-15,2022,PTEN,Patterson-UTI Energy Inc,NexTier Oilfield Solutions Inc,,2106.35,3.72,2023-06-02,10.56,2023-06-26,11.11,4611.37,-0.88,272020.56,Completed,Brown,Brown,58.9891
2023-06-15,2022,NOG,Northern Oil and Gas Inc,Delaware basin assets/Northern,Earthstone Energy Inc,468.4,,2023-06-02,29.09,2023-06-26,30.3,3054.27,1.28,351378.58,Completed,Neutral,Brown,115.045
2023-06-01,2022,CEG,Constellation Energy Corp,South Texas Project Electric Generating Station/Houston,NRG Energy Inc,1750.0,,2023-05-19,81.33,2023-06-12,92.64,27476.79,1.61,9108347.0,Completed,Neutral,Brown,331.4924
2023-05-26,2022,COP,ConocoPhillips,Surmont Sand & Gravel Ltd,TotalEnergies SE,3000.0,,2023-05-15,94.82,2023-06-05,96.5,122525.3,1.88,4988534.87,Completed,Neutral,Brown,40.7143
2023-05-25,2022,SR,Spire Inc,"MoGas Pipeline LLC,Omega Pipeline Co LLC",CorEnergy Infrastructure Trust Inc,,,2023-05-12,63.62,2023-06-05,59.52,3526.9,0.72,350968.52,Completed,Brown,Brown,99.5119
2023-05-22,2022,CVX,Chevron Corp,PDC Energy Inc,,7874.41,2.66,2023-05-11,143.78,2023-06-01,141.42,249441.32,1.26,53000000.0,Completed,Neutral,Brown,212.4748
2023-05-12,2022,VTLE,Vital Energy Inc,Forge Energy II LLC,EnCap Investments LP,378.0,,2023-05-01,46.16,2023-05-22,46.11,1613.68,-6.11,386367.84,Completed,Neutral,Brown,239.4327
2023-05-04,2022,SUN,Sunoco LP,16 refined product terminals/East Coast & Midwes,Zenith Energy Ltd,110.0,,2023-04-21,39.64,2023-05-15,39.52,5272.13,0.72,71428.03,Completed,Neutral,Brown,13.5482
2023-05-03,2022,CRGY,Crescent Energy Co,Western Eagle Ford asset/US,Mesquite Exploration Ltd,600.0,,2023-04-21,10.65,2023-05-15,9.43,1900.67,-1.29,1123252.0,Completed,Neutral,Brown,590.9769
