Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status,Target_Classification,Acquirer_Classification,Carbon_Intensity
2021-12-23,2020,FCPT,Four Corners Property Trust Inc,2 Express Oil Change/Mississippi,,4.6,,2021-12-10,23.71,2022-01-03,24.98,2415.81,0.99,2298.44,Completed,Brown,Green,0.9514
2021-12-21,2020,ENPH,Enphase Energy Inc,365 Pronto Inc,,,,2021-12-10,215.02,2021-12-31,182.94,25037.02,1.91,26385.26,Completed,Neutral,Green,1.0538
2021-12-17,2020,BOOM,DMC Global Inc,Arcadia Inc,,282.5,,2021-12-06,38.37,2021-12-27,40.62,781.13,-0.11,1390.46,Completed,Neutral,Green,1.7801
2021-12-16,2020,STEM,Stem Inc,Also Energy Inc,"Management Group,Clairvest Group Inc (Fund: Clairvest Equity Partners V LP)",695.0,,2021-12-03,17.77,2021-12-27,19.76,2960.5,-27.57,1564.76,Completed,Neutral,Green,0.5285
2021-12-16,2020,ULBI,Ultralife Corp,Excell Battery Canada ULC,,16.45,,2021-12-03,5.11,2021-12-27,6.03,90.78,0.15,4135.84,Completed,Neutral,Brown,45.5589
2021-12-16,2020,ULBI,Ultralife Corp,656700 BC Ltd,,7.05,,2021-12-03,5.11,2021-12-27,6.03,90.78,0.15,4135.84,Completed,Neutral,Brown,45.5589
2021-12-16,2020,CPK,Chesapeake Utilities Corp,Operating Assets/Diversified Energy Co,Diversified Energy Co PLC,,,2021-12-03,123.99,2021-12-27,134.78,3041.19,1.02,266679.0,Completed,Neutral,Brown,87.689
2021-12-14,2020,GTLS,Chart Industries Inc,Earthly Labs Inc,,62.0,,2021-12-03,162.94,2021-12-27,159.49,6735.04,0.73,17380.0,Completed,Neutral,Green,2.5805
2021-12-14,2020,ULBI,Ultralife Corp,Excell Battery Group,,23.5,,2021-12-03,5.11,2021-12-27,6.03,88.12,0.15,4135.84,Completed,Neutral,Brown,46.9342
2021-12-14,2020,SHEL,Shell PLC,MS Europe BV,Multi Service Technology Solutions Inc,,,2021-12-03,38.75,2021-12-27,39.42,114040.31,1.09,31526463.37,Completed,Neutral,Brown,276.4502
2021-12-13,2020,WTTR,Select Water Solutions Inc,Nuverra Environmental Solutions Inc,,56.34,,2021-12-02,5.52,2021-12-23,5.84,604.83,-0.12,33176.65,Completed,Neutral,Brown,54.8529
2021-12-13,2020,TXNM,TXNM Energy Inc,Western Spirit transmission line,,,,2021-12-02,40.47,2021-12-23,40.39,3660.6,1.17,5602062.23,Completed,Neutral,Brown,1530.3672
2021-12-09,2020,CHX,ChampionX Corp,"Tomson Technologies LLC,Group 2 Technologies LLC",,,,2021-11-26,19.56,2021-12-20,19.42,4196.51,2.39,24884.58,Completed,Neutral,Green,5.9298
2021-12-07,2020,AMRC,Ameresco Inc,Juice Technologies Inc,,,,2021-11-26,89.7,2021-12-17,77.35,2914.66,0.89,315545.0,Completed,Neutral,Brown,108.2613
2021-12-07,2020,XOM,Exxon Mobil Corp,Materia Inc,,,,2021-11-26,54.6,2021-12-17,53.51,240864.12,1.68,108000000.0,Completed,Neutral,Brown,448.3856
2021-12-06,2020,GIFI,Gulf Island Fabrication Inc,Dynamic Industries Inc,"Riverstone Holdings LLC (Fund: Carlyle/Riverstone Global Energy & Power Fund III LP),Carlyle Group Inc/The (Fund: Carlyle MC Partners LP)",,,2021-11-24,4.14,2021-12-16,3.95,66.07,1.77,6908.99,Completed,Neutral,Brown,104.5708
2021-12-02,2020,GIFI,Gulf Island Fabrication Inc,Services & industrial staffing businesses/Dynamic Industries Inc,Dynamic Group Holdings LLC,8.0,,2021-11-19,4.02,2021-12-13,3.97,65.74,1.77,6908.99,Completed,Neutral,Brown,105.0957
2021-12-01,2020,PHX,PHX Minerals Inc,172 net royalty acres/OK,,1.38,,2021-11-19,2.36,2021-12-13,2.34,78.66,0.68,9445.63,Completed,Neutral,Brown,120.0817
2021-11-30,2020,GCMG,GCM Grosvenor Inc,Resource Waste Services LLC,ReEnergy Holdings LLC,,,2021-11-19,10.06,2021-12-10,9.14,1848.2,1.24,173.88,Completed,Neutral,Green,0.0941
2021-11-23,2020,IEX,IDEX Corp,Nexsight LLC,,112.5,,2021-11-12,225.92,2021-12-03,219.42,17217.14,1.83,15406.34,Completed,Neutral,Green,0.8948
2021-11-17,2020,NOG,Northern Oil and Gas Inc,non-operated Permian Basin assets,Veritas Energy LLC,406.5,,2021-11-05,22.48,2021-11-29,18.55,1883.97,1.28,155885.13,Completed,Neutral,Brown,82.7429
2021-11-16,2020,OPTT,Ocean Power Technologies Inc,Marine Advanced Robotics Inc,,11.12,,2021-11-05,2.12,2021-11-26,1.82,296.46,-14.52,22.0,Completed,Neutral,Green,0.0742
2021-11-16,2020,ENPH,Enphase Energy Inc,ClipperCreek Inc,,,,2021-11-05,237.9,2021-11-26,247.42,33328.38,1.91,26385.26,Completed,Neutral,Green,0.7917
2021-11-09,2020,ADT,ADT Inc,Marc Jones Construction LLC,Compass Group Equity Partners LLC,824.49,,2021-10-29,7.74,2021-11-19,8.34,7689.09,1.18,24014.38,Completed,Neutral,Green,3.1232
2021-11-09,2020,SDIG,Stronghold Digital Mining Inc,Panther Creek Energy Facility,,,,2021-10-29,274.6,2021-11-19,241.4,4165.64,-13.79,619.39,Completed,Neutral,Green,0.1487
2021-11-05,2020,SHEL,Shell PLC,"MSTS Payments LLC,Multi Service Fuel Card business",Multi Service Technology Solutions Inc,,,2021-10-25,43.17,2021-11-15,40.26,120995.28,1.09,31526463.37,Completed,Neutral,Brown,260.5594
2021-11-03,2020,OBE,Obsidian Energy Ltd,Peace River Oil Partnership,,35.04,,2021-10-22,3.85,2021-11-15,3.77,279.27,-13.47,85831.81,Completed,Brown,Brown,307.3435
2021-11-02,2020,GNRC,Generac Holdings Inc,ecobee Inc,"Caisse de Depot et Placement du Quebec,Export Development Canada,Business Development Bank of Canada,Evergy Ventures Inc,Private Investor,Just Energy Group Inc,AGL Energy Ltd,Ontario Capital Growth Corp,Thomvest Ventures Inc,Tech Capital Partners Inc,Northleaf Capital Partners Ltd (Fund: Edge...",650.0,,2021-10-22,470.32,2021-11-12,446.87,28828.14,2.52,75778.45,Completed,Neutral,Green,2.6286
2021-10-29,2020,WKC,World Kinect Corp,Flyers Energy LLC,Dwelle Family Foundation Inc,725.0,,2021-10-18,30.33,2021-11-08,26.25,1609.44,-1.51,41600.0,Completed,Neutral,Brown,25.8475
2021-10-27,2020,PSX,Phillips 66,Phillips 66 Partners LP,,2333.84,29.83,2021-10-15,71.11,2021-11-08,68.28,27610.11,0.01,12745003.08,Completed,Neutral,Brown,461.6064
2021-10-27,2020,LBRT,Liberty Energy Inc,PropX/Denver,,90.0,,2021-10-15,14.76,2021-11-08,11.63,2139.95,1.57,16570.24,Completed,Neutral,Green,7.7433
2021-10-26,2020,WFG,West Fraser Timber Co Ltd,Oriented strand board mill/South Carolina,,280.0,,2021-10-15,87.44,2021-11-05,80.07,6097.85,-0.71,727714.0,Completed,Neutral,Brown,119.3394
2021-10-22,2020,XIFR,XPLR Infrastructure LP,Portfolio of 2520 MW renewables projects,NextEra Energy Inc,849.0,,2021-10-11,58.8,2021-11-01,66.96,5961.9,-0.56,48471.85,Completed,Green,Green,8.1303
2021-10-07,2020,HRI,Herc Holdings Inc,Rapid Equipment Rental Ltd,,,,2021-09-24,150.34,2021-10-18,174.8,4578.64,-0.58,102469.0,Completed,Neutral,Brown,22.3798
2021-10-06,2020,SWX,Southwest Gas Holdings Inc,Dominion Energy Questar Pipeline LLC,Dominion Energy Inc,1975.0,,2021-09-24,59.44,2021-10-18,61.02,4305.48,0.77,360785.4,Completed,Neutral,Brown,83.7968
2021-10-06,2020,ARES,Ares Management Corp,Apex Clean Energy Inc,,,,2021-09-24,69.97,2021-10-18,69.31,14000.42,0.71,714.72,Completed,Green,Green,0.051
2021-10-01,2020,CVX,Chevron Corp,American Natural Gas LLC,Mercuria Energy Trading SA,,,2021-09-20,82.51,2021-10-11,93.26,159905.92,1.26,28078295.01,Completed,Brown,Brown,175.5926
2021-09-20,2020,MTRN,Materion Corp,HCS-Electronic Materials,HC Starck Inc,380.0,,2021-09-09,69.72,2021-09-30,67.43,1422.89,-2.88,39393.07,Completed,Neutral,Brown,27.6853
2021-09-17,2020,PHX,PHX Minerals Inc,"Certain mineral/East Texas,Royalty interests/Louisiana",,0.73,,2021-09-03,2.25,2021-09-27,2.78,101.42,0.68,9445.63,Completed,Neutral,Brown,93.1338
2021-09-07,2020,ENB,Enbridge Inc,Moda Midstream Operating LLC,Encap Flatrock Midstream,3000.0,,2021-08-27,32.33,2021-09-17,32.5,71381.33,0.27,6852670.0,Completed,Neutral,Brown,96.0009
2021-09-07,2020,RPM,RPM International Inc,Chemical manufacturing plant/Corsicana,ChampionX Corp,,,2021-08-27,78.38,2021-09-17,73.79,9616.8,2.74,65498.86,Completed,Neutral,Green,6.8109
2021-09-02,2020,PWR,Quanta Services Inc,Blattner Holding Co,,2700.0,,2021-08-20,95.68,2021-09-13,114.42,16792.42,1.63,233082.18,Completed,Neutral,Brown,13.8802
2021-08-18,2020,BLK,BlackRock Inc,National Renewable Solutions LLC,,,,2021-08-06,819.73,2021-08-30,867.29,128092.48,1.2,4090.0,Completed,Green,Green,0.0319
2021-08-17,2020,WTTR,Select Water Solutions Inc,Agua Libre Midstream LLC,Basic Energy Services Inc,19.54,,2021-08-06,5.03,2021-08-27,5.3,521.74,-0.12,33176.65,Completed,Neutral,Brown,63.5885
2021-08-17,2020,BRY,Berry Corp,C&J Well Services Inc,Basic Energy Services Inc,,,2021-08-06,3.52,2021-08-27,3.89,261.25,4.6,805281.71,Completed,Neutral,Brown,3082.418
2021-08-11,2020,EXE,Expand Energy Corp,Vine Energy Inc,,1459.77,,2021-07-30,44.64,2021-08-23,43.44,10943.59,-1.43,628218.33,Completed,Neutral,Brown,57.4051
2021-08-10,2020,CLSK,Cleanspark Inc,87000 sq ft data center/Norcross,,,,2021-07-30,13.5,2021-08-20,10.79,4282.32,8.88,85.72,Completed,Neutral,Green,0.02
2021-08-03,2020,DINO,HF Sinclair Corp,"Marketing & diesel business,2 refineries/Rocky Mountain",Sinclair Cos/The,1783.29,,2021-07-23,25.46,2021-08-13,27.53,5045.24,-1.28,5479000.0,Completed,Neutral,Brown,1085.9741
2021-08-02,2020,SUN,Sunoco LP,Portfolio of 8 terminal locations/NuStar Energy LP,NuStar Energy LP,250.0,,2021-07-22,28.02,2021-08-12,28.93,3966.13,0.72,75445.22,Completed,Neutral,Brown,19.0224
2021-07-27,2020,SHEL,Shell PLC,Inspire Energy Capital LLC,,,,2021-07-16,33.38,2021-08-06,35.97,102670.37,1.09,31526463.37,Completed,Neutral,Brown,307.0649
2021-07-23,2020,DUK,Duke Energy Corp,CNG fueling station/South Carolina,Spire Inc,,,2021-07-12,87.41,2021-08-02,91.42,69837.09,0.65,74985884.11,Completed,Neutral,Brown,1073.7258
2021-07-21,2020,MSFT,Microsoft Corp,CloudKnox Security Inc,"Dell Ventures LP (Fund: Dell Strategic Innovation Venture Fund),Unknown Seller,Foundation Capital LLC (Fund: Foundation Capital VIII LP),Sorenson Capital (Fund: Sorenson Ventures LP),NextEra Energy Inc (Fund: Clearsky Security Fund I LLC),Wipro Ventures Ltd (Fund: Wipro Venture Capital Fund I...",,,2021-07-09,269.36,2021-08-02,276.03,2027361.43,4.52,118100.0,Completed,Neutral,Green,0.0583
2021-07-16,2020,KMI,Kinder Morgan Inc,Kinetrex Energy,Parallel49 Equity,310.0,,2021-07-02,14.83,2021-07-26,14.24,31301.15,0.93,15600000.0,Completed,Neutral,Brown,498.3842
2021-07-14,2020,ORA,Ormat Technologies Inc,TG Geothermal Portfolio LLC,,171.0,,2021-07-02,68.18,2021-07-26,66.94,4140.44,0.72,184348.31,Completed,Green,Brown,44.5238
2021-07-12,2020,WTTR,Select Water Solutions Inc,Complete Energy Services LLC,Superior Energy Services Inc,36.44,,2021-07-01,5.9,2021-07-22,5.33,563.28,-0.12,33176.65,Completed,Neutral,Brown,58.899
2021-07-09,2020,KMI,Kinder Morgan Inc,Twin Tier Pipeline LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",30.0,,2021-06-28,14.35,2021-07-19,13.72,33128.83,0.93,15600000.0,Completed,Neutral,Brown,470.889
2021-07-07,2020,GEOS,Geospace Technologies Corp,Aquana LLC,,1.4,,2021-06-25,8.05,2021-07-19,8.0,107.84,5.24,885.57,Completed,Neutral,Green,8.2119
2021-07-06,2020,PTEN,Patterson-UTI Energy Inc,Pioneer Energy Services Corp,,425.8,21.42,2021-06-25,9.64,2021-07-16,7.64,3323.08,-0.88,134439.39,Completed,Neutral,Brown,40.4563
2021-07-01,2020,CDZI,Cadiz Inc,220 mile Northern Pipeline,Kinder Morgan Inc,19.0,,2021-06-18,12.6,2021-07-12,13.7,1084.91,-6.04,6.84,Completed,Neutral,Green,0.0063
2021-07-01,2020,EPD,Enterprise Products Partners LP,Ethylene Storage Business/NOVA Chemicals Corp,NOVA Chemicals Corp,,,2021-06-18,18.19,2021-07-12,18.66,40254.71,1.89,980.4,Completed,Neutral,Green,0.0244
2021-06-30,2020,CE,Celanese Corp,Santoprene synthetic rubber business/ExxonMobil,Exxon Mobil Corp,1150.0,,2021-06-18,135.78,2021-07-12,143.11,15364.86,-8.37,1139252.19,Completed,Neutral,Brown,74.1466
2021-06-08,2020,RF,Regions Financial Corp,EnerBank USA,CMS Energy Corp,960.0,,2021-05-28,20.14,2021-06-18,16.74,17520.31,0.34,291136.0,Completed,Neutral,Brown,16.6171
2021-06-08,2020,APO,Apollo Global Management Inc,Total Operations & Production Services LLC,Black Bay Energy Capital LLC,,,2021-05-28,52.84,2021-06-18,52.86,30236.18,0.39,211.0,Completed,Neutral,Green,0.007
2021-06-01,2020,KMI,Kinder Morgan Inc,Stagecoach Gas Services LLC,"Consolidated Edison Inc,Crestwood Equity Partners LP",1225.0,,2021-05-21,14.95,2021-06-11,15.29,32844.92,0.93,15600000.0,Completed,Brown,Brown,474.9593
2021-05-27,2020,MS,Morgan Stanley,Produced water infrastructure assets/Hibernia Energy III LLC,Hibernia Energy LLC,,,2021-05-14,76.76,2021-06-07,81.91,127987.74,0.31,17170.7,Completed,Neutral,Green,0.1342
2021-05-27,2020,MS,Morgan Stanley,Produced water infrastructure assets,Hibernia Energy LLC,,,2021-05-14,76.76,2021-06-07,81.91,127987.74,0.31,17170.7,Completed,Neutral,Green,0.1342
2021-05-24,2020,CTRA,Coterra Energy Inc,Cimarex Energy Co,,8815.27,,2021-05-13,13.9,2021-06-03,13.58,10256.05,1.37,302393.9,Completed,Neutral,Brown,29.4844
2021-05-17,2020,SPRU,Spruce Power Holding Corp,World Energy Efficiency Services LLC,,15.0,,2021-05-06,48.4,2021-05-27,55.92,927.15,-6.63,242.98,Completed,Neutral,Green,0.2621
2021-05-12,2020,D,Dominion Energy Inc,Birdseye Renewable Energy LLC,BRE Holdings LLC,28.0,,2021-04-30,67.0,2021-05-24,64.65,55118.21,-0.07,14575889.35,Completed,Green,Brown,264.4478
2021-05-12,2020,DTE,DTE Energy Co,Isabella Wind I and II projects/Isabella County,Greenlight Energy Resources Inc,,,2021-04-30,105.4,2021-05-24,107.02,21622.06,0.6,20962000.49,Completed,Green,Brown,969.4729
2021-05-10,2020,CIVI,Civitas Resources Inc,Extraction Oil & Gas Inc,,1382.69,,2021-04-29,24.9,2021-05-20,31.26,2714.96,1.01,1200551.0,Completed,Brown,Brown,442.1984
2021-05-06,2020,EQT,EQT Corp,"Eqt Amd LLC,EQT ARO LLC",,2925.0,,2021-04-23,16.8,2021-05-17,21.92,10424.83,1.05,225875.12,Completed,Neutral,Brown,21.667
2021-05-06,2020,AMSC,American Superconductor Corp,Neeltran Inc,,8.8,,2021-04-23,17.13,2021-05-17,13.99,574.14,0.79,51772.28,Completed,Neutral,Brown,90.1736
2021-05-03,2020,CHRD,Chord Energy Corp,Williston Basin assets/Diamondback Energy Inc,Diamondback Energy Inc,745.0,,2021-04-22,47.73,2021-05-13,48.9,3076.9,1.62,537377.29,Completed,Neutral,Brown,174.6489
2021-04-22,2020,AEP,American Electric Power Co Inc,100 MW Dry Lake Solar Project,,114.0,,2021-04-09,74.0,2021-05-03,76.41,40405.7,0.64,25012316.5,Completed,Green,Brown,619.0294
2021-04-19,2020,XIFR,XPLR Infrastructure LP,Portfolio of 4 operating wind assets/US,Brookfield Renewable Partners LP,733.0,,2021-04-08,55.94,2021-04-29,56.86,5238.04,-0.56,48471.85,Completed,Green,Brown,9.2538
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,Holtec International Corp,0.03,,2021-04-01,18.14,2021-04-26,14.33,3399.43,-158.12,6.28,Completed,Neutral,Green,0.0018
2021-04-14,2020,EOSE,Eos Energy Enterprises Inc,HI-Power LLC,,,,2021-04-01,18.14,2021-04-26,14.33,3399.43,-158.12,6.28,Completed,Neutral,Green,0.0018
2021-04-05,2020,DNOW,DNOW Inc,Flex Flow Services LLC,GR Energy Services LLC,90.0,,2021-03-25,10.0,2021-04-15,9.68,1088.58,1.42,24600.0,Completed,Neutral,Brown,22.5982
2021-03-18,2020,PPL,PPL Corp,Narragansett Electric Co/The,National Grid PLC,3770.0,,2021-03-05,24.06,2021-03-29,25.12,18945.51,0.43,4667507.7,Completed,Neutral,Brown,246.3648
2021-03-09,2020,EFX,Equifax Inc,HireTechs.com,Green Day Technologies Inc,,,2021-02-26,157.52,2021-03-19,169.49,21107.28,1.48,6751.47,Completed,Neutral,Green,0.3199
2021-03-05,2020,CVX,Chevron Corp,Noble Midstream Partners LP,,454.5,4.62,2021-02-22,83.49,2021-03-15,93.56,162847.78,1.26,28078295.01,Completed,Neutral,Brown,172.4205
2021-02-24,2020,RNW,ReNew Energy Global PLC,ReNew Power Pvt Ltd,"Piramal Enterprises Ltd,Canada Pension Plan Investment Board,Abu Dhabi Investment Authority,Private Investor,GEF Management Corp (Fund: South Asia Clean Energy Fund),Goldman Sachs Group Inc/The (Fund: West Street Energy Partners LP),Asian Development Bank (Fund: Asia Climate Partners LP),JERA...",1200.0,1.95,2021-02-12,11.66,2021-03-08,10.42,2862.81,-0.4,1001921.24,Completed,Neutral,Brown,349.9783
2021-02-24,2020,CLSK,Cleanspark Inc,Solar Watt Solutions Inc,,18.06,,2021-02-12,28.23,2021-03-08,21.21,7786.81,8.88,85.72,Completed,Green,Green,0.011
2021-02-22,2020,BIPC,Brookfield Infrastructure Corp,Inter Pipeline Ltd,,10949.35,15.14,2021-02-11,35.27,2021-03-04,39.14,4216.93,-4.05,299516.82,Completed,Neutral,Brown,71.0272
2021-02-22,2020,ADN,Advent Technologies Holdings I,UltraCell LLC,Bren-Tronics Inc,,,2021-02-11,460.5,2021-03-04,406.2,1096.26,-252.72,1226.17,Completed,Neutral,Green,1.1185
2021-02-18,2020,VRN,Veren Inc,Kaybob Duvernay assets/Shell Canada Energy,Shell PLC,854.19,,2021-02-05,2.85,2021-03-01,3.31,1978.75,1.25,1126052.5,Completed,Neutral,Brown,569.0726
2021-02-17,2020,ET,Energy Transfer LP,Enable Midstream Partners LP,,6792.52,7.61,2021-02-05,4.89,2021-03-01,5.91,17216.73,0.86,14927.27,Completed,Neutral,Green,0.867
2021-02-17,2020,NOVA,Sunnova Energy International Inc,SunStreet Energy Group LLC,Lennar Corp,162.73,,2021-02-05,49.45,2021-03-01,47.92,6202.67,-0.95,2064.82,Completed,Neutral,Green,0.3329
2021-02-04,2020,NOG,Northern Oil and Gas Inc,Certain non operated natural gas assets,Reliance Industries Ltd,120.9,,2021-01-22,9.12,2021-02-16,10.61,912.71,1.28,155885.13,Completed,Brown,Brown,170.7937
2021-02-02,2020,OPTT,Ocean Power Technologies Inc,3dent Technology LLC,,,,2021-01-22,5.6,2021-02-12,5.2,651.33,-14.52,22.0,Completed,Neutral,Green,0.0338
2021-01-26,2020,ENPH,Enphase Energy Inc,Sofdesk Inc,Wave Media Group LLC,,,2021-01-15,190.59,2021-02-05,193.2,24817.12,1.91,26385.26,Completed,Neutral,Green,1.0632
2021-01-13,2020,NFE,New Fortress Energy Inc,Hygo Energy Transition Ltd,"Golar LNG Ltd,Stonepeak Partners LP (Fund: Stonepeak Infrastructure Fund II LP)",2289.13,,2020-12-31,47.33,2021-01-25,39.15,13614.96,0.08,967889.0,Completed,Neutral,Brown,71.0901
2021-01-13,2020,NFE,New Fortress Energy Inc,CH4 Energia Ltda,"Vibra Energia SA,Camacari Muricy II SA,Pecem Energia SA,CCETC Brasil Holding SA",9.43,,2020-12-31,47.33,2021-01-25,39.15,13614.96,0.08,967889.0,Completed,Neutral,Brown,71.0901
2020-12-23,2019,AEE,Ameren Corp,400 MW project/Missouri,,,,2020-12-11,68.87,2021-01-04,67.67,18167.47,0.46,24413650.5,Completed,Neutral,Brown,1343.8112
2020-12-23,2019,BLK,BlackRock Inc,945 MW natural gas fired power plant/Heard County,TCT Generation Holdings LLC,,,2020-12-11,629.27,2021-01-04,643.41,98882.79,1.2,6386.0,Completed,Brown,Green,0.0646
2020-12-21,2019,FANG,Diamondback Energy Inc,QEP Resources Inc,,2183.83,3.71,2020-12-10,41.58,2020-12-31,40.3,10848.9,1.6,1389998.61,Completed,Neutral,Brown,128.1235
2020-12-21,2019,FANG,Diamondback Energy Inc,Guidon Operating LLC,,858.26,,2020-12-10,41.58,2020-12-31,40.3,10848.9,1.6,1389998.61,Completed,Neutral,Brown,128.1235
2020-12-21,2019,ENB,Enbridge Inc,Crude oil terminalling segment,Blueknight Energy Partners LP,132.0,,2020-12-10,26.62,2020-12-31,24.88,54796.63,0.27,7619166.55,Completed,Brown,Brown,139.0444
2020-12-16,2019,ORA,Ormat Technologies Inc,Shovel Ready Project/Texas,Consolidated Edison Inc,,,2020-12-04,74.46,2020-12-28,85.38,4764.26,0.72,380143.75,Completed,Neutral,Brown,79.7907
2020-12-15,2019,TRP,TC Energy Corp,TC PipeLines LP,,3771.13,13.77,2020-12-04,35.75,2020-12-28,31.69,36200.67,0.84,14427861.0,Completed,Neutral,Brown,398.5523
2020-12-15,2019,GTLS,Chart Industries Inc,Sustainable Energy Solutions Inc,,20.0,,2020-12-04,108.74,2020-12-28,118.74,5183.57,0.73,43255.52,Completed,Green,Green,8.3447
2020-12-14,2019,MUSA,Murphy USA Inc,Quick Chek Corp,,645.0,,2020-12-03,122.09,2020-12-24,127.29,2501.09,3.14,108593.08,Completed,Neutral,Brown,43.4183
2020-12-08,2019,LGO,Largo Inc,Certain assets/Vionx Energy Corp,Vionx Energy Corp,,,2020-11-27,8.4,2020-12-18,11.6,743.69,-2.81,6374.78,Completed,Neutral,Green,8.5718
2020-12-04,2019,STEM,Stem Inc,Rollins Road Acquisition Co,"Exelon Corp,TotalEnergies SE,Mitsui & Co Ltd,RWE AG,Iberdrola SA,Temasek Holdings Pte Ltd,Ontario Teachers' Pension Plan Board,EFW Partners LLC,Angeleno Group LLC (Fund: Angeleno Investors III LP),Mithril Capital Management LLC (Fund: Mithril LP),GE Ventures,Activate Capital Ltd,Magnesium Cap...",608.0,,2020-11-23,10.0,2020-12-14,17.2,2768.45,-27.57,1270.0,Completed,Neutral,Green,0.4587
2020-12-04,2019,PEG,Public Service Enterprise Group Inc,Ocean Wind Project/NJ,Orsted AS,,,2020-11-23,50.56,2020-12-14,49.26,24868.66,0.52,13378211.19,Completed,Green,Brown,537.9546
2020-11-23,2019,EMR,Emerson Electric Co,7AC Technologies Inc,"3M Co,Private Investor,Clean Energy Venture Management LLC",,,2020-11-12,67.76,2020-12-03,68.9,40051.49,1.37,163945.01,Completed,Neutral,Green,4.0934
2020-11-16,2019,TRP,TC Energy Corp,TransCanada Turbines Ltd,John Wood Group PLC,67.0,,2020-11-05,31.09,2020-11-27,35.14,34724.57,0.84,14427861.0,Completed,Neutral,Brown,415.4943
2020-11-09,2019,CIVI,Civitas Resources Inc,HighPoint Resources Corp,,9.45,,2020-10-29,13.16,2020-11-19,17.51,1337.8,1.01,111082.06,Completed,Neutral,Brown,83.0334
2020-11-02,2019,POR,General Electric Co,North American Land Rod Lift business,Schlumberger NV,,,2020-10-22,33.91,2020-11-12,36.03,3655.78,0.3,12954658.54,Completed,Neutral,Brown,3543.61
2020-10-19,2019,COP,ConocoPhillips,Concho Resources Inc,,13290.68,,2020-10-08,30.09,2020-10-29,25.0,35664.4,1.88,9752666.38,Completed,Neutral,Brown,273.4566
2020-10-15,2019,HON,Honeywell International Inc,Unmanned Aerial Vehicle business/Ballard Power Systems Inc,Ballard Power Systems Inc,,,2020-10-02,151.3,2020-10-26,155.46,102485.79,1.71,1090292.65,Completed,Neutral,Brown,10.6385
2020-10-13,2019,ADN,Advent Technologies Holdings I,Advent Technologies Inc,,158.0,,2020-10-02,309.9,2020-10-23,308.7,809.94,-252.72,2441.05,Completed,Neutral,Green,3.0139
2020-10-09,2019,GNRC,Generac Holdings Inc,Enbala Power Networks Inc/Canada,"Edison International,National Grid PLC,Export Development Canada,GE Ventures (Fund: GE Healthymagination Fund),Chrysalix Energy LP (Fund: Chrysalix Energy LP III),ABB Technology Ventures Ltd,Enertech Capital Partners (Fund: EnerTech Capital Partners IV LP),Obvious Management Services LLC (Fun...",,,2020-09-28,190.18,2020-10-19,210.13,12252.47,2.52,68034.07,Completed,Neutral,Green,5.5527
2020-10-07,2019,HON,Honeywell International Inc,Rocky Research,,,,2020-09-25,147.53,2020-10-19,156.76,101856.4,1.71,1090292.65,Completed,Neutral,Brown,10.7042
2020-10-05,2019,AMSC,American Superconductor Corp,Northeast Power Systems Inc,,37.15,,2020-09-24,12.01,2020-10-15,18.25,585.98,0.79,52441.8,Completed,Neutral,Brown,89.4942
2020-09-29,2019,NEE,NextEra Energy Inc,"GridLiance GP LLC,GridLiance Holdco LP",Blackstone Inc,660.0,,2020-09-18,62.02,2020-10-09,67.84,130426.6,0.63,45652569.37,Completed,Neutral,Brown,350.025
2020-09-28,2019,DVN,Devon Energy Corp,WPX Energy Inc,,5951.7,14.07,2020-09-17,7.84,2020-10-08,8.13,5006.3,2.1,2610322.68,Completed,Neutral,Brown,521.4076
2020-09-18,2019,SND,Smart Sand Inc,Oil & Gas Proppants Segment/Eagle Materials Inc,Eagle Materials Inc,2.0,,2020-09-04,1.21,2020-09-28,1.23,56.13,-0.03,39479.7,Completed,Brown,Brown,703.3618
2020-09-10,2019,NOG,Northern Oil and Gas Inc,Non operated interests/Dealware,,,,2020-08-28,6.34,2020-09-21,5.2,454.17,1.28,218113.12,Completed,Neutral,Brown,480.2455
2020-09-02,2019,OVV,Ovintiv Inc,Partitioned Duvernay Position,PetroChina International Canada Trading Ltd,,,2020-08-21,9.9,2020-09-14,8.15,2485.7,-0.31,5956212.0,Completed,Neutral,Brown,2396.191
2020-08-27,2019,PHX,PHX Minerals Inc,"SCOOP/Grady County,Haynesville plays",Red Stone Resources LLC,5.5,,2020-08-14,1.97,2020-09-08,1.62,70.11,0.68,13985.76,Completed,Neutral,Brown,199.4831
2020-08-25,2019,SOL,Emeren Group Ltd,Solar projects & accounts receivable/US,,3.8,,2020-08-14,1.65,2020-09-04,1.7,117.89,1.03,15355477.88,Completed,Green,Brown,130252.5904
2020-08-18,2019,AEP,American Electric Power Co Inc,Desert Sky & Trent Mesa wind facilities,Invenergy Renewables LLC,,,2020-08-07,73.33,2020-08-28,66.35,36820.94,0.64,32656881.96,Completed,Green,Brown,886.9106
